Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,93,2014-07-12,CLE,CHW,9-9,,99,0.1,3,3,3,0,0,0,0,81.00,4,11,7,2,0,2,2,2,0,0,,0,0,0,0,0,4,2,0,0,0,0,0,.59,-0.135,.53,-0.07%,-2.45,9t --- 0 out d1,9t --3 1 out d3,,CLE,30.0,L,2,6,,
2,98,2014-07-20,CLE,DET,7-8,,7,1.2,1,1,1,1,1,0,0,18.00,7,20,13,2,2,2,3,1,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,.13,-0.002,.23,0.00%,-0.37,7b --- 0 out d3,8b -2- 2 out d4,,DET,1.6666666666666667,L,1,5,,
3,109,2014-08-01,CLE,TEX,7-8,,11,1.1,1,0,0,0,1,0,0,10.80,5,22,14,1,2,4,0,0,0,0,,2,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.90,7t 12- 2 out a11,8t 3 out a11,,CLE,0.9090909090909091,W,12,2,,
4,136,2014-09-01,CLE,DET,9-GF,,30,1.0,3,3,3,0,1,1,0,14.54,6,21,13,1,3,2,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.00,0.000,.00,0.00%,-2.52,9t --- 0 out d8,9t end d11,,CLE,3.0,L,1,12,,
5,143,2014-09-08,CLE,LAA,8-8,,6,1.0,0,0,0,0,1,0,0,11.81,3,10,9,2,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.04,0.004,.05,0.00%,0.48,8t --- 0 out d5,8t 3 out d5,,CLE,0.0,L,3,12,,
6,158,2014-09-23,CLE,KCR,8-9,,14,1.2,1,0,0,0,0,0,0,9.00,5,16,8,0,0,3,2,1,0,0,,0,0,0,0,0,5,0,0,0,1,0,0,.01,0.001,.01,0.00%,0.86,8t --- 0 out d7,9t --- 2 out d6,,CLE,0.8333333333333334,L,1,7,,
7,6,2015-04-12,CLE,DET,2-5,,99,2.2,2,1,1,1,1,1,0,3.38,11,34,24,6,5,4,5,1,1,0,,2,0,0,0,0,10,1,0,0,0,0,0,.34,-0.020,.33,-0.01%,0.35,2t 12- 1 out d5,5t -2- 0 out d4,,CLE,1.3636363636363635,L,5,8,,
8,7,2015-04-14,CLE,CHW,8-GF,,1,2.0,0,0,0,1,0,0,0,1.93,7,22,14,5,2,2,4,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.17,0.025,.16,0.01%,1.04,8t --- 0 out d3,9t end d 3,,CLE,0.5,L,1,4,,
9,35,2015-05-16,CLE,TEX,6-7,,31,1.0,0,0,0,1,0,0,0,1.59,3,10,5,1,0,1,1,0,0,0,,2,0,0,0,0,2,0,0,0,1,0,0,1.70,0.167,.72,0.04%,1.66,6b -23 1 out d1,7b --- 1 out tie,,TEX,1.0,W,10,8,,
10,50,2015-05-31,CLE,SEA,12-GF(12),S(1),14,1.0,0,0,0,0,1,0,0,1.35,3,15,9,3,0,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.48,0.036,.33,0.02%,0.46,12b --- 0 out a3,12b end a 3,,SEA,0.0,W,6,3,,
11,54,2015-06-05,CLE,BAL,9-GF,,4,1.0,0,0,0,0,0,0,0,1.17,2,5,3,1,0,1,1,0,0,0,,1,0,0,0,0,2,0,0,0,1,0,0,.15,0.014,.13,0.01%,0.91,9t 1-- 0 out d3,9t end d 3,,CLE,0.0,L,2,5,,
12,56,2015-06-07,CLE,BAL,7-8,,1,1.2,1,0,0,1,4,0,0,0.96,7,27,17,1,11,0,2,1,1,0,,2,1,0,0,0,6,0,0,0,0,0,0,.26,0.004,.24,0.00%,0.73,7t 1-3 1 out d4,8t 3 out d4,,CLE,1.6666666666666667,L,3,7,,
