,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,137,2011-08-31,SDN,LAD,7-GF(8),,99,1.1,2,0,0,1,3,0,0,0.0,7,24,17,5,3,1,2,2,0,0,,1,0,0,0,0,6,0,0,0,0,0,0,0.33,0.026000000000000002,0.0,0.00%,0.74,7b -2- 2 out d2,8b end d 2,,LAD,2.727272727272727,L,2,4,,
1,2,139,2011-09-03,SDN,COL,5-5,,2,0.2,1,0,0,0,1,0,0,0.0,3,10,7,3,2,0,2,1,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,1.0,-0.037000000000000005,0.0,0.00%,-0.17,5t 12- 1 out d2,5t 3 out d3,,SDP,5.0,L,4,5,,
2,3,141,2011-09-05,SDN,SFG,8-8,,1,0.2,0,0,0,1,1,0,0,0.0,3,16,9,3,2,1,0,0,0,0,,3,1,0,0,0,2,0,0,0,0,0,0,0.09,-0.001,0.0,0.00%,0.48,8t 123 1 out d5,8t 3 out d6,,SDP,5.0,L,2,7,,
3,4,144,2011-09-08,SDN,ARI,6-7,,2,1.0,1,2,2,1,1,0,1,4.91,6,17,10,3,1,1,2,1,0,0,,1,0,0,0,0,4,0,0,1,0,0,0,0.45,-0.038,0.0,0.00%,-0.73,6b 1-- 2 out d2,7b 12- 2 out d3,,ARI,2.0,L,1,4,,
4,5,146,2011-09-10,SDN,ARI,10-10,L(0-1),1,0.2,1,1,1,2,1,0,0,6.23,5,23,10,2,4,0,2,2,0,0,,0,0,0,0,0,3,0,0,1,0,0,0,3.6,-0.024,0.0,0.00%,-0.28,10b --- 0 out tie,10b 123 2 out tie,,ARI,15.0,L,5,6,,
5,6,149,2011-09-13,SDN,SFG,12-GF(12),L(0-2),2,0.2,2,1,1,1,0,0,0,7.2,5,21,11,1,1,2,2,1,1,0,,0,0,0,0,0,4,0,0,1,0,0,0,3.59,-0.379,0.0,0.00%,-1.03,12b --- 0 out tie,12b end d 1,,SFG,15.0,L,2,3,,
6,7,153,2011-09-18,SDN,ARI,7-7,,4,0.1,2,1,0,1,1,0,0,6.75,4,19,9,2,2,0,2,2,0,0,,1,1,0,0,0,3,0,0,1,0,0,0,1.09,-0.174,0.0,0.00%,-2.04,7t 1-- 0 out d1,7t 12- 1 out d3,,SDP,30.0,L,1,5,,
7,8,157,2011-09-23,SDN,LAD,9-GF,,4,0.2,0,0,0,0,1,0,0,6.0,2,12,9,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.14,0.006999999999999999,0.0,0.00%,0.22,9t --- 1 out d2,9t end d 2,,SDP,0.0,L,0,2,,
8,9,162,2011-09-28,SDN,CHC,9-GF,,4,1.0,0,0,0,0,2,0,0,5.14,3,15,10,2,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.43,9t --- 0 out a7,9t end a 7,,SDP,0.0,W,9,2,,
9,10,1,2012-04-05,SDN,LAD,8-8,,99,1.0,3,2,2,0,1,1,0,18.0,5,12,10,2,3,0,4,3,0,0,,0,0,0,0,0,5,2,0,0,0,0,0,0.29,-0.084,0.3,-0.05%,-1.57,8t --- 0 out d2,8t 3 out d4,,SDP,3.0,L,3,5,,
