,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,70,2019-06-15,PIT,MIA,GS-4,,99,4.0,6,3,2,0,3,0,1,4.5,19,59,43,8,8,8,7,4,0,0,43.0,,,1,0,0,18,0,0,0,1,0,0,1.55,-0.133,0.72,-0.04%,-1.01,6.8,15.0,1b start tie,4b 3 out tie,,MIA,1.5,L,3,4
1,2,78,2019-06-26,PIT,HOU,GS-6,W(1-0),10,6.0,5,1,1,3,3,1,0,2.7,24,99,56,20,3,5,13,8,1,0,58.0,,,0,1,0,21,1,0,0,1,0,0,0.65,0.125,0.44,0.05%,2.42,16.7,36.0,1b start a 2,6b 3 out a7,,HOU,1.3333333333333333,W,14,2
2,3,88,2019-07-06,PIT,MIL,GS-6,W(2-0),9,6.0,5,2,2,2,1,2,1,2.81,25,91,58,16,4,7,14,5,2,0,53.0,,,0,1,0,22,1,0,0,0,0,0,0.91,0.111,0.91,0.07%,1.05,10.7,27.0,1t start tie,6t 3 out a3,,PIT,1.1666666666666667,W,12,2
3,4,94,2019-07-16,PIT,STL,GS-7,,9,6.0,5,1,1,3,0,0,0,2.45,24,87,52,10,1,8,13,3,5,0,55.0,,,1,1,0,21,3,0,0,0,0,0,1.19,0.006,1.01,0.00%,0.76,6.7,15.0,1b start tie,7b 1-3 0 out tie,,STL,1.3333333333333333,W,3,1
4,5,98,2019-07-21,PIT,PHI,GS-6,,4,6.0,3,1,1,2,5,0,1,2.25,23,93,60,20,9,8,7,3,2,0,65.0,,,0,0,0,20,1,0,0,1,0,0,1.0,0.23600000000000002,0.59,0.08%,2.05,17.9,30.0,1t start tie,6t 3 out tie,,PIT,0.8333333333333334,L,1,2
5,6,103,2019-07-26,PIT,NYM,GS-6,L(2-1),4,5.1,4,5,5,0,1,3,1,3.24,21,78,56,16,4,6,13,1,2,0,41.0,,,0,0,0,20,0,1,0,0,0,0,0.7,-0.317,0.11,-0.03%,-2.34,1.0,4.0,1b start tie,6b --- 1 out d2,,NYM,0.7843137254901962,L,3,6
6,7,108,2019-07-31,PIT,CIN,GS-4,L(2-2),4,3.2,6,3,3,0,5,2,2,3.65,19,55,41,15,5,7,5,2,0,0,42.0,,,0,0,0,17,1,0,0,0,0,0,0.72,-0.153,0.06,-0.01%,-1.63,7.45,17.0,1b start tie,4b 123 2 out d3,,CIN,1.875,L,1,4
7,8,112,2019-08-05,PIT,MIL,GS-5,L(2-3),4,5.0,8,5,5,2,1,2,0,4.29,24,86,49,14,6,9,12,4,2,0,30.0,,,0,0,0,22,0,0,0,1,0,0,0.76,-0.226,0.04,-0.01%,-2.46,-2.75,3.0,1t start tie,5t 3 out d4,,PIT,2.0,L,7,9
8,9,126,2019-08-21,PIT,WSN,6-7,,15,2.0,0,0,0,0,1,0,0,4.09,6,23,17,5,2,2,3,2,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.06,0.009000000000000001,0.0,0.00%,1.02,6.5,9.0,6t --- 0 out d6,7t 3 out d6,,PIT,0.0,L,1,11
9,10,130,2019-08-25,PIT,CIN,GS-5,W(3-3),3,5.0,7,4,4,2,5,0,2,4.41,26,100,63,19,4,5,12,5,3,0,40.0,,,2,0,0,21,1,0,0,0,1,0,1.18,-0.11699999999999999,0.0,0.00%,-1.46,10.65,30.0,1t start tie,5t 3 out a4,,PIT,1.8,W,9,8
10,11,135,2019-08-30,PIT,COL,GS-6,W(4-3),4,5.0,9,3,3,0,2,1,0,4.5,24,85,55,13,4,13,9,4,1,0,39.0,,,0,0,0,23,2,0,0,0,0,0,0.96,0.033,0.0,0.00%,-0.29,7.85,24.0,1b start a 1,6b 1-- 0 out a3,,COL,1.8,W,9,4
11,12,140,2019-09-05,PIT,MIA,GS-5,L(4-4),5,4.1,9,6,5,2,1,1,1,4.94,24,85,51,15,3,8,12,5,1,0,22.0,,,1,0,0,20,1,0,0,1,0,0,1.4,-0.37200000000000005,0.0,0.00%,-3.38,-5.45,1.0,1t start tie,5t 12- 1 out tie,,PIT,2.6829268292682933,L,7,10
12,13,146,2019-09-11,PIT,SFG,GS-5,,5,4.0,3,3,2,1,2,0,0,4.91,17,62,43,11,4,8,6,3,1,0,47.0,,,0,0,0,16,0,0,0,0,0,1,1.04,-0.094,0.0,0.00%,-1.01,6.6,12.0,1b start tie,5b 12- 0 out a2,,SFG,1.0,W,6,3
13,14,152,2019-09-18,PIT,SEA,GS-5,L(4-5),6,5.0,6,4,4,1,6,2,0,5.08,21,74,49,18,9,4,10,5,1,0,44.0,,,0,0,0,20,2,0,0,0,0,0,0.74,-0.182,0.0,0.00%,-1.46,11.05,21.0,1t start tie,5t 3 out d4,,PIT,1.4,L,1,4
14,15,158,2019-09-25,PIT,CHC,GS-7,,6,6.0,6,2,2,0,5,1,1,4.91,24,72,50,16,8,9,9,4,1,0,57.0,,,0,0,0,23,0,1,0,0,0,0,1.01,0.046,0.0,0.00%,1.05,15.3,27.0,1t start tie,7t --- 0 out tie,,PIT,1.0,W,4,2
