,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,50,2015-05-30,TEX,BOS,GS-6,W(1-0),99,5.2,2,0,0,5,2,0,0,0.0,24,102,60,19,3,12,5,2,0,0,62.0,,,0,0,0,19,2,0,0,0,0,0,0.75,0.242,0.7,0.14%,2.46,1t start tie,6t -23 2 out a6,,TEX,1.346153846153846,W,8,0,,
1,2,55,2015-06-05,TEX,KCR,SHO,W(2-0),5,9.0,3,0,0,2,2,0,0,0.0,30,116,74,17,9,13,13,4,3,0,81.0,,,0,0,0,28,0,0,0,1,0,0,0.71,0.426,0.78,0.28%,4.56,1b start a 1,9b 3 out a4,,KCR,0.5555555555555556,W,4,0,,
2,3,60,2015-06-11,TEX,OAK,GS-7,L(2-1),5,7.0,8,1,1,3,4,0,1,0.42,31,105,66,18,10,10,13,11,0,0,58.0,,,1,0,0,27,0,0,0,1,0,0,1.12,0.198,1.5,0.16%,2.3,1b start tie,7b 3 out d1,,OAK,1.5714285714285714,L,0,7,,
3,4,65,2015-06-16,TEX,LAD,GS-9,,4,8.1,5,2,2,2,2,1,0,0.9,32,105,67,15,4,15,13,4,4,0,65.0,,,0,0,0,30,0,0,0,0,0,0,1.0,0.139,1.3,0.11%,2.33,1t start tie,9t --- 1 out tie,,TEX,0.8641975308641976,W,3,2,,
4,5,71,2015-06-23,TEX,OAK,GS-6,L(2-2),6,5.2,8,6,6,1,1,1,1,2.27,26,88,57,16,4,13,10,6,2,0,29.0,,,0,0,0,24,2,0,0,0,0,0,1.17,-0.322,1.6,-0.26%,-2.26,1t start tie,6t -2- 2 out tie,,TEX,1.7307692307692306,L,6,8,,
5,6,76,2015-06-28,TEX,TOR,GS-6,L(2-3),4,6.0,4,3,3,4,3,1,0,2.59,25,98,57,17,8,9,9,5,0,0,51.0,,,0,0,0,21,1,0,0,0,0,0,0.73,-0.054000000000000006,0.9,-0.04%,0.01,1b start tie,6b 3 out d2,,TOR,1.3333333333333333,L,2,3,,
6,7,81,2015-07-03,TEX,LAA,GS-2,L(2-4),4,1.2,5,6,6,2,1,0,0,3.74,12,52,29,6,5,3,6,5,1,0,20.0,,,0,0,0,10,1,0,0,0,0,0,1.34,-0.292,1.87,-0.24%,-3.42,1t start tie,2t 12- 2 out d4,,TEX,5.833333333333334,L,2,8,,
7,8,113,2015-08-13,TEX,MIN,GS-6,,40,5.2,5,5,5,5,4,1,0,4.22,27,96,52,18,5,5,13,6,1,0,38.0,,,0,0,0,22,2,0,0,0,0,0,0.8,-0.135,0.83,-0.08%,-1.51,1b start tie,6b 12- 2 out a1,,MIN,1.9230769230769231,W,6,5,,
8,9,118,2015-08-18,TEX,SEA,GS-6,L(2-5),4,6.0,5,3,3,1,7,1,1,4.25,25,97,65,14,13,10,6,3,0,0,56.0,,,0,0,0,23,2,0,0,0,0,0,0.79,-0.046,1.32,-0.05%,0.07,1t start tie,6t 3 out d2,,TEX,1.0,L,2,3,,
9,10,142,2015-09-13,TEX,OAK,GS-6,W(3-5),25,5.1,2,3,1,3,2,0,0,4.03,22,91,59,21,8,8,9,2,1,0,55.0,,,0,0,0,19,0,1,0,1,0,2,0.77,0.243,1.95,0.37%,0.12,1t start tie,6t --3 1 out a6,,TEX,0.9803921568627452,W,12,4,,
