Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,52,2015-06-02,LAD,COL,8-8,W(1-0),99,0.1,0,0,0,0,1,0,0,0.00,1,5,3,2,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.24,0.006,.35,0.01%,0.46,8b 12- 2 out d3,8b 3 out d3,2,COL,0.0,W,9,8,,
2,53,2015-06-03,LAD,COL,6-7,,0,2.0,2,0,0,0,1,0,0,0.00,8,34,23,7,1,4,3,2,1,0,,0,0,1,0,0,8,0,0,0,0,0,0,.93,0.145,1.41,0.13%,1.10,6b --- 0 out d2,7b 3 out a1,,COL,1.0,L,6,7,,
3,58,2015-06-08,LAD,ARI,9-GF,,4,1.0,2,1,1,0,1,0,0,2.70,5,20,14,4,5,1,3,3,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.02,0.001,.03,0.00%,-0.56,9t --- 0 out a7,9t end a 6,,LAD,2.0,W,9,3,,
4,63,2015-06-14,LAD,SDP,10-11,W(2-0),5,2.0,1,0,0,0,3,0,0,1.69,7,26,16,4,4,2,2,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,2.50,0.250,4.20,0.25%,0.88,10b --- 0 out tie,11b 3 out tie,,SDP,0.5,W,4,2,,
5,65,2015-06-16,LAD,TEX,9-GF,L(2-1),1,0.0,1,1,1,0,0,1,0,3.38,1,3,2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2.27,-0.361,3.17,-0.30%,-1.00,9b --- 0 out tie,9b end d 1,,TEX,inf,L,2,3,,
6,66,2015-06-17,LAD,TEX,9-GF,,0,1.0,2,1,1,0,1,1,0,4.26,5,16,9,1,1,2,2,1,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,.37,-0.070,.53,-0.06%,-0.56,9t --- 0 out d1,9t end d 2,,LAD,2.0,L,3,5,,
7,68,2015-06-19,LAD,SFG,7-7,,1,0.2,3,2,2,1,2,0,0,6.43,6,26,16,3,3,2,1,1,0,0,,2,2,0,0,0,5,0,0,0,0,0,0,.95,-0.128,1.76,-0.14%,-3.16,7t 12- 1 out d2,7t 3 out d6,,LAD,20.0,L,5,9,,
8,98,2015-07-24,LAD,NYM,9-GF,,34,1.0,0,0,0,0,0,0,0,5.63,3,7,6,2,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.12,0.01%,0.45,9b --- 0 out a5,9b end a 5,,NYM,0.0,W,7,2,,
9,99,2015-07-25,LAD,NYM,6-7,,0,1.1,2,2,2,3,3,1,1,6.75,11,52,26,5,5,0,4,4,0,0,,2,2,0,0,0,7,0,0,0,0,0,0,.00,-0.001,.00,0.00%,-3.43,6b 12- 1 out d9,7b 123 2 out d13,,NYM,4.545454545454545,L,2,15,,
10,112,2016-08-08,LAD,PHI,9-GF,,99,1.0,1,0,0,0,2,0,0,0.00,4,21,14,4,4,1,1,1,0,0,,0,0,0,0,0,4,0,1,0,0,0,0,.07,0.006,.10,0.01%,0.48,9t --- 0 out a5,9t end a 5,,LAD,1.0,W,9,4,,
11,114,2016-08-10,LAD,PHI,9-GF,,1,0.1,0,0,0,0,0,0,0,0.00,1,3,3,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.09,0.002,.12,0.00%,0.31,9t -2- 2 out d4,9t end d 4,,LAD,0.0,L,2,6,,
12,116,2016-08-13,LAD,PIT,9-9,,2,0.2,0,0,0,2,1,0,0,0.00,4,24,11,2,3,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.33,0.003,.52,0.00%,0.06,9t --- 0 out a4,9t 12- 2 out a4,,LAD,10.0,W,8,4,,
13,137,2016-09-05,LAD,ARI,9-GF,,22,1.0,0,0,0,1,1,0,0,0.00,4,14,8,3,3,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.000,.01,0.00%,0.48,9t --- 0 out a8,9t end a 8,,LAD,1.0,W,10,2,,
14,140,2016-09-09,LAD,MIA,7-7,,3,1.0,0,0,0,0,1,0,0,0.00,3,17,11,0,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.07,0.005,.04,0.00%,0.46,7b --- 0 out d4,7b 3 out d4,,MIA,0.0,L,1,4,,
15,146,2016-09-15,LAD,ARI,7-GF(8),,5,2.0,0,0,0,0,3,0,0,0.00,6,21,15,8,3,1,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.07,0.010,.03,0.00%,1.06,7b --- 0 out d4,8b end d 4,,ARI,0.0,L,3,7,,
16,149,2016-09-18,LAD,ARI,6-6,,2,1.0,0,0,0,0,2,0,0,0.00,3,12,8,3,2,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.00,0.077,.43,0.02%,0.53,6b --- 0 out tie,6b 3 out tie,,ARI,0.0,L,9,10,,
17,153,2016-09-22,LAD,COL,6-6,,3,1.0,0,0,0,0,1,0,0,0.00,3,9,6,0,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.31,0.023,.05,0.00%,0.48,6t --- 0 out d3,6t 3 out d3,,LAD,0.0,W,7,4,,
18,158,2016-09-28,LAD,SDP,3-3,,5,0.2,0,0,0,0,1,0,0,0.00,2,6,4,0,3,0,1,0,1,0,,1,0,0,0,0,2,0,0,0,0,0,0,.82,0.034,.07,0.00%,0.50,3b 1-- 1 out d2,3b 3 out d2,,SDP,0.0,L,5,6,,
19,160,2016-09-30,LAD,SFG,6-6,,1,1.0,1,1,1,1,1,1,0,0.93,5,20,13,2,4,0,3,1,1,0,,2,2,0,0,0,4,0,0,0,0,0,0,.12,-0.029,.01,0.00%,-1.18,6b 1-3 0 out d3,6b 3 out d6,,SFG,2.0,L,3,9,,
20,69,2017-06-17,LAD,CIN,8-GF,,99,2.0,1,0,0,0,2,0,0,0.00,7,30,21,6,6,2,3,0,1,0,,0,0,0,0,0,7,0,1,0,0,0,0,.05,0.005,.05,0.00%,1.05,8b --- 0 out a7,9b end a 8,,CIN,0.5,W,10,2,,
21,101,2017-07-25,LAD,MIN,7-GF,S(1),37,3.0,0,0,0,1,1,0,0,0.00,10,33,22,8,1,2,6,3,1,0,,0,0,0,0,0,9,0,0,0,0,0,0,.40,0.065,.10,0.01%,1.49,7t --- 0 out a4,9t end a 4,,LAD,0.3333333333333333,W,6,2,,
22,105,2017-07-30,LAD,SFG,9-9,,4,0.1,0,0,0,0,0,0,0,0.00,1,3,2,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.35,0.009,.05,0.00%,0.10,9t --- 2 out d1,9t 3 out d1,,LAD,0.0,W,3,2,,
23,106,2017-08-01,LAD,ATL,8-8,,1,0.0,1,2,2,1,0,1,0,3.38,2,8,4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.55,-0.222,.15,-0.01%,-2.00,8b --- 0 out a3,8b --- 0 out a1,,ATL,inf,W,3,2,,
24,124,2017-08-22,LAD,PIT,3-4,,20,2.0,1,0,0,1,3,0,0,2.45,8,30,22,5,4,3,1,0,0,0,,3,3,0,0,0,7,1,0,1,0,0,0,1.38,-0.037,.00,0.00%,-0.16,3b 123 0 out a2,4b 3 out tie,,PIT,1.0,W,8,5,,
25,127,2017-08-25,LAD,MIL,8-8,H(1),2,1.0,0,0,0,0,3,0,0,2.16,3,11,9,3,6,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.97,0.074,.00,0.00%,0.50,8t --- 0 out a2,8t 3 out a2,,LAD,0.0,W,3,1,,
26,128,2017-08-26,LAD,MIL,5-5,L(0-1),0,1.0,2,2,2,0,2,1,0,3.86,5,21,14,5,3,1,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.93,-0.218,.00,0.00%,-1.51,5t --- 0 out tie,5t 3 out d2,,LAD,2.0,L,0,3,,
27,130,2017-08-29,LAD,ARI,7-8,,2,1.2,1,0,0,0,1,0,0,3.27,6,24,16,1,4,1,4,1,0,0,,0,0,0,0,0,6,0,1,0,0,0,0,.19,0.018,.00,0.00%,0.73,7b --- 0 out d3,8b --3 2 out d2,,ARI,0.8333333333333334,L,6,7,,
28,132,2017-08-31,LAD,ARI,5-5,,1,1.0,1,1,1,1,1,0,1,3.75,5,14,9,5,0,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.16,-0.008,.00,0.00%,-0.44,5b --- 0 out d6,5b 3 out d7,,ARI,2.0,L,1,8,,
29,134,2017-09-02,LAD,SDP,7-7,,1,1.0,2,2,2,1,2,0,0,4.85,6,31,18,4,4,1,2,1,0,0,,0,0,1,0,0,5,0,1,0,0,0,0,1.25,-0.281,.00,0.00%,-1.51,7b --- 0 out tie,7b 3 out d2,1,SDP,3.0,L,5,6,,
30,139,2017-09-06,LAD,ARI,7-8,,3,1.1,0,0,0,0,0,0,0,4.40,4,16,10,1,2,2,2,1,0,0,,3,0,0,0,0,4,0,0,0,0,0,0,.74,0.074,.01,0.00%,1.26,7t 123 2 out d2,8t 3 out d2,,LAD,0.0,L,1,3,,
31,140,2017-09-07,LAD,COL,7-7,,0,1.0,0,0,0,2,3,0,0,4.11,5,21,11,1,5,0,0,0,0,0,,3,2,0,0,0,3,0,0,0,0,0,0,.11,-0.002,.00,0.00%,0.33,7t 123 0 out d6,7t 3 out d8,,LAD,2.0,L,1,9,,
32,144,2017-09-11,LAD,SFG,4-5,,3,0.1,1,2,2,1,1,0,0,5.17,3,12,6,2,3,1,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,1.67,-0.095,.07,0.00%,-0.67,4b -2- 2 out tie,5b 12- 0 out a1,,SFG,20.0,L,6,8,,
33,149,2017-09-17,LAD,WSN,8-GF(8),,5,1.0,2,3,3,1,0,2,0,6.48,6,24,19,5,0,1,4,0,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,.05,-0.026,.00,0.00%,-2.46,8b --- 0 out d3,8b end d 6,,WSN,3.0,L,1,7,,
34,3,2018-03-31,ATL,PHI,9-GF,,99,1.0,0,0,0,1,0,0,0,0.00,4,16,7,1,2,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.49,9t --- 0 out a13,9t end a13,,ATL,1.0,W,15,2,1.65,3.00
35,19,2018-04-20,ATL,NYM,11-GF(12),L(0-1),19,2.0,2,2,2,1,1,0,1,6.00,10,37,23,6,5,3,4,0,1,0,,0,0,0,0,0,7,1,0,0,0,0,1,3.18,-0.277,4.16,-0.22%,-1.03,11t --- 0 out tie,12t end d 2,,ATL,1.5,L,3,5,0.10,3.00
