Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,123,2016-08-20,MIN,KCR,5-7,,99,2.1,5,2,2,1,0,0,0,7.71,13,42,26,7,2,5,7,3,2,0,,0,0,0,0,0,11,2,0,0,0,1,0,.01,-0.001,.00,0.00%,-0.86,5b --- 2 out d8,7b 3 out d10,,KCR,2.857142857142857,L,0,10,,
2,5,2017-04-08,MIN,CHW,GS-2,L(0-1),99,1.2,2,3,2,2,0,0,1,10.80,10,51,29,5,3,3,4,2,2,0,39,,,1,1,0,7,1,1,0,0,0,0,.75,-0.217,.90,-0.16%,-2.42,1b start tie,2b 12- 2 out d3,,CHW,3.3333333333333335,L,2,6,,
3,10,2017-04-14,MIN,CHW,GS-5,,5,5.0,4,1,1,3,4,0,0,4.05,20,82,53,7,6,5,8,3,1,0,56,,,0,1,0,17,2,0,0,0,0,0,1.27,0.176,1.57,0.13%,1.64,1t start tie,5t 3 out tie,,MIN,1.4,L,1,2,,
4,17,2017-04-22,MIN,DET,GS-3,,7,2.2,5,3,3,3,6,2,0,5.79,16,70,41,10,10,2,5,3,1,0,39,,,0,0,0,13,1,0,0,0,0,0,1.30,-0.210,1.43,-0.14%,-1.75,1t start tie,3t -2- 2 out d1,,MIN,3.6363636363636362,L,4,5,,
5,40,2017-05-21,MIN,KCR,GS-7,W(1-1),28,7.0,5,3,3,2,3,2,0,4.96,27,89,60,16,5,11,11,6,0,0,56,,,0,0,0,25,1,0,0,1,0,0,.88,0.026,1.08,0.02%,0.70,1t start tie,7t 3 out a4,2,MIN,1.0,W,8,4,,
6,45,2017-05-27,MIN,TBR,GS-5,,5,5.0,6,2,2,2,6,0,0,4.64,22,91,55,11,8,6,8,5,1,0,51,,,1,0,0,19,2,0,0,0,1,0,1.32,0.049,1.75,0.04%,0.64,1t start tie,5t 3 out tie,,MIN,1.6,W,5,3,,
7,50,2017-06-01,MIN,LAA,GS-7,,4,6.0,5,1,1,2,5,1,0,3.95,23,84,51,16,6,10,6,4,0,0,61,,,0,0,0,21,1,0,0,0,0,0,1.28,0.145,1.62,0.11%,1.69,1b start tie,7b 1-- 0 out tie,,LAA,1.1666666666666667,W,4,2,,
8,55,2017-06-07,MIN,SEA,GS-5,,5,5.0,2,3,3,3,5,2,1,4.18,21,95,57,21,10,2,10,5,1,0,53,,,0,0,0,16,0,0,0,0,1,0,1.02,-0.076,1.34,-0.06%,-0.50,1b start tie,5b 3 out a2,,SEA,1.0,L,5,6,,
9,60,2017-06-12,MIN,SEA,GS-4,L(1-2),4,3.2,9,9,8,2,4,0,0,5.75,23,77,50,12,12,7,10,7,1,0,11,,,0,0,0,20,1,0,1,0,1,1,.93,-0.481,1.29,-0.40%,-5.41,1t start tie,4t 1-3 2 out d5,,MIN,3.4375,L,3,14,,
10,66,2017-06-17,MIN,CLE,GS-5,L(1-3),4,4.2,5,2,2,3,3,2,0,5.53,21,84,54,16,8,8,7,2,0,0,46,,,0,0,0,18,1,0,1,0,0,0,.95,-0.004,1.53,0.00%,0.40,1t start tie,5t 1-- 2 out d1,2,MIN,1.9047619047619047,L,2,6,,
11,71,2017-06-23,MIN,CLE,GS-5,W(2-3),5,5.0,2,0,0,5,4,0,0,4.93,24,104,64,19,7,9,6,3,2,0,62,,,0,0,0,19,0,0,0,0,0,2,1.14,0.225,1.81,0.21%,2.80,1b start tie,5b 3 out a4,,CLE,1.4,W,5,0,,
12,76,2017-06-28,MIN,BOS,GS-6,W(3-3),4,5.2,5,0,0,1,3,0,1,4.38,24,101,61,22,6,8,11,2,3,0,61,,,1,0,0,22,1,0,0,0,0,0,1.15,0.320,1.67,0.28%,2.98,1b start a 2,6b -2- 2 out a4,,BOS,1.1538461538461537,W,4,1,,
13,82,2017-07-03,MIN,LAA,GS-7,W(4-3),4,7.0,9,3,3,1,5,1,0,4.32,29,102,69,20,12,11,12,6,1,0,51,,,0,0,0,28,1,0,0,2,0,0,.92,0.172,1.18,0.13%,0.70,1t start tie,7t 3 out a4,,MIN,1.4285714285714286,W,9,5,,
14,87,2017-07-08,MIN,BAL,GS-7,L(4-4),4,6.2,5,4,4,3,6,1,0,4.43,28,92,56,15,11,11,8,5,0,0,51,,,0,0,0,25,2,0,1,1,0,1,.87,-0.150,1.28,-0.13%,-0.68,1t start tie,7t --3 2 out d3,,MIN,1.2903225806451613,L,1,5,,
15,92,2017-07-17,MIN,NYY,GS-6,,8,5.1,5,1,1,0,4,0,1,4.22,21,76,49,6,9,6,10,6,1,0,58,,,0,0,0,20,3,0,0,1,0,0,1.10,0.104,1.61,0.09%,1.21,1t start tie,6t --3 1 out a1,,MIN,0.9803921568627452,W,4,2,,
16,97,2017-07-23,MIN,DET,GS-5,,5,4.1,5,2,1,2,5,0,0,4.10,20,96,59,12,10,5,8,5,1,0,50,,,0,0,0,18,2,0,0,0,0,0,1.04,-0.008,1.62,-0.01%,0.09,1t start tie,5t 1-- 1 out tie,,MIN,1.707317073170732,L,6,9,,
17,102,2017-07-29,MIN,OAK,GS-5,,5,5.0,8,2,2,2,2,0,0,4.07,25,97,65,9,9,6,15,8,3,0,43,,,0,0,0,23,3,0,0,0,0,0,1.27,0.092,1.16,0.05%,0.51,1b start tie,5b 3 out a2,,OAK,2.0,L,4,5,,
18,106,2017-08-03,MIN,TEX,GS-4,L(4-5),4,4.0,7,4,4,3,6,1,0,4.30,21,91,59,14,13,3,9,4,0,0,35,,,0,0,0,18,1,0,0,1,0,0,1.07,-0.234,.87,-0.11%,-1.89,1t start tie,4t 3 out d3,,MIN,2.5,L,1,4,,
19,111,2017-08-08,MIN,MIL,GS-4,,4,3.0,7,3,3,1,3,0,0,4.47,16,61,42,7,8,2,10,5,0,0,35,,,0,0,0,15,1,1,1,1,0,0,1.25,-0.114,1.13,-0.06%,-0.77,1t start tie,4t 1-3 0 out a1,,MIN,2.6666666666666665,W,11,4,,
20,148,2017-09-16,MIN,TOR,GS-4,L(4-6),38,3.0,5,3,3,0,3,1,0,4.62,14,57,39,4,10,2,9,3,0,0,40,,,0,0,0,14,1,0,0,0,0,0,.75,-0.193,1.11,-0.17%,-2.42,1t start tie,4t 12- 0 out d3,,MIN,1.6666666666666667,L,2,7,,
21,153,2017-09-21,MIN,DET,GS-5,,4,4.2,4,1,1,1,5,0,0,4.48,20,79,56,8,12,5,9,3,1,0,56,,,0,0,0,19,2,0,0,0,0,1,.97,0.132,1.73,0.14%,1.43,1b start tie,5b 1-- 2 out a3,,DET,1.1904761904761905,W,12,1,,
22,158,2017-09-27,MIN,CLE,GS-4,L(4-7),5,3.2,5,2,2,3,3,0,1,4.50,18,69,37,11,12,4,7,6,0,0,43,,,0,0,0,14,1,0,0,2,0,0,1.10,-0.062,.02,0.00%,-0.57,1b start tie,4b 123 2 out d2,,CLE,2.5,L,2,4,,
23,79,2018-06-30,MIN,CHC,GS-4,,99,4.0,6,4,4,3,1,0,0,9.00,20,79,48,10,7,7,9,8,0,0,32,,,0,0,0,15,0,0,0,0,1,0,1.68,-0.254,.97,-0.09%,-1.99,1b start tie,4b 3 out d1,,CHC,2.25,L,9,14,-2.40,3.00
24,98,2018-07-23,MIN,TOR,GS-6,W(1-0),22,5.1,8,1,1,2,3,1,0,4.82,26,97,59,12,8,7,14,6,2,0,49,,,0,0,0,24,0,0,0,0,0,0,.93,0.093,.39,0.02%,0.43,1b start a 1,6b 123 1 out a7,,TOR,1.9607843137254903,W,8,3,14.00,34.00
