Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,28,2018-05-01,ATL,NYM,GS-6,W(1-0),99,6.0,6,1,1,0,5,1,0,1.50,23,80,58,13,13,8,10,6,0,0,61,,,0,0,0,23,1,0,0,1,0,0,.91,0.197,1.32,0.17%,1.66,21.90,42.00,1b start a 3,6b 3 out a2,,NYM,1.0,W,3,2
2,33,2018-05-06,ATL,SFG,GS-4,L(1-1),4,4.0,7,4,4,3,3,0,0,4.50,22,84,49,13,5,7,9,7,0,0,32,,,1,0,0,17,0,0,0,1,1,0,1.38,-0.252,1.72,-0.19%,-2.05,1.00,9.00,1t start tie,4t 3 out d3,,ATL,2.5,L,3,4
3,38,2018-05-12,ATL,MIA,GS-5,,5,4.2,8,5,1,1,7,0,0,3.68,24,90,59,15,14,7,9,6,0,0,42,,,0,0,0,23,3,0,0,0,0,1,1.29,-0.425,1.69,-0.33%,-3.03,17.10,32.00,1b start a 1,5b -2- 2 out d1,,MIA,2.142857142857143,W,10,5
4,67,2018-06-13,ATL,NYM,GS-7,W(2-1),31,6.1,1,0,0,1,4,0,0,2.57,20,74,44,12,5,8,7,3,0,0,74,,,0,0,0,19,0,0,0,1,0,0,1.06,0.323,1.57,0.29%,2.74,25.05,43.00,1t start tie,7t -2- 1 out a1,,ATL,0.3278688524590164,W,2,0
5,72,2018-06-19,ATL,TOR,GS-5,,5,4.2,8,4,4,2,2,0,0,3.51,24,77,48,13,6,8,12,9,0,0,32,,,0,0,0,22,6,0,0,0,0,0,.94,-0.024,1.28,-0.02%,-1.99,0.50,8.00,1b start tie,5b 1-3 2 out a4,,TOR,2.380952380952381,W,11,4
6,18,2019-04-18,ATL,ARI,GS-5,L(0-1),99,5.0,4,1,1,2,6,0,2,1.80,24,85,58,17,10,9,5,4,1,0,59,,,1,0,0,20,2,0,1,0,0,1,1.20,0.165,1.19,0.10%,1.78,16.45,30.00,1t start tie,5t 3 out d1,,ATL,1.2,L,1,4
7,23,2019-04-24,ATL,CIN,GS-6,W(1-1),5,5.2,5,1,1,3,7,0,0,1.69,25,109,67,20,12,10,5,5,0,0,59,,,0,0,0,22,0,0,0,0,0,0,1.34,0.164,1.37,0.10%,1.47,23.95,47.00,1b start a 1,6b 123 2 out a1,,CIN,1.5384615384615383,W,3,1
8,28,2019-04-29,ATL,SDP,GS-6,W(2-1),4,6.0,4,1,1,1,8,0,0,1.62,22,81,57,22,8,6,7,4,2,0,67,,,0,0,0,20,0,0,0,1,0,0,1.17,0.260,1.14,0.15%,2.34,28.50,51.00,1t start tie,6t 3 out a2,,ATL,0.8333333333333334,W,3,1
9,33,2019-05-04,ATL,MIA,GS-7,W(3-1),4,7.0,3,2,0,2,6,0,1,1.14,30,89,60,15,9,16,5,2,0,0,71,,,0,0,0,26,0,0,0,0,0,2,.76,0.043,.82,0.03%,1.48,28.15,51.00,1b start tie,7b 3 out a7,,MIA,0.7142857142857143,W,9,2
10,38,2019-05-09,ATL,ARI,GS-6,,4,6.0,4,1,1,3,4,0,2,1.21,26,102,60,13,8,10,7,3,0,0,61,,,2,0,0,21,1,1,0,1,0,0,1.24,0.256,1.26,0.16%,2.21,14.10,27.00,1b start tie,6b 3 out tie,,ARI,1.1666666666666667,L,2,3
11,43,2019-05-15,ATL,STL,GS-7,W(4-1),5,7.0,3,0,0,3,3,0,1,0.98,27,93,57,15,6,10,10,3,2,0,71,,,0,0,0,22,0,0,0,1,0,0,1.19,0.435,1.24,0.27%,3.89,21.55,42.00,1t start tie,7t 3 out a2,,ATL,0.8571428571428571,W,4,0
12,48,2019-05-20,ATL,SFG,GS-8,W(5-1),4,8.0,2,1,1,0,7,1,0,1.01,26,94,63,16,14,12,7,2,3,0,81,,,0,0,0,26,0,0,0,1,0,1,.94,0.385,1.14,0.28%,2.97,32.80,54.00,1b start a 1,8b 3 out a3,,SFG,0.25,W,4,1
