Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,5,2018-04-02,MIA,BOS,GS-5,L(0-1),99,4.1,8,5,5,1,5,1,0,10.38,22,93,55,12,6,8,9,5,3,0,31,,,0,0,0,21,2,0,0,0,0,0,.91,-0.338,.83,-0.19%,-3.21,4.35,13.00,1t start tie,5t 1-- 1 out d4,,MIA,2.1951219512195124,L,3,7
2,9,2018-04-08,MIA,PHI,GS-4,,5,4.0,6,3,3,3,2,0,0,8.64,19,82,47,17,8,5,9,6,2,0,37,,,0,2,0,15,3,0,0,0,1,0,1.10,-0.088,.88,-0.04%,-1.03,1.60,9.00,1b start a 3,4b 3 out tie,,PHI,2.25,W,6,3
3,14,2018-04-14,MIA,PIT,GS-7,,5,7.0,2,0,0,1,2,0,1,4.70,25,82,49,12,5,9,12,5,4,0,74,,,0,0,0,23,1,0,1,0,0,0,1.01,0.425,.61,0.15%,3.18,17.35,27.00,1t start tie,7t 3 out tie,,MIA,0.42857142857142855,L,0,1
4,19,2018-04-20,MIA,MIL,GS-4,L(0-2),5,3.2,5,6,5,6,5,2,1,6.16,23,102,61,10,12,3,8,3,0,0,28,,,0,0,0,16,1,1,0,0,0,0,1.09,-0.227,.53,-0.07%,-3.25,1.05,11.00,1b start tie,4b 1-- 2 out d5,,MIL,3.4375,L,0,8
5,24,2018-04-25,MIA,LAD,GS-5,,4,4.2,1,0,0,3,10,0,0,4.94,18,100,62,20,10,2,3,2,0,0,69,,,0,0,0,15,0,0,0,0,0,0,.82,0.213,.27,0.04%,1.94,28.10,44.00,1b start tie,5b 12- 2 out a3,,LAD,0.9523809523809523,W,8,6
6,62,2018-06-07,MIA,STL,GS-6,L(0-3),42,5.0,7,3,3,0,4,1,0,5.02,21,83,56,17,9,8,9,3,1,0,45,,,0,1,0,21,0,0,0,0,0,0,.63,-0.148,.05,-0.01%,-1.00,9.05,18.00,1b start tie,6b 1-3 0 out d1,,STL,1.4,L,1,4
7,67,2018-06-12,MIA,SFG,GS-6,W(1-3),4,6.0,2,1,1,3,2,0,0,4.41,21,96,60,15,5,9,7,6,1,0,63,,,0,0,0,17,0,0,0,1,0,0,1.08,0.197,.06,0.01%,1.73,16.50,33.00,1t start tie,6t 3 out a2,,MIA,0.8333333333333334,W,3,1
8,72,2018-06-17,MIA,BAL,GS-4,L(1-4),4,3.1,9,6,6,1,2,0,0,5.45,20,75,49,13,4,5,12,2,2,0,19,,,0,0,0,19,4,0,0,0,0,0,.78,-0.318,.07,-0.02%,-4.68,-6.50,-2.00,1b start tie,4b -2- 1 out d5,,BAL,3.225806451612903,L,4,10
9,77,2018-06-23,MIA,COL,GS-6,W(2-4),5,6.0,3,1,1,2,8,0,0,4.91,22,86,48,9,12,4,8,3,0,0,68,,,0,0,0,18,1,0,0,1,1,0,1.12,0.250,.05,0.01%,2.40,28.50,51.00,1b start tie,6b 3 out tie,,COL,0.8333333333333334,W,6,2
10,82,2018-06-28,MIA,ARI,GS-4,L(2-5),4,4.0,6,3,3,2,3,0,0,5.06,19,75,47,13,6,7,7,4,1,0,39,,,1,0,0,17,1,0,0,0,0,0,.87,-0.170,.05,-0.01%,-1.18,4.20,12.00,1t start tie,4t 3 out d3,,MIA,2.0,L,0,4
11,87,2018-07-03,MIA,TBR,GS-5,,4,5.0,9,4,4,0,5,1,1,5.26,23,78,53,14,4,6,11,7,0,0,38,,,0,0,0,22,2,0,0,2,0,0,.73,-0.187,.03,-0.01%,-1.73,7.25,18.00,1t start tie,5t 3 out d2,,MIA,1.8,L,6,9
12,92,2018-07-08,MIA,WSN,GS-4,,4,3.2,4,2,2,7,5,0,0,5.24,22,87,46,12,7,2,8,5,1,0,43,,,0,0,0,14,1,0,1,0,1,0,1.79,-0.071,.03,0.00%,-0.73,7.65,20.00,1b start tie,4b 123 2 out a2,,WSN,3.4375,W,10,2
13,97,2018-07-14,MIA,PHI,GS-6,W(3-5),5,6.0,4,0,0,2,4,0,0,4.74,24,98,65,16,15,7,11,6,2,0,66,,,0,0,0,21,1,0,0,0,0,0,1.10,0.314,.02,0.00%,2.73,21.90,42.00,1t start tie,6t 3 out a2,,MIA,1.0,W,2,0
14,101,2018-07-22,MIA,TBR,GS-7,,7,6.2,3,1,1,1,6,0,1,4.41,25,102,65,18,11,7,10,4,0,0,69,,,0,0,0,22,1,1,0,0,1,0,.80,0.248,.04,0.01%,2.11,22.00,35.00,1b start tie,7b --3 2 out a3,,TBR,0.6451612903225806,L,4,6
15,106,2018-07-28,MIA,WSN,GS-6,,5,6.0,3,0,0,2,8,0,0,4.06,21,91,54,18,10,7,4,3,0,0,72,,,2,0,0,19,0,0,0,2,0,0,1.20,0.350,.01,0.00%,2.73,26.50,42.00,1t start tie,6t 3 out a1,,MIA,0.8333333333333334,W,2,1
16,111,2018-08-03,MIA,PHI,GS-5,L(3-6),5,5.0,4,1,1,2,7,0,0,3.92,21,101,64,15,13,3,9,6,0,0,60,,,0,0,0,19,1,0,0,0,0,0,.91,0.120,.00,0.00%,1.47,19.65,33.00,1b start tie,5b 3 out d1,,PHI,1.2,L,1,5
17,116,2018-08-08,MIA,STL,GS-6,L(3-7),4,5.2,4,3,3,2,7,2,0,3.98,22,97,62,18,15,2,11,4,2,0,54,,,0,1,0,20,2,0,0,0,0,0,.76,-0.133,.00,0.00%,-0.58,17.15,29.00,1t start tie,6t -2- 2 out d2,,MIA,1.1538461538461537,L,1,7
18,122,2018-08-14,MIA,ATL,GS-5,,5,4.1,10,5,5,2,3,2,0,4.28,25,95,57,12,11,6,14,8,0,0,24,,,0,0,0,23,0,1,0,0,0,0,1.09,-0.445,.00,0.00%,-3.46,-1.45,7.00,1b start tie,5b 12- 1 out tie,,ATL,2.9268292682926833,L,6,10
19,128,2018-08-22,MIA,NYY,GS-6,,7,5.1,3,2,2,3,9,0,0,4.23,22,94,57,20,11,3,7,3,2,0,60,,,1,0,0,19,1,0,1,0,0,0,.94,0.011,.00,0.00%,0.21,22.40,37.00,1t start tie,6t 123 1 out d1,,MIA,1.1764705882352942,W,9,3
20,134,2018-08-29,MIA,BOS,GS-6,,6,5.2,3,3,3,2,6,2,0,4.26,22,92,58,17,11,4,10,5,1,0,55,,,0,0,0,20,0,0,0,0,0,0,1.02,-0.039,.00,0.00%,-0.27,15.75,26.00,1b start tie,6b 12- 2 out a1,,BOS,0.9615384615384615,L,6,14
21,139,2018-09-04,MIA,PHI,GS-2,L(3-8),5,1.1,4,6,6,4,2,1,1,4.73,13,55,29,10,5,2,4,2,0,0,20,,,0,0,0,8,0,1,1,0,0,0,1.04,-0.380,.00,0.00%,-4.61,-10.40,-8.00,1t start tie,2t 123 1 out d3,,MIA,7.2727272727272725,L,4,9
22,144,2018-09-12,MIA,NYM,GS-5,L(3-9),7,5.0,7,6,4,1,2,1,0,4.85,24,89,63,14,8,8,13,5,1,0,34,,,0,0,0,22,2,1,0,0,0,1,.65,-0.292,.00,0.00%,-3.78,,,1b start tie,5b 3 out d6,,NYM,1.6,L,0,13
23,150,2018-09-17,MIA,WSN,GS-5,,4,5.0,5,4,4,1,6,2,0,4.95,21,80,52,12,12,6,9,4,0,0,46,,,0,0,0,20,1,0,1,1,0,1,.84,-0.227,.00,0.00%,-1.73,11.65,21.00,1t start tie,5t 3 out d4,,MIA,1.2,W,8,5
24,155,2018-09-23,MIA,CIN,GS-7,W(4-9),5,7.0,3,0,0,1,9,0,0,4.66,25,95,70,18,18,8,7,2,2,0,79,,,0,0,0,24,0,0,0,0,0,0,.57,0.227,.00,0.00%,3.18,35.35,60.00,1t start tie,7t 3 out a6,,MIA,0.5714285714285714,W,6,0
25,160,2018-09-29,MIA,NYM,GS-7,,5,6.2,6,0,0,2,8,0,0,4.42,27,104,64,21,10,8,9,3,1,0,68,,,1,0,0,24,1,0,0,1,0,0,1.26,0.335,.00,0.00%,2.65,26.20,44.00,1b start tie,7b 1-3 2 out tie,,NYM,1.2903225806451613,L,0,1
26,2,2019-03-29,MIA,COL,GS-6,,99,6.0,4,1,1,2,4,0,0,1.50,24,81,52,12,11,8,10,5,0,0,62,,,0,0,0,22,1,0,0,0,0,0,.97,0.194,.87,0.10%,1.98,15.90,27.00,1t start tie,6t 3 out tie,,MIA,1.0,L,1,6
27,7,2019-04-03,MIA,NYM,GS-6,L(0-1),4,6.0,5,3,3,3,7,1,0,3.00,26,97,59,13,13,4,12,4,2,0,54,,,0,0,0,23,2,1,2,0,0,0,.67,-0.089,.64,-0.05%,-0.02,16.70,30.00,1t start tie,6t 3 out d3,,MIA,1.3333333333333333,L,4,6
28,12,2019-04-10,MIA,CIN,GS-6,,6,6.0,1,0,0,5,7,0,0,2.00,22,108,63,17,18,6,4,0,1,0,72,,,0,0,0,16,0,0,0,0,0,0,1.14,0.398,.78,0.16%,3.27,23.90,39.00,1b start tie,6b 3 out a1,,CIN,1.0,L,1,2
29,17,2019-04-15,MIA,CHC,GS-5,L(0-2),4,4.2,4,5,5,4,3,0,2,3.57,25,96,58,15,5,4,12,5,1,0,35,,,0,0,0,19,3,0,1,0,0,0,1.10,-0.342,.55,-0.10%,-3.29,0.50,8.00,1t start tie,5t 123 2 out d3,,MIA,1.9047619047619047,L,2,7
30,22,2019-04-21,MIA,WSN,GS-7,L(0-3),5,6.1,6,3,3,2,7,2,0,3.72,26,100,66,11,22,6,11,3,4,0,54,,,0,1,0,23,0,0,0,0,1,0,.87,-0.031,.43,-0.01%,-0.05,17.45,31.00,1t start tie,7t 1-- 1 out d3,,MIA,1.3114754098360657,L,0,5
31,27,2019-04-27,MIA,PHI,GS-4,L(0-4),5,4.0,6,5,5,2,3,2,1,4.64,20,76,49,15,10,4,10,5,1,0,31,,,0,0,0,16,1,0,0,1,0,0,.83,-0.258,.45,-0.08%,-2.84,-0.40,6.00,1b start tie,4b 3 out d4,,PHI,2.0,L,9,12
32,32,2019-05-04,MIA,ATL,GS-5,,6,4.1,2,0,0,3,3,0,0,4.10,19,90,53,16,7,6,7,2,2,0,59,,,0,0,0,16,0,0,0,0,0,1,1.13,0.185,.39,0.04%,1.81,12.75,22.00,1t start tie,5t -2- 1 out a2,,MIA,1.2195121951219514,L,2,9
33,37,2019-05-09,MIA,CHC,GS-5,L(0-5),4,5.0,7,4,4,2,6,2,0,4.46,24,94,60,18,13,7,9,3,0,0,41,,,0,0,0,22,0,0,0,0,0,0,.66,-0.171,.14,-0.02%,-1.30,9.85,21.00,1b start tie,5b 3 out d3,,CHC,1.8,L,1,4
34,42,2019-05-17,MIA,NYM,GS-7,W(1-5),7,6.1,6,3,3,3,4,2,0,4.44,27,88,55,13,8,8,12,4,1,0,50,,,0,0,0,24,1,1,1,1,0,0,.72,0.130,.06,0.01%,0.21,14.85,34.00,1t start tie,7t --- 1 out a4,,MIA,1.4754098360655739,W,8,6
35,47,2019-05-23,MIA,DET,GS-6,,5,5.2,8,1,1,1,6,0,0,4.14,23,91,60,10,11,6,10,8,1,0,54,,,0,1,0,21,2,0,1,1,1,0,1.27,0.149,.20,0.01%,1.91,17.35,32.00,1b start tie,6b 12- 2 out d1,,DET,1.7307692307692306,W,5,2
36,52,2019-05-28,MIA,SFG,GS-7,W(2-5),4,7.0,2,1,1,1,5,1,0,3.82,24,92,60,17,12,8,10,2,2,0,73,,,0,0,0,23,0,0,0,0,0,0,.70,0.174,.08,0.01%,2.48,25.95,45.00,1t start tie,7t 3 out a9,,MIA,0.42857142857142855,W,11,3
