Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,8,2015-04-14,MIA,ATL,9-GF,,99,1.0,1,0,0,0,0,0,0,0.00,4,18,11,4,1,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.03,0.002,.03,0.00%,0.45,9b --- 0 out a6,9b end a 6,,ATL,1.0,W,8,2,,
2,12,2015-04-18,MIA,NYM,6-7,,3,2.0,3,3,3,0,0,1,0,9.00,9,25,17,4,2,3,6,2,2,0,,0,0,0,0,0,9,1,0,0,0,0,0,.30,-0.114,.23,-0.05%,-2.10,6b --- 0 out d2,7b 3 out d5,,NYM,1.5,L,4,5,,
3,47,2015-05-26,MIA,PIT,GS-5,L(0-1),37,4.2,10,5,5,1,3,1,0,9.39,24,98,63,16,6,10,10,7,0,0,26,,,0,0,0,23,3,0,0,1,0,0,.68,-0.272,.25,-0.06%,-2.92,1b start tie,5b 1-- 2 out d5,,PIT,2.619047619047619,L,1,5,,
4,52,2015-06-01,MIA,CHC,GS-6,L(0-2),5,6.0,4,3,3,3,4,0,1,7.24,25,103,61,13,11,10,7,3,1,0,53,,,0,0,0,21,1,0,0,1,0,0,.83,-0.093,.29,-0.02%,-0.33,1t start tie,6t 3 out d2,,MIA,1.1666666666666667,L,1,5,,
5,57,2015-06-07,MIA,COL,GS-6,,5,6.0,3,1,1,2,4,0,0,5.49,21,82,48,13,9,12,3,1,1,0,64,,,0,0,0,18,0,0,0,2,1,0,1.30,0.286,.58,0.08%,2.29,1b start a 2,6b 3 out a1,,COL,0.8333333333333334,W,3,2,,
6,62,2015-06-12,MIA,COL,GS-7,W(1-2),4,6.2,6,1,1,0,1,1,0,4.44,23,81,53,12,5,12,10,6,0,0,59,,,0,0,0,23,1,0,0,2,0,0,1.06,0.295,.46,0.08%,2.02,1t start tie,7t --- 2 out a1,,MIA,0.9677419354838709,W,5,1,,
7,67,2015-06-17,MIA,NYY,GS-6,L(1-3),4,6.0,6,2,2,4,1,0,1,4.18,27,96,50,14,4,10,11,7,0,0,49,,,0,0,0,22,0,0,0,1,0,0,1.09,0.029,.57,0.01%,0.95,1b start tie,6b 3 out d2,,NYY,1.6666666666666667,L,1,2,,
8,72,2015-06-23,MIA,STL,GS-5,,5,5.0,6,3,3,3,2,1,0,4.34,22,88,51,12,6,9,8,3,0,0,42,,,0,0,0,19,1,0,0,2,0,0,1.15,-0.081,.41,-0.02%,-0.78,1t start tie,5t 3 out tie,,MIA,1.8,L,3,4,,
9,77,2015-06-28,MIA,LAD,GS-5,L(1-4),4,5.0,4,1,1,4,4,0,0,4.04,22,82,48,10,8,7,7,2,0,0,55,,,0,0,0,17,0,0,0,1,0,0,1.35,0.100,.25,0.01%,1.23,1t start tie,5t 3 out d1,,MIA,1.6,L,0,2,,
10,104,2015-08-01,MIA,SDP,GS-5,L(1-5),33,5.0,8,5,4,0,2,0,0,4.37,23,83,58,15,7,6,15,7,2,0,35,,,0,0,0,21,2,1,0,0,2,0,.62,-0.290,.02,-0.01%,-2.78,1t start tie,5t 3 out d5,,MIA,1.6,L,3,5,,
11,109,2015-08-06,MIA,ATL,GS-2,,4,2.0,6,5,5,1,0,0,1,5.11,14,40,22,4,1,3,9,6,1,0,23,,,0,0,0,9,3,0,1,0,1,0,.99,-0.432,.01,0.00%,-4.10,1b start a 2,2b 3 out d3,,ATL,3.5,L,8,9,,
12,136,2015-09-05,MIA,NYM,9-GF,,29,1.0,0,0,0,0,0,0,0,5.01,3,12,6,1,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.45,9t --- 0 out d7,9t end d 7,,MIA,0.0,L,0,7,,
13,138,2015-09-07,MIA,MIL,6-8,,1,2.1,1,0,0,2,0,0,0,4.78,10,34,19,3,2,3,5,1,1,0,,2,0,0,0,0,8,0,0,0,0,0,0,.01,0.002,.00,0.00%,1.35,6t 1-3 2 out d8,8t 3 out d8,,MIA,1.4285714285714286,L,1,9,,
14,143,2015-09-13,MIA,WSN,4-6,,5,2.2,3,1,1,1,0,1,0,4.72,12,34,21,6,1,5,6,3,1,0,,2,1,0,0,0,11,0,0,0,0,0,0,.79,-0.025,.00,0.00%,0.02,4t 1-3 1 out d2,6t 3 out d4,,MIA,1.8181818181818181,L,0,5,,
15,148,2015-09-18,MIA,WSN,8-8,BS(1),4,0.2,2,2,2,2,1,0,0,4.98,6,21,9,3,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,1,0,1,0,4.42,-0.576,.00,0.00%,-1.95,8b --- 0 out a1,8b 12- 2 out d1,,WSN,20.0,L,4,5,,
16,150,2015-09-20,MIA,WSN,7-GF(8),,1,2.0,4,3,3,0,3,0,0,5.28,10,35,23,5,4,4,3,2,1,0,,0,0,0,0,0,10,2,0,0,0,0,0,.00,0.000,.00,0.00%,-2.05,7b --- 0 out d8,8b end d10,,WSN,2.0,L,3,13,,
