,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,114,2019-08-05,ANA,CIN,2-7,,99,5.0,3,2,2,2,8,0,0,3.6,20,96,60,16,15,7,3,2,0,0,,0.0,0.0,0,0,0,17,0,0,0,0,0,0,0.21,0.013999999999999999,0.02,0.00%,0.71,20.25,33.0,2b --- 0 out d5,7b 12- 0 out d4,,CIN,1.0,L,4,7
1,2,119,2019-08-11,ANA,BOS,GS-5,,5,4.2,6,4,4,4,4,1,0,5.59,23,95,54,13,10,6,9,4,0,0,36.0,,,0,1,0,19,1,0,0,0,0,0,1.22,-0.109,0.03,0.00%,-0.93,4.5,14.0,1b start a 1,5b 123 2 out tie,,BOS,2.380952380952381,W,5,4
2,3,124,2019-08-16,ANA,CHW,GS-5,L(0-1),4,4.1,5,3,3,1,3,0,0,5.79,19,74,45,10,7,8,7,6,0,0,43.0,,,0,0,0,17,2,0,0,1,0,1,1.15,-0.105,0.01,0.00%,-0.58,6.15,13.0,1t start tie,5t --- 1 out d2,,LAA,1.4634146341463417,L,2,7
3,4,130,2019-08-21,ANA,TEX,GS-4,,4,3.1,8,4,4,0,3,1,0,6.75,18,74,47,12,8,7,8,6,1,0,31.0,,,0,0,0,18,4,0,0,0,0,0,0.87,-0.272,0.01,0.00%,-2.57,0.7,7.0,1b start tie,4b 12- 1 out d2,,TEX,2.5806451612903225,L,7,8
4,5,135,2019-08-28,ANA,TEX,GS-5,,6,5.0,1,0,0,3,9,0,0,5.24,19,84,52,13,19,0,7,2,0,0,71.0,,,0,0,0,16,1,0,0,0,0,0,1.13,0.289,0.0,0.00%,2.71,26.85,42.0,1t start tie,5t 3 out tie,,LAA,0.8,L,0,3
5,6,140,2019-09-04,ANA,OAK,GS-4,L(0-2),6,3.1,1,1,1,1,3,1,0,4.91,12,52,30,10,7,6,2,0,0,0,56.0,,,0,0,0,11,0,0,0,0,0,0,0.71,0.059000000000000004,0.0,0.00%,0.82,10.3,16.0,1b start tie,4b --- 1 out d1,,OAK,0.6451612903225806,L,0,4
6,7,145,2019-09-09,ANA,CLE,GS-4,L(0-3),4,3.1,5,3,3,2,4,1,0,5.28,16,61,37,10,8,6,4,2,0,0,40.0,,,0,0,0,14,0,0,0,1,0,0,0.97,-0.146,0.0,0.00%,-1.39,5.3,13.0,1t start tie,4t 1-- 1 out d2,,LAA,2.2580645161290316,L,2,6
7,8,150,2019-09-15,ANA,TBR,GS-4,,5,4.0,2,1,1,1,4,0,0,4.91,15,61,37,11,11,5,5,3,0,0,57.0,,,1,0,0,13,0,0,0,0,1,0,0.94,0.11699999999999999,0.0,0.00%,1.17,13.2,21.0,1t start tie,4t 3 out a2,,LAA,0.75,W,6,4
8,9,155,2019-09-21,ANA,HOU,GS-3,,5,3.0,2,3,3,2,1,1,1,5.25,13,56,31,11,4,4,5,0,0,0,42.0,,,0,0,0,10,1,0,0,1,0,0,1.12,-0.087,0.0,0.00%,-1.29,-0.25,3.0,1b start a 3,3b 3 out a1,,HOU,1.3333333333333333,W,8,4
9,10,160,2019-09-27,ANA,HOU,GS-4,L(0-4),5,3.1,2,1,1,3,3,1,0,5.03,14,61,35,10,7,4,4,1,1,0,52.0,,,0,0,0,11,0,0,0,1,0,0,0.96,0.046,0.0,0.00%,0.61,8.5,16.0,1t start tie,4t 1-- 1 out d1,,LAA,1.6129032258064515,L,0,4
