,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,112,2019-08-02,LAN,SDP,GS-6,L(0-1),99,5.2,9,4,3,0,3,0,0,4.76,24,97,64,20,6,11,10,6,2,0,40.0,,,0,0,0,24,1,0,0,2,0,1,1.4,-0.271,0.13,-0.02%,-1.28,7.35,17.0,1t start tie,6t -2- 2 out d2,,LAD,1.7307692307692306,L,2,5
1,2,117,2019-08-07,LAN,STL,GS-6,,4,5.2,5,1,1,1,7,1,0,3.18,23,83,61,17,12,3,12,6,0,0,61.0,,,0,0,0,22,2,0,0,0,0,0,0.97,0.16399999999999998,0.06,0.01%,1.94,21.15,35.0,1t start tie,6t --- 2 out d1,,LAD,1.1538461538461535,W,2,1
2,3,121,2019-08-13,LAN,MIA,GS-6,W(1-1),5,5.2,3,1,1,1,5,0,1,2.65,21,90,59,17,8,7,7,3,2,0,63.0,,,0,0,0,19,1,0,0,1,0,0,0.85,0.204,0.05,0.01%,1.62,21.75,41.0,1b start tie,6b --3 2 out a5,,MIA,0.7692307692307692,W,15,1
3,4,126,2019-08-18,LAN,ATL,6-7,BL(1-2),4,2.0,3,4,4,1,0,1,1,4.26,11,51,33,6,5,5,4,3,0,0,,0.0,0.0,0,0,0,9,0,0,0,0,0,0,1.25,-0.503,0.05,-0.01%,-2.89,-6.5,-6.0,6b --- 0 out a2,7b 3 out d2,,ATL,2.0,L,3,5
4,5,133,2019-08-26,LAN,SDP,GS-6,L(1-3),7,5.1,4,4,2,1,2,0,0,4.07,21,81,47,13,6,7,11,5,1,0,49.0,,,0,0,0,20,1,0,0,0,0,0,1.16,-0.307,0.08,-0.01%,-1.25,9.0,16.0,1b start tie,6b --- 1 out d1,,SDP,0.9803921568627452,L,3,4
5,6,139,2019-09-01,LAN,ARI,4-4,,5,0.1,4,3,3,0,1,0,0,5.11,5,25,16,5,0,2,2,2,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,1.88,-0.28800000000000003,0.2,-0.02%,-2.41,-5.65,-5.0,4b --- 0 out a2,4b 12- 1 out tie,,ARI,40.0,W,4,3
6,7,144,2019-09-07,LAN,SFG,6-6,,5,1.0,0,0,0,0,1,0,0,4.91,3,9,6,2,1,2,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.73,0.055999999999999994,0.07,0.00%,0.51,4.25,6.0,6t --- 0 out d1,6t 3 out d1,,LAD,0.0,L,0,1
7,8,147,2019-09-11,LAN,BAL,4-5,,3,2.0,1,0,0,1,2,0,0,4.55,8,34,19,7,3,3,2,1,0,0,,0.0,0.0,0,0,0,7,1,0,0,0,0,0,0.84,0.10099999999999999,0.07,0.01%,1.09,7.3,12.0,4b --- 0 out d1,5b 3 out d1,,BAL,1.0,L,3,7
8,9,151,2019-09-15,LAN,NYM,7-7,,3,1.0,1,0,0,0,2,0,1,4.4,5,18,13,2,2,1,1,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,1.04,0.042,0.12,0.00%,0.49,5.05,9.0,7b --- 0 out d1,7b 3 out d1,,NYM,1.0,W,3,2
9,10,153,2019-09-18,LAN,TBR,7-8,H(1),2,2.0,3,0,0,0,3,0,0,4.11,8,30,21,4,3,2,3,2,1,0,,0.0,0.0,0,1,0,8,0,0,0,0,0,0,2.74,0.218,0.22,0.01%,1.02,8.7,15.0,7t --- 0 out a1,8t 3 out a1,,LAD,1.5,L,7,8
10,11,156,2019-09-22,LAN,COL,8-8,H(2),3,1.0,0,0,0,0,1,0,1,3.98,3,11,6,3,1,1,0,0,0,0,,1.0,0.0,0,0,0,2,0,0,0,1,0,0,1.77,0.085,0.15,0.00%,0.89,3.65,6.0,8t 1-- 0 out a3,8t 3 out a3,,LAD,0.0,W,7,4
11,12,158,2019-09-25,LAN,SDP,8-8,H(3),2,1.0,0,0,0,0,2,0,0,3.86,3,11,8,3,0,1,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.86,0.142,0.14,0.01%,0.5,6.25,9.0,8b --- 0 out a1,8b 3 out a1,,SDP,0.0,W,6,4
12,13,159,2019-09-26,LAN,SDP,7-7,H(4),0,1.0,0,0,0,0,2,0,0,3.74,3,12,8,3,1,0,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.42,0.10800000000000001,0.14,0.01%,0.5,6.25,9.0,7b --- 0 out a1,7b 3 out a1,,SDP,0.0,W,1,0
13,14,162,2019-09-29,LAN,SFG,4-4,W(2-3),2,1.0,0,0,0,0,1,0,0,3.63,3,14,12,4,1,1,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.37,0.027999999999999997,0.02,0.00%,0.5,8.25,18.0,4b --- 0 out a5,4b 3 out a5,,SFG,0.0,W,9,0
