,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,136,2014-09-01,SEA,OAK,8-GF(8),,99,0.1,0,0,0,0,0,0,0,0.0,1,2,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0.0,0.01,0.00%,0.09,8b --- 2 out d5,8b end d 5,,OAK,0.0,L,1,6,,
1,2,141,2014-09-06,SEA,TEX,6-6,,4,0.2,2,0,0,0,0,0,0,0.0,4,12,11,5,0,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.33,0.01,2.03,0.01%,0.06,6b --- 0 out tie,6b 12- 2 out tie,,TEX,10.0,W,4,2,,
2,3,144,2014-09-09,SEA,HOU,7-8,,2,2.0,0,0,0,0,3,0,0,0.0,6,25,16,5,3,2,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.64,0.09300000000000001,0.99,0.09%,0.88,7t --- 0 out d1,8t 3 out d1,,SEA,0.0,L,1,2,,
3,4,146,2014-09-12,SEA,OAK,7-8,H(1),2,1.2,0,0,0,1,2,0,0,0.0,6,28,15,5,0,3,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.89,0.098,1.83,0.12%,0.68,7t --- 0 out a2,8t 1-- 2 out a2,,SEA,0.8333333333333334,W,4,2,,
4,5,150,2014-09-16,SEA,LAA,4-5,W(1-0),3,2.0,0,0,0,1,1,0,0,0.0,6,25,13,5,3,3,1,1,0,0,,1,0,0,1,0,5,0,0,0,0,0,0,0.72,0.114,1.09,0.10%,1.25,4b 1-- 0 out d2,5b 3 out a2,,LAA,0.5,W,13,2,,
5,6,155,2014-09-21,SEA,HOU,5-5,,4,0.2,0,0,0,0,2,0,0,0.0,2,7,6,2,3,0,0,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,1.67,0.079,3.91,0.11%,0.87,5b 12- 1 out d1,5b 3 out d1,,HOU,0.0,L,3,8,,
6,7,159,2014-09-25,SEA,TOR,8-8,H(2),3,0.1,0,0,0,0,1,0,0,0.0,1,3,3,3,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.28,0.006999999999999999,0.21,0.00%,0.1,8b --- 2 out a3,8b 3 out a3,,TOR,0.0,W,7,5,,
7,8,160,2014-09-26,SEA,LAA,8-8,H(3),0,0.1,0,0,0,0,1,0,0,0.0,1,6,5,2,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.47,0.012,0.59,0.01%,0.09,8t --- 2 out a2,8t 3 out a2,,SEA,0.0,W,4,3,,
8,9,161,2014-09-27,SEA,LAA,7-7,,0,0.1,0,0,0,1,0,0,0,0.0,2,8,4,3,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.66,0.011000000000000001,0.47,0.01%,0.09,7t --- 2 out d1,7t 3 out d1,,SEA,10.0,W,2,1,,
9,10,1,2015-04-06,SEA,LAA,8-8,H(1),99,0.1,0,0,0,0,1,0,0,0.0,1,4,3,2,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.49,0.038,1.53,0.02%,0.42,8t 12- 2 out a3,8t 3 out a3,,SEA,0.0,W,4,1,,
10,11,3,2015-04-08,SEA,LAA,7-8,,1,1.2,0,0,0,1,3,0,1,0.0,7,25,18,9,4,0,2,1,0,0,,2,0,0,0,0,5,0,0,0,0,0,0,0.86,0.078,0.88,0.05%,1.33,7t 12- 1 out d2,8t 3 out d2,,SEA,0.8333333333333334,L,3,5,,
