Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,151,2010-09-20,ATL,PHI,GS-5,L(0-1),99,4.1,4,3,1,3,1,0,0,2.08,21,82,48,15,6,2,15,6,1,0,45,,,1,0,0,18,2,0,2,0,0,1,1.14,-0.044,2.33,-0.05%,-0.03,1b start tie,5b 1-- 1 out d1,,PHI,1.707317073170732,L,1,3
2,156,2010-09-26,ATL,WSN,GS-5,,5,5.0,5,2,2,3,9,0,0,2.89,21,96,58,11,12,6,4,2,0,0,55,,,0,1,0,18,0,0,0,0,0,0,1.03,-0.008,4.55,-0.02%,0.42,1b start tie,5b 3 out d1,,WSN,1.6,L,2,4
3,160,2010-10-01,ATL,PHI,GS-6,L(0-2),4,5.2,7,4,2,1,5,0,0,3.00,25,101,64,17,9,8,11,4,1,0,47,,,0,0,0,24,2,0,1,0,0,0,1.27,0.004,1.81,0.00%,0.44,1t start tie,6t 12- 2 out tie,,ATL,1.5384615384615383,L,5,11
4,4,2011-04-04,ATL,MIL,GS-6,,99,6.0,4,1,1,1,7,1,1,1.50,24,88,61,19,10,5,10,3,3,0,66,,,0,0,0,21,1,0,0,0,0,0,1.02,0.154,1.08,0.10%,1.83,1b start tie,6b 3 out d1,,MIL,0.8333333333333334,W,2,1
5,9,2011-04-09,ATL,PHI,GS-7,L(0-1),4,6.0,7,4,4,2,2,1,0,3.75,24,80,48,14,8,7,13,5,2,0,42,,,0,0,0,22,3,0,1,1,0,0,.99,-0.156,1.19,-0.11%,-0.84,1t start tie,7t -2- 0 out d1,,ATL,1.5,L,2,10
6,13,2011-04-14,ATL,FLA,GS-6,,4,5.1,7,5,5,4,8,1,0,5.19,28,104,66,16,14,7,9,2,1,0,38,,,0,0,0,22,2,0,1,0,0,1,1.21,-0.331,1.21,-0.20%,-3.10,1t start tie,6t 12- 1 out tie,,ATL,2.1568627450980395,L,5,6
7,18,2011-04-19,ATL,LAD,GS-6,W(1-1),4,6.0,2,0,0,2,7,0,0,3.86,22,111,69,24,10,6,7,0,0,0,73,,,0,0,0,20,2,0,1,0,0,0,.96,0.350,.77,0.17%,2.64,1b start tie,6b 3 out a1,,LAD,0.6666666666666666,W,10,1
8,23,2011-04-24,ATL,SFG,GS-6,,4,6.0,3,2,2,0,7,1,0,3.68,21,99,64,21,8,3,11,3,2,0,65,,,0,0,0,21,1,0,0,0,0,0,.96,0.053,.84,0.03%,0.53,1b start a 2,6b 3 out tie,,SFG,0.5,W,9,6
9,28,2011-04-30,ATL,STL,GS-8,,5,7.0,3,2,2,1,5,0,1,3.47,26,97,66,17,9,2,17,3,2,0,67,,,0,0,0,24,1,0,0,0,0,0,1.05,0.226,.96,0.12%,2.26,1t start tie,8t 12- 0 out a2,,ATL,0.5714285714285714,L,2,3
10,33,2011-05-05,ATL,MIL,GS-6,,4,6.0,4,1,0,1,9,0,0,2.98,23,94,60,14,9,8,5,2,0,0,70,,,0,1,0,21,1,0,0,0,1,1,1.45,0.199,1.45,0.12%,1.77,1t start tie,6t 3 out tie,,ATL,0.8333333333333334,W,2,1
11,40,2011-05-13,ATL,PHI,GS-2,,7,2.0,6,3,3,1,1,1,0,3.45,13,55,33,9,4,4,7,3,0,0,32,,,0,0,0,12,0,0,1,0,0,0,.90,-0.216,1.21,-0.17%,-2.08,1t start tie,2t 3 out d2,,ATL,3.5,L,4,5
12,76,2011-06-22,ATL,TOR,GS-6,W(2-1),39,6.0,4,1,1,2,11,1,0,3.22,23,96,61,16,19,2,8,2,3,0,69,,,1,0,0,21,0,0,0,1,0,0,.97,0.176,1.55,0.17%,1.77,1t start tie,6t 3 out a3,,ATL,1.0,W,5,1
13,80,2011-06-27,ATL,SEA,GS-6,W(3-1),4,6.0,3,1,1,1,9,1,0,3.04,22,107,74,14,18,5,7,1,2,0,70,,,0,0,0,21,1,0,0,0,0,0,1.03,0.207,1.56,0.19%,1.70,1b start a 1,6b 3 out tie,,SEA,0.6666666666666666,W,3,1
14,85,2011-07-03,ATL,BAL,GS-5,,5,5.0,7,3,3,0,6,1,1,3.23,23,82,55,13,12,5,11,3,3,0,47,,,0,0,0,21,1,0,0,0,1,0,1.04,-0.119,1.58,-0.11%,-0.69,1t start tie,5t 3 out d3,,ATL,1.4,L,4,5
15,90,2011-07-08,ATL,PHI,GS-6,,4,6.0,8,2,2,0,6,1,1,3.21,27,83,55,18,10,7,13,5,2,0,54,,,0,0,0,24,0,0,0,0,1,0,1.35,0.084,2.28,0.09%,0.77,1b start tie,6b 3 out tie,,PHI,1.3333333333333333,L,2,3
16,97,2011-07-19,ATL,COL,GS-5,L(3-2),10,4.2,9,6,6,5,3,2,0,3.75,27,102,60,16,7,2,17,5,2,0,20,,,1,1,0,22,3,0,1,0,0,0,.40,-0.310,.60,-0.28%,-3.74,1b start tie,5b 12- 2 out d5,,COL,3.333333333333333,L,3,12
