Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,68,2012-06-19,MIL,TOR,GS-6,,99,5.1,7,5,5,0,2,4,0,8.44,22,93,55,13,4,7,13,4,1,0,36,,,0,0,0,21,1,0,0,1,0,0,.88,-0.384,.51,-0.13%,-2.27,1t start tie,6t --- 1 out d1,,MIL,1.3725490196078431,L,9,10,,
2,87,2012-07-14,MIL,PIT,8-GF,,24,2.0,1,1,1,2,3,1,1,7.36,10,39,22,7,6,3,1,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.49,-0.072,.30,-0.03%,0.00,8t --- 0 out d1,9t end d 2,,MIL,1.5,L,4,6,,
3,91,2012-07-18,MIL,STL,GS-5,,3,4.2,5,2,2,4,5,2,0,6.00,22,103,61,21,7,5,8,2,1,0,47,,,0,1,0,18,0,0,0,0,0,0,.79,0.083,.41,0.03%,0.27,1t start tie,5t 1-- 2 out a2,,MIL,2.142857142857143,W,4,3,,
4,97,2012-07-25,MIL,PHI,5-5,,6,1.0,2,0,0,0,0,0,0,5.54,4,15,10,0,2,2,2,2,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,.31,0.012,.05,0.00%,0.49,5b --- 0 out d4,5b 3 out d4,,PHI,2.0,L,6,7,,
5,98,2012-07-26,MIL,WSN,7-7,,0,1.0,2,1,1,1,2,0,0,5.79,6,20,13,1,3,3,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.03,-0.003,.00,0.00%,-0.50,7t --- 0 out d7,7t 3 out d8,,MIL,3.0,L,2,8,,
6,144,2012-09-14,MIL,NYM,9-GF,,49,1.0,1,0,0,0,2,0,0,5.40,4,18,13,5,0,0,2,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.04,0.002,.02,0.00%,0.50,9t --- 0 out d5,9t end d 5,,MIL,1.0,L,3,7,,
7,151,2012-09-22,MIL,WSN,6-GF(8),,7,3.0,2,1,1,0,2,1,0,5.00,11,37,26,7,4,4,5,3,0,0,,0,0,0,0,0,11,0,0,0,0,0,0,.01,-0.002,.01,0.00%,0.44,6b --- 0 out d7,8b end d 8,,WSN,0.6666666666666666,L,4,10,,
8,161,2012-10-02,MIL,SDP,GS-4,,9,4.0,4,1,1,0,4,0,0,4.50,16,51,34,12,1,6,6,3,1,0,54,,,0,0,0,16,1,0,0,0,0,0,.88,0.137,.00,0.00%,1.00,1t start tie,4t 3 out a3,,MIL,1.0,W,4,3,,
9,58,2013-06-05,MIL,OAK,8-GF,,99,2.0,3,0,0,0,0,0,0,0.00,8,31,19,4,0,1,7,3,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.05,0.004,.00,0.00%,0.91,8t --- 0 out d5,9t end d 5,,MIL,1.5,L,1,6,,
10,61,2013-06-08,MIL,PHI,5-6,W(1-0),2,2.0,2,0,0,0,2,0,0,0.00,8,21,16,5,2,5,1,0,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,1.62,0.136,.15,0.01%,0.91,5t --- 0 out tie,6t 3 out tie,,MIL,1.0,W,4,3,,
11,80,2013-06-30,MIL,PIT,2-7,,21,5.0,2,0,0,1,4,0,1,0.00,19,82,49,11,5,3,10,5,0,0,,0,0,0,0,0,17,1,0,0,0,0,0,1.20,0.332,.06,0.01%,1.99,2b --- 2 out a1,7b 1-- 2 out a1,,PIT,0.6,L,1,2,,
12,85,2013-07-05,MIL,NYM,4-8,,4,4.1,3,2,2,3,3,0,1,1.35,19,89,45,18,2,7,5,2,0,0,,3,0,2,1,0,15,1,0,1,1,0,1,.22,-0.001,.01,0.00%,0.56,4t 123 2 out d5,8t 3 out d5,,MIL,1.4634146341463417,L,5,12,,
13,98,2013-07-22,MIL,SDP,9-GF,,16,1.0,0,0,0,0,0,0,0,1.26,3,8,6,1,0,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.19,0.015,.00,0.00%,0.46,9t --- 0 out d2,9t end d 2,,MIL,0.0,L,3,5,,
14,99,2013-07-23,MIL,SDP,5-8,,0,4.0,7,4,4,1,2,1,0,2.95,20,79,50,10,3,7,10,3,4,0,,0,0,1,0,0,19,0,0,0,0,0,0,.58,-0.194,.01,0.00%,-2.18,5t --- 0 out d1,8t 3 out d5,,MIL,2.0,L,2,6,,
15,107,2013-07-30,MIL,CHC,GS-6,,6,6.0,4,0,0,3,6,0,0,2.22,24,93,62,19,13,5,10,3,1,0,67,,,0,1,0,20,0,0,0,0,0,0,1.22,0.362,.02,0.00%,2.71,1b start tie,6b 3 out a1,2,CHC,1.1666666666666667,W,3,2,,
16,112,2013-08-05,MIL,SFG,GS-6,,5,6.0,7,1,0,2,4,0,0,1.78,26,102,67,24,6,10,10,5,1,0,58,,,1,0,0,24,0,0,0,0,0,1,1.18,0.116,.00,0.00%,1.47,1b start tie,6b 3 out d1,,SFG,1.5,L,2,4,,
17,117,2013-08-10,MIL,SEA,9-GF,,4,1.0,0,0,0,0,1,0,0,1.72,3,8,5,1,2,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.45,9b --- 0 out a10,9b end a10,,SEA,0.0,W,10,0,,
18,120,2013-08-14,MIL,TEX,GS-6,,3,6.0,5,2,1,3,2,0,0,1.69,24,91,51,19,3,4,15,8,1,0,55,,,1,1,0,21,1,0,0,1,0,1,1.12,0.124,.00,0.00%,0.99,1b start tie,6b 3 out a2,,TEX,1.3333333333333333,L,4,5,,
19,124,2013-08-18,MIL,CIN,5-6,,3,1.2,1,2,2,5,1,0,0,2.08,11,47,21,10,1,1,4,2,1,0,,1,1,0,0,0,5,0,0,0,0,0,0,.08,-0.023,.00,0.00%,-2.06,5t 1-- 1 out d6,6t 3 out d8,,MIL,5.0,L,1,9,,
