Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,34,2018-05-09,CHC,MIA,7-8,,99,1.2,1,2,2,2,2,1,0,10.80,8,37,22,9,3,0,4,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.01,0.000,.01,0.00%,-1.23,1.95,5.00,7t --- 0 out a11,8t 1-- 2 out a9,,CHC,2.5,W,13,4
2,35,2018-05-11,CHC,CHW,8-GF,,1,2.0,1,0,0,1,2,0,0,4.91,7,35,22,12,1,1,3,2,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.02,0.001,.02,0.00%,1.00,7.30,12.00,8t --- 0 out a9,9t end a 9,,CHC,1.0,W,11,2
3,38,2018-05-14,CHC,ATL,9-GF,,2,1.0,0,0,0,1,1,0,0,3.86,3,18,12,3,3,1,0,0,0,0,,0,0,0,1,0,2,0,0,0,0,0,0,.27,0.018,.31,0.01%,0.50,3.65,6.00,9t --- 0 out d2,9t end d 2,,CHC,1.0,L,5,6
4,40,2018-05-16,CHC,ATL,8-GF(8),,1,0.2,0,0,0,1,1,0,0,3.38,3,14,9,0,1,1,0,0,0,0,,3,1,0,0,0,2,0,0,0,0,0,0,.55,-0.003,.64,0.00%,0.56,2.90,5.00,8b 123 1 out d2,8b end d 3,,ATL,5.0,L,1,4
5,41,2018-05-18,CHC,CIN,8-8,,1,1.0,0,0,0,1,2,0,0,2.84,4,17,9,3,2,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.14,0.007,.14,0.00%,0.49,5.65,9.00,8b --- 0 out a6,8b 3 out a6,,CIN,1.0,W,8,1
6,45,2018-05-22,CHC,CLE,6-8,,3,3.0,1,0,0,1,2,0,0,1.93,11,39,24,7,2,5,3,1,0,0,,0,0,0,0,0,10,1,0,0,0,0,0,.00,0.001,.00,0.00%,1.51,9.55,15.00,6t --- 0 out d10,8t 3 out d10,,CHC,0.6666666666666666,L,1,10
7,49,2018-05-27,CHC,SFG,9-GF,,4,1.0,1,0,0,0,0,0,0,1.74,4,11,5,1,0,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.12,0.006,.13,0.00%,0.50,1.65,3.00,9t --- 0 out a5,9t end a 5,,CHC,1.0,W,8,3
8,70,2018-06-19,CHC,LAD,10-10,,22,0.2,1,0,0,2,1,0,0,1.64,5,23,12,3,1,0,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.22,-0.034,4.61,-0.03%,-0.27,1.70,5.00,10t --- 0 out tie,10t 123 2 out tie,2,CHC,15.0,W,2,1
9,72,2018-06-21,CHC,CIN,8-GF(8),,1,1.0,0,0,0,0,0,0,0,1.50,3,8,6,1,1,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.03,0.003,.05,0.00%,0.49,2.25,3.00,8b --- 0 out d4,8b end d 4,,CIN,0.0,L,2,6
10,76,2018-06-25,CHC,LAD,8-GF(8),,3,0.1,0,0,0,0,0,0,0,1.46,1,4,3,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.12,0.003,.18,0.00%,0.10,0.75,1.00,8b --- 2 out d2,8b end d 2,,LAD,0.0,L,1,2
