,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,135,2018-09-01,MIN,TEX,5-5,,99,0.2,1,1,0,0,0,0,0,0.0,4,16,9,3,0,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,0.82,-0.067,0.0,0.00%,-0.83,0.9,2.0,5b --- 0 out d2,5b --3 2 out d3,,TEX,5.0,L,4,7
1,2,139,2018-09-05,MIN,HOU,5-5,,3,0.1,0,0,0,1,0,0,0,0.0,2,8,3,2,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0.58,0.013000000000000001,0.0,0.00%,0.5,0.15,1.0,5b 1-3 2 out d4,5b 3 out d4,,HOU,10.0,L,1,9
2,3,141,2018-09-08,MIN,KCR,7-8,,2,0.2,1,0,0,0,1,0,0,0.0,3,14,10,1,4,0,2,0,0,0,,1,1,0,0,0,3,0,0,0,0,0,0,0.3,-0.037000000000000005,0.0,0.00%,-0.43,2.9,5.0,7t -2- 2 out d3,8t --- 1 out d4,,MIN,5.0,L,1,4
3,4,143,2018-09-10,MIN,NYY,7-7,,1,0.0,1,1,1,0,0,0,0,5.4,1,2,2,0,0,1,0,0,0,0,,1,1,0,0,0,1,1,0,0,0,0,0,0.26,-0.021,0.0,0.00%,-1.0,-2.6,-3.0,7t -2- 0 out d4,7t -2- 0 out d5,,MIN,inf,L,2,7
4,5,146,2018-09-13,MIN,KCR,6-6,,2,0.1,0,0,0,0,1,0,1,4.5,2,10,6,2,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0.76,0.015,0.0,0.00%,0.44,2.15,4.0,6b 12- 2 out d3,6b 3 out d3,,KCR,0.0,L,4,6
5,6,154,2018-09-22,MIN,OAK,5-5,,8,0.0,0,0,0,0,0,0,1,4.5,1,3,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1.18,-0.015,0.0,0.00%,-0.23,-0.6,0.0,5b -2- 1 out d1,5b 12- 1 out d1,,OAK,,L,2,3
6,7,157,2018-09-26,MIN,DET,6-6,,3,1.0,0,0,0,0,1,0,0,3.0,3,16,11,6,1,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.008,0.0,0.00%,0.52,4.25,6.0,6t --- 0 out a7,6t 3 out a7,,MIN,0.0,W,11,4
7,8,160,2018-09-28,MIN,CHW,8-8,,1,1.0,2,2,2,1,1,0,1,6.75,7,18,10,3,2,2,2,2,0,0,,0,0,0,0,0,5,0,1,0,0,0,0,0.03,0.0,0.0,0.00%,-1.48,-2.15,0.0,8t --- 0 out a10,8t 3 out a8,2.0,MIN,3.0,W,12,4
8,9,162,2018-09-30,MIN,CHW,5-5,W(1-0),1,1.0,0,0,0,0,3,0,0,5.4,3,14,11,6,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.92,0.07,0.0,0.00%,0.52,12.25,24.0,5t --- 0 out a1,5t 3 out a1,,MIN,0.0,W,5,4
9,10,10,2019-04-10,MIN,NYM,5-5,,99,0.0,0,3,3,2,0,0,1,inf,3,13,2,1,0,0,0,0,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,3.61,-0.386,3.76,-0.24%,-3.0,-7.8,-9.0,5b 123 2 out a1,5b 123 2 out d2,,NYM,inf,L,6,9
