,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,104,2018-07-31,ATL,MIA,GS-6,W(1-0),99,5.0,9,5,4,2,1,1,1,7.2,26,81,48,12,4,11,11,5,1,0,30.0,,,0,0,0,22,1,0,0,1,0,1,1.2,-0.065,1.98,-0.07%,-2.91,2.05,18.0,1t start tie,6t 1-3 0 out a5,,ATL,2.2,W,11,6
1,2,109,2018-08-07,ATL,WSN,3-4,L(1-1),6,2.0,6,4,4,1,1,2,0,10.29,13,43,27,5,1,0,11,4,0,0,,0.0,0.0,0,0,0,12,1,0,0,0,0,0,0.98,-0.354,1.95,-0.42%,-2.98,-5.7,-3.0,3b --- 0 out tie,4b 3 out d3,1.0,WSN,3.5,L,3,8
2,3,121,2018-08-17,ATL,COL,8-8,,9,1.0,4,3,3,1,1,0,0,12.38,8,37,20,4,3,3,3,1,1,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.07,-0.013999999999999999,0.12,-0.02%,-2.51,-4.75,-3.0,8t --- 0 out d5,8t 3 out d8,,ATL,5.0,L,5,11
3,4,115,2019-08-09,TEX,MIL,GS-5,,99,4.1,3,2,2,3,7,0,0,4.15,19,93,57,21,11,5,4,0,2,0,53.0,,,1,0,0,16,1,0,0,0,0,0,0.99,-0.017,0.17,0.00%,0.06,16.15,28.0,1b start tie,5b 123 1 out tie,,MIL,1.4634146341463417,L,5,6
4,5,120,2019-08-14,TEX,TOR,GS-6,W(1-0),4,5.2,4,3,3,3,5,0,1,4.5,26,91,59,13,11,7,10,4,0,0,51.0,,,0,0,0,22,1,1,0,0,0,1,1.21,0.205,0.05,0.01%,1.69,15.95,35.0,1b start tie,6b 1-3 2 out a4,,TOR,1.346153846153846,W,7,3
5,6,125,2019-08-19,TEX,LAA,GS-5,,4,5.0,7,7,6,2,3,1,0,6.6,24,104,70,16,6,6,12,7,3,0,28.0,,,0,0,0,21,1,1,0,1,0,0,0.52,-0.361,0.0,0.00%,-3.93,-0.15,6.0,1t start tie,5t 3 out d5,,TEX,1.8,W,8,7
6,7,131,2019-08-24,TEX,CHW,GS-7,W(2-0),4,6.1,6,0,0,0,8,0,0,4.64,26,99,71,18,8,8,10,5,1,0,69.0,,,0,0,0,26,0,0,0,0,0,1,1.05,0.32799999999999996,0.0,0.00%,2.8,30.65,55.0,1b start tie,7b 12- 1 out a4,,CHW,0.9836065573770492,W,4,0
7,8,136,2019-08-30,TEX,SEA,GS-6,W(3-0),5,5.2,7,2,2,1,4,0,0,4.33,24,99,70,24,7,13,6,3,1,0,50.0,,,1,0,0,23,1,0,0,1,0,0,1.43,0.079,0.0,0.00%,1.0,15.95,35.0,1t start tie,6t -23 2 out a1,,TEX,1.5384615384615383,W,6,3
8,9,142,2019-09-05,TEX,BAL,GS-7,W(4-0),5,6.1,8,1,1,2,2,0,0,3.78,26,89,55,13,7,10,12,8,2,0,53.0,,,0,0,0,23,2,0,0,2,1,0,1.38,0.107,0.0,0.00%,1.87,14.25,34.0,1b start tie,7b 12- 1 out a1,,BAL,1.639344262295082,W,3,1
9,10,148,2019-09-12,TEX,TBR,GS-5,,6,4.0,7,4,4,3,1,0,0,4.34,22,92,52,12,8,9,9,5,0,0,30.0,,,0,0,0,19,1,0,0,0,0,0,1.29,-0.233,0.0,0.00%,-2.58,-3.0,3.0,1t start tie,5t 12- 0 out a1,,TEX,2.5,W,6,4
10,11,153,2019-09-18,TEX,HOU,GS-5,L(4-1),5,5.0,4,2,2,4,2,1,1,4.25,25,91,49,21,4,7,11,4,3,0,49.0,,,0,0,0,20,0,0,0,0,0,0,1.18,0.03,0.0,0.00%,0.85,5.85,15.0,1b start tie,5b 3 out d2,,HOU,1.6,L,2,3
11,12,158,2019-09-25,TEX,BOS,GS-3,L(4-2),6,3.0,6,5,5,1,1,1,0,4.96,16,80,53,15,6,6,8,6,0,0,27.0,,,0,0,0,15,0,0,0,0,0,0,1.06,-0.293,0.0,0.00%,-3.16,-5.45,-3.0,1t start tie,3t 3 out d2,,TEX,2.333333333333333,L,3,10
