Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,39,2018-05-12,BAL,TBR,GS-6,W(1-0),99,6.0,6,3,3,0,3,1,0,4.50,24,78,56,10,5,10,11,3,1,0,51,,,1,0,0,24,0,0,0,0,0,0,.96,0.030,.10,0.00%,0.01,13.90,30.00,1t start tie,6t 3 out a2,1,BAL,1.0,W,6,3
2,46,2018-05-20,BAL,BOS,GS-5,L(1-1),7,4.2,8,5,5,2,4,3,0,6.75,24,87,58,12,8,6,12,3,2,0,30,,,0,0,0,22,3,0,1,0,0,0,.87,-0.161,.07,-0.01%,-2.59,2.50,11.00,1b start tie,5b 1-- 2 out d5,,BOS,2.380952380952381,L,0,5
3,51,2018-05-25,BAL,TBR,GS-7,W(2-1),4,6.2,4,0,0,3,3,0,0,4.15,24,91,61,12,13,9,9,4,2,0,66,,,0,1,1,21,1,0,0,0,0,0,1.29,0.420,.07,0.01%,3.24,20.80,41.00,1b start a 1,7b 1-- 2 out a2,,TBR,1.129032258064516,W,2,0
4,56,2018-05-30,BAL,WSN,GS-6,L(2-2),4,6.0,4,1,1,1,2,1,0,3.47,23,97,65,11,8,5,15,5,5,0,61,,,0,0,0,22,1,0,0,0,0,0,.78,0.191,.02,0.00%,2.01,12.50,21.00,1t start tie,6t 3 out d1,,BAL,0.8333333333333334,L,0,2
5,61,2018-06-07,BAL,TOR,GS-7,,7,6.0,5,1,1,2,4,1,0,3.07,23,99,65,16,7,7,10,3,0,0,60,,,0,1,0,21,1,0,0,1,0,0,1.07,0.177,.01,0.00%,1.62,15.30,27.00,1b start a 1,7b 1-- 0 out a1,,TOR,1.1666666666666667,L,4,5
6,66,2018-06-12,BAL,BOS,GS-4,L(2-3),4,3.1,5,5,5,4,2,2,1,4.13,20,73,39,8,5,2,11,3,2,0,28,,,0,0,0,15,0,0,0,0,0,0,1.07,-0.360,.00,0.00%,-3.57,-4.50,1.00,1t start tie,4t 123 1 out d2,,BAL,2.903225806451613,L,4,6
7,71,2018-06-19,BAL,WSN,GS-5,,6,4.2,5,5,5,3,2,1,0,4.82,22,80,47,14,3,2,15,7,1,0,33,,,0,0,0,18,1,0,0,0,1,0,1.32,-0.358,.00,0.00%,-3.05,-0.30,5.00,1b start tie,5b -23 2 out tie,,WSN,1.9047619047619047,L,7,9
8,76,2018-06-24,BAL,ATL,GS-4,L(2-4),4,4.0,7,5,5,2,4,0,0,5.44,21,93,63,13,8,8,7,4,0,0,30,,,1,0,0,19,3,0,0,0,0,0,.80,-0.320,.00,0.00%,-3.05,1.60,9.00,1b start tie,4b 3 out d4,,ATL,2.25,L,3,7
9,81,2018-06-29,BAL,LAA,GS-6,L(2-5),4,5.2,9,6,6,2,2,1,1,5.94,29,84,57,11,8,9,15,5,5,0,27,,,0,0,0,25,2,0,1,1,1,0,.76,-0.216,.00,0.00%,-3.43,-2.45,5.00,1t start tie,6t 12- 2 out d6,,BAL,2.1153846153846154,L,1,7
10,85,2018-07-04,BAL,PHI,6-7,,4,2.0,2,2,2,1,3,1,0,6.06,9,45,29,7,5,1,4,2,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.49,-0.093,.00,0.00%,-1.01,4.70,9.00,6b --- 0 out d1,7b 3 out d3,,PHI,1.5,L,1,4
