Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,121,2018-08-17,NYM,PHI,6-7,,99,1.1,0,0,0,1,2,0,0,0.00,4,16,7,4,1,1,0,0,0,0,,1,0,0,0,0,3,0,0,0,1,0,0,.27,0.024,.00,0.00%,0.81,6.40,10.00,6b -2- 2 out d3,7b 3 out d3,,PHI,0.9090909090909091,L,2,4
2,123,2018-08-19,NYM,PHI,9-GF,,1,1.0,1,0,0,0,1,0,0,0.00,4,10,10,4,2,1,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.06,0.003,.00,0.00%,0.49,3.65,6.00,9b --- 0 out a6,9b end a 6,,PHI,1.0,W,8,2
3,124,2018-08-20,NYM,SFG,11-11,,0,0.1,1,0,0,0,1,0,0,0.00,2,8,5,0,2,1,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,3.55,0.060,.01,0.00%,0.21,2.15,4.00,11t 1-- 2 out tie,11t 3 out tie,,NYM,10.0,L,1,2
4,126,2018-08-22,NYM,SFG,9-9,H(1),1,0.1,0,0,0,0,0,0,0,0.00,1,8,5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.39,0.034,.00,0.00%,0.21,0.75,1.00,9t --- 0 out a2,9t --- 1 out a2,,NYM,0.0,W,5,3
5,129,2018-08-25,NYM,WSN,8-8,H(2),2,0.1,0,0,0,0,0,0,0,0.00,1,9,6,0,2,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.37,0.034,.00,0.00%,0.21,0.75,1.00,8t --- 0 out a2,8t --- 1 out a2,,NYM,0.0,W,3,0
6,131,2018-08-27,NYM,CHC,8-GF(8),,1,1.0,1,1,1,0,2,1,0,2.08,4,15,11,4,2,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.18,-0.027,.00,0.00%,-0.50,3.65,6.00,8b --- 0 out d2,8b end d 3,,CHC,1.0,L,4,7
7,132,2018-08-28,NYM,CHC,11-GF(11),,0,0.0,1,0,0,0,0,0,0,2.08,1,3,2,0,0,1,0,0,0,0,,3,1,0,0,0,1,0,0,0,0,0,0,5.63,-0.166,.00,0.00%,-1.00,-0.60,0.00,11b 123 1 out tie,11b end d 1,,CHC,inf,L,1,2
8,134,2018-08-31,NYM,SFG,8-8,,2,0.2,1,2,2,1,2,0,0,5.40,4,11,8,0,3,0,1,0,0,0,,1,1,0,0,0,3,0,1,1,0,0,0,.32,-0.028,.00,0.00%,-1.28,0.30,2.00,8b -2- 0 out d2,8b --3 2 out d4,,SFG,10.0,L,0,7
9,138,2018-09-04,NYM,LAD,6-6,,3,0.1,0,0,0,0,1,0,0,5.06,1,6,3,2,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.60,0.014,.00,0.00%,0.15,2.75,4.00,6b --- 1 out d1,6b --- 2 out d1,,LAD,0.0,L,4,11
10,140,2018-09-07,NYM,PHI,8-8,,2,0.1,0,0,0,0,1,0,0,4.76,1,4,3,0,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.82,0.020,.00,0.00%,0.21,2.75,4.00,8t --- 0 out d1,8t --- 1 out d1,,NYM,0.0,L,3,4
