Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
11,148,2018-09-15,NYM,BOS,3-4,,7,1.1,0,0,0,1,4,0,0,3.86,5,29,16,6,5,0,0,0,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,.84,0.085,.00,0.00%,0.77,10.40,16.00,3b 1-- 2 out d1,4b 3 out a2,,BOS,0.9090909090909091,L,3,5
12,150,2018-09-17,NYM,PHI,9-9,,1,0.0,1,0,0,0,0,0,0,3.86,1,5,4,2,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.22,-0.009,.00,0.00%,-0.38,-0.60,0.00,9b --- 0 out a5,9b 1-- 0 out a5,,PHI,inf,W,9,4
13,153,2018-09-20,NYM,WSN,8-8,H(3),2,0.1,0,0,0,0,0,0,0,3.68,1,9,8,0,0,0,1,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,4.30,0.081,.00,0.00%,0.31,0.75,1.00,8b 12- 0 out a2,8b 1-3 1 out a2,,WSN,0.0,W,5,4
14,156,2018-09-23,NYM,WSN,6-6,H(4),2,0.1,0,0,0,0,0,0,0,3.52,1,3,2,1,0,0,1,0,1,0,,3,0,0,0,0,1,0,0,0,0,0,0,1.69,0.045,.00,0.00%,0.78,0.75,1.00,6b 123 2 out a5,6b 3 out a5,,WSN,0.0,W,8,6
15,159,2018-09-27,NYM,ATL,8-8,H(5),3,0.1,0,0,0,0,1,0,0,3.38,1,5,3,2,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.68,0.039,.00,0.00%,0.56,2.75,4.00,8t 12- 0 out a4,8t 12- 1 out a4,,NYM,0.0,W,4,1
16,161,2018-09-29,NYM,MIA,13-GF(13),W(1-0),1,1.0,0,0,0,0,1,0,1,3.00,4,17,10,2,3,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,3.33,0.126,.00,0.00%,0.44,7.65,18.00,13t --- 0 out tie,13t end tie,,NYM,0.0,W,1,0
17,24,2019-04-24,NYM,PHI,7-7,,99,0.1,0,0,0,0,1,0,0,0.00,1,5,3,0,2,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.91,0.026,1.27,0.02%,0.23,2.75,4.00,7t 1-- 2 out d1,7t 3 out d1,,NYM,0.0,L,0,6
18,25,2019-04-26,NYM,MIL,9-GF,,1,1.0,0,0,0,0,3,0,0,0.00,3,12,9,5,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.49,8.25,12.00,9t --- 0 out d8,9t end d 8,,NYM,0.0,L,2,10
19,29,2019-04-30,NYM,CIN,9-9,,3,0.0,0,0,0,1,0,0,0,0.00,1,5,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,4.94,-0.034,5.25,-0.02%,-0.27,-0.60,0.00,9t 1-3 2 out tie,9t 123 2 out tie,,NYM,inf,W,4,3
20,33,2019-05-04,NYM,MIL,8-8,,3,1.0,0,0,0,0,0,0,0,0.00,3,14,9,3,1,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.43,0.034,.47,0.02%,0.54,2.25,3.00,8b --- 0 out d1,8b 3 out d1,,MIL,0.0,L,3,4
21,34,2019-05-05,NYM,MIL,7-7,,0,0.1,0,0,0,0,0,0,0,0.00,1,3,3,0,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,1.07,0.031,1.12,0.02%,0.37,0.75,1.00,7b -2- 1 out d1,7b -2- 2 out d1,,MIL,0.0,L,2,3
22,38,2019-05-10,NYM,MIA,9-GF,,4,1.0,1,0,0,1,0,0,0,0.00,5,19,10,3,1,4,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.49,1.05,3.00,9t --- 0 out a9,9t end a 9,,NYM,2.0,W,11,2
23,42,2019-05-16,NYM,WSN,7-7,,5,0.2,0,1,1,1,1,0,0,2.08,3,12,5,1,3,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.35,0.015,.40,0.01%,0.31,0.90,2.00,7b --- 0 out d2,7b 1-- 2 out d2,,WSN,5.0,L,6,7
24,46,2019-05-20,NYM,WSN,8-8,,3,0.0,1,0,0,0,0,0,0,2.08,1,7,4,1,0,0,1,1,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,2.00,-0.100,1.63,-0.05%,-0.84,-0.60,0.00,8t -2- 1 out a2,8t 1-- 1 out a1,,NYM,inf,W,5,3
25,47,2019-05-21,NYM,WSN,8-8,,0,0.1,1,0,0,0,1,0,0,1.93,2,8,5,1,0,0,1,1,0,0,,2,1,0,0,0,2,1,0,0,0,0,0,2.80,-0.114,2.33,-0.06%,-0.42,2.15,4.00,8t 1-3 1 out tie,8t -23 2 out d1,,NYM,10.0,W,6,5
26,51,2019-05-25,NYM,DET,11-11,,3,1.0,2,0,0,0,0,0,0,1.59,4,19,14,5,2,1,3,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.22,0.135,1.95,0.07%,0.49,1.05,3.00,11t --- 0 out tie,11t 3 out tie,,NYM,2.0,W,5,4
27,53,2019-05-27,NYM,LAD,6-6,,1,0.1,3,3,3,1,0,1,1,6.00,6,17,10,4,0,0,4,1,0,0,,2,2,0,0,0,3,1,0,1,0,1,0,.86,-0.346,.86,-0.21%,-4.52,-8.25,-8.00,6b 12- 1 out tie,6b 12- 2 out d5,,LAD,40.0,L,5,9
28,74,2019-06-19,NYM,ATL,8-GF(8),,22,0.1,1,0,0,0,0,0,0,5.68,2,4,3,1,0,0,2,1,0,0,,2,2,0,0,0,2,1,0,0,0,0,0,.16,-0.022,.15,-0.01%,-1.36,0.15,1.00,8b -23 2 out d3,8b end d 5,,ATL,10.0,L,2,7
29,136,2019-09-01,NYM,PHI,8-8,L(0-1),73,0.0,1,1,1,0,0,0,0,7.11,1,2,2,0,1,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.82,-0.063,1.22,-0.03%,-0.39,-2.60,-3.00,8b --- 0 out tie,8b 1-- 0 out tie,,PHI,inf,L,2,5
30,141,2019-09-07,NYM,PHI,5-5,,5,1.0,0,0,0,0,0,0,0,6.14,3,12,7,3,1,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.13,0.011,.09,0.00%,0.49,2.25,3.00,5t --- 0 out d5,5t 3 out d5,,NYM,0.0,L,0,5
31,142,2019-09-08,NYM,PHI,7-7,,0,0.1,0,0,0,0,0,0,0,5.87,1,3,3,2,0,1,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,.60,0.015,.33,0.01%,0.76,0.75,1.00,7t 123 2 out d4,7t 3 out d4,,NYM,0.0,L,7,10
32,146,2019-09-12,NYM,ARI,7-7,,3,0.1,0,0,0,1,1,0,0,5.63,2,15,8,2,1,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.09,0.001,.07,0.00%,0.63,2.15,4.00,7t -23 1 out a9,7t 123 2 out a9,,NYM,10.0,W,11,1
33,162,2019-09-29,NYM,ATL,9-9,,16,0.2,0,0,0,0,1,0,0,5.19,2,12,8,3,1,0,1,0,1,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.54,0.077,.00,0.00%,0.26,3.50,5.00,9t --- 1 out tie,9t 3 out tie,,NYM,0.0,W,7,6
