,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,41,2017-05-19,CHN,MIL,6-6,,99,1.0,2,2,0,1,2,0,0,0.0,7,29,16,4,4,1,3,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,1,1.13,-0.17600000000000002,1.54,-0.14%,-1.47,6t --- 0 out d1,6t 3 out d3,,CHC,3.0,L,3,6,,
1,2,3,2018-03-31,SFN,LAD,6-6,,99,1.0,0,0,0,0,0,0,0,0.0,3,9,6,3,0,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.06,0.005,0.07,0.00%,0.47,6b --- 0 out d5,6b 3 out d5,,LAD,0.0,L,0,5,2.25,3.0
2,3,5,2018-04-03,SFN,SEA,6-7,,2,2.0,1,0,0,1,1,0,0,0.0,7,25,16,5,1,1,4,0,0,0,,0,0,1,0,0,6,0,0,0,1,0,0,0.13,0.012,0.12,0.01%,0.9,6t --- 0 out d5,7t 3 out d5,,SFG,1.0,L,4,6,5.3,9.0
3,4,7,2018-04-07,SFN,LAD,10-11,,3,2.0,0,0,0,0,0,0,0,0.0,6,28,16,2,2,4,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.73,0.254,1.88,0.17%,0.9,10t --- 0 out tie,11t 3 out tie,,SFG,0.0,W,7,5,4.5,6.0
4,5,8,2018-04-08,SFN,LAD,10-GF(10),L(0-1),0,1.0,2,1,1,1,1,0,0,1.5,6,26,15,3,3,1,3,2,0,0,,0,0,0,0,0,5,2,0,1,0,0,0,3.09,-0.317,3.41,-0.21%,-0.55,10t --- 0 out tie,10t end d 1,,SFG,3.0,L,1,2,0.45,3.0
5,6,11,2018-04-11,SFN,ARI,9-GF,,2,1.0,0,0,0,1,2,0,0,1.29,4,25,15,6,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.05,0.003,0.06,0.00%,0.45,9t --- 0 out d4,9t end d 4,,SFG,1.0,L,3,7,5.65,9.0
6,7,13,2018-04-13,SFN,SDP,6-6,,1,1.0,0,0,0,0,2,0,0,1.13,3,15,8,3,2,0,1,0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,0.18,0.013000000000000001,0.18,0.01%,0.82,6b 1-- 0 out d4,6b 3 out d4,,SDP,0.0,L,1,5,6.25,9.0
7,8,14,2018-04-14,SFN,SDP,8-GF(8),,0,1.0,0,0,0,0,1,0,0,1.0,3,15,10,1,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.37,0.027000000000000003,0.36,0.02%,0.45,8b --- 0 out d1,8b end d 1,,SDP,0.0,L,4,5,4.25,6.0
8,9,19,2018-04-20,SFN,LAA,8-8,,5,1.0,2,1,1,0,1,1,0,1.8,5,18,13,4,2,1,3,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.03,0.001,0.02,0.00%,-0.5,8b --- 0 out a8,8b 3 out a7,,LAA,2.0,W,8,1,1.05,3.0
9,10,24,2018-04-25,SFN,WSN,4-5,,4,1.1,3,2,2,0,0,0,0,3.18,7,23,18,3,2,4,3,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.22,-0.03,0.19,-0.02%,-1.46,4t --- 2 out d5,5t 3 out d7,,SFG,2.727272727272727,L,2,15,-2.8,-2.0
