Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,53,2019-05-26,PHI,MIL,6-6,,99,1.0,0,0,0,0,1,0,0,0.00,3,19,12,1,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.04,0.003,.06,0.00%,0.54,4.25,6.00,6b --- 0 out d6,6b 3 out d6,,MIL,0.0,L,1,9
2,55,2019-05-29,PHI,STL,9-GF,,2,1.0,0,0,0,0,2,0,0,0.00,3,15,12,1,2,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.02,0.00%,0.54,6.25,9.00,9t --- 0 out a7,9t end a 7,,PHI,0.0,W,11,4
3,56,2019-05-30,PHI,STL,8-8,,0,1.0,0,0,0,0,2,0,0,0.00,3,14,8,1,3,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.12,0.009,.16,0.01%,0.54,6.25,9.00,8t --- 0 out d4,8t 3 out d4,,PHI,0.0,L,3,5
4,60,2019-06-03,PHI,SDP,6-6,,3,0.2,1,2,2,1,1,1,0,4.91,4,13,8,3,2,1,1,0,0,0,,2,2,0,0,0,3,0,0,0,0,0,0,.59,-0.055,.82,-0.05%,-2.81,-1.70,-1.00,6b 1-3 1 out d3,6b 3 out d7,,SDP,10.0,L,2,8
5,65,2019-06-09,PHI,CIN,9-GF,,5,1.0,1,0,0,0,0,0,0,3.86,3,11,7,2,2,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.72,0.042,1.00,0.04%,0.54,1.65,3.00,9t --- 0 out d1,9t end d 1,,PHI,1.0,L,3,4
6,67,2019-06-11,PHI,ARI,7-7,,1,1.0,2,1,1,1,0,1,0,4.76,6,17,10,3,1,1,4,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.43,0.002,1.99,0.00%,-0.46,-1.55,0.00,7t --- 0 out a4,7t 3 out a3,,PHI,3.0,W,7,4
7,70,2019-06-15,PHI,ATL,5-5,,3,0.2,0,0,0,0,1,0,0,4.26,2,13,8,3,2,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.56,0.029,1.05,0.03%,0.30,3.50,5.00,5b --- 1 out d1,5b 3 out d1,,ATL,0.0,W,6,5
8,73,2019-06-19,PHI,WSN,8-GF(8),,3,0.1,0,0,0,1,0,0,0,4.05,2,14,8,2,0,1,0,0,0,0,,1,0,1,0,0,1,0,0,0,0,0,0,.40,0.008,.57,0.01%,0.25,0.15,1.00,8b 1-- 2 out d2,8b end d 2,2,WSN,10.0,L,0,2
9,74,2019-06-20,PHI,WSN,8-GF(8),,0,1.0,1,0,0,1,0,0,0,3.52,5,15,8,4,0,0,4,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.16,0.008,.23,0.01%,0.56,1.05,3.00,8b --- 0 out d3,8b end d 3,,WSN,2.0,L,4,7
10,76,2019-06-22,PHI,MIA,8-8,,1,1.0,3,1,1,0,0,0,0,4.15,5,13,9,3,1,3,2,2,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,1.14,-0.087,1.39,-0.06%,-0.46,-1.55,0.00,8t --- 0 out d1,8t 3 out d2,,PHI,3.0,L,3,5
11,78,2019-06-24,PHI,NYM,7-8,,1,2.0,0,0,0,1,0,0,0,3.38,7,26,18,3,2,4,2,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.11,0.018,.13,0.01%,1.08,3.90,6.00,7t --- 0 out a6,8t 3 out a6,,PHI,0.5,W,13,7
12,80,2019-06-26,PHI,NYM,8-8,,1,0.2,0,0,0,1,1,0,0,3.18,3,12,6,1,2,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.43,0.059,1.80,0.05%,0.30,2.90,5.00,8t --- 0 out tie,8t 1-- 2 out tie,,PHI,5.0,W,5,4
13,81,2019-06-27,PHI,NYM,9-GF,W(1-0),0,0.2,0,0,0,0,0,0,0,3.00,2,5,5,2,0,1,1,0,0,0,,2,1,0,0,0,2,0,0,0,0,0,0,.98,-0.019,1.26,-0.01%,0.23,5.50,14.00,9t 1-3 1 out d1,9t end d 2,,PHI,0.0,W,6,3
14,84,2019-06-30,PHI,MIA,7-7,,2,1.0,1,2,2,1,1,0,0,4.15,5,25,13,6,2,1,2,2,0,0,,0,0,0,0,0,4,0,1,0,0,0,0,.20,-0.016,.22,-0.01%,-1.50,-0.95,0.00,7b --- 0 out a6,7b 3 out a4,,MIA,2.0,W,13,6
