,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,6,2013-04-07,MIA,NYM,GS-5,,99,5.0,3,1,1,1,8,0,0,1.8,19,80,53,18,9,4,6,2,1,0,64,,,0,0,0,18,1,0,0,0,0,0,0.92,0.156,0.87,0.09%,1.08,1b start tie,5b 3 out a2,,NYM,0.8,L,3,4
1,2,11,2013-04-13,MIA,PHI,GS-6,,5,6.0,2,0,0,2,5,0,0,0.82,22,85,53,22,3,11,4,0,1,0,71,,,0,0,0,20,0,0,0,0,0,0,0.95,0.34600000000000003,0.55,0.12%,2.71,1t start tie,6t 3 out a1,,MIA,0.6666666666666666,W,2,1
2,3,16,2013-04-18,MIA,CIN,GS-4,L(0-1),4,4.0,6,5,5,3,4,0,0,3.6,21,79,46,14,7,10,4,3,1,0,31,,,0,0,0,17,1,0,0,0,1,0,0.97,-0.34299999999999997,0.44,-0.09%,-3.21,1b start tie,4b 3 out d4,,CIN,2.25,L,1,11
3,4,20,2013-04-23,MIA,MIN,GS-5,L(0-2),4,5.0,6,4,4,2,2,1,1,4.5,23,79,52,19,4,6,12,5,0,0,39,,,0,0,0,20,0,1,0,1,0,0,0.97,-0.27699999999999997,0.36,-0.06%,-1.56,1b start tie,5b 3 out d2,1.0,MIN,1.6,L,3,4
4,5,26,2013-04-29,MIA,NYM,GS-4,,5,4.0,3,2,2,3,4,1,0,4.5,17,81,45,16,9,5,5,1,2,0,49,,,0,0,0,14,0,0,0,1,0,0,1.24,-0.07400000000000001,0.43,-0.02%,-0.19,1t start tie,4t 3 out d1,,MIA,1.5,W,4,3
5,6,31,2013-05-04,MIA,PHI,GS-7,W(1-2),4,7.0,1,0,0,1,9,0,0,3.48,23,82,57,20,11,8,5,2,1,0,83,,,0,0,0,22,0,0,0,0,0,0,1.0,0.41200000000000003,0.36,0.09%,3.1,1b start tie,7b 3 out a2,,PHI,0.2857142857142857,W,2,0
6,7,36,2013-05-10,MIA,LAD,GS-6,W(2-2),5,6.0,8,3,3,2,7,1,0,3.65,27,86,66,21,7,8,10,4,1,0,49,,,1,0,0,25,2,0,1,0,0,0,1.06,-0.031,0.23,0.00%,-0.45,1b start tie,6b 3 out tie,,LAD,1.6666666666666667,W,5,4
7,8,41,2013-05-16,MIA,CIN,GS-7,,5,7.0,5,2,2,3,5,1,0,3.48,29,99,65,21,8,10,12,4,0,0,61,,,0,0,1,25,1,0,1,0,0,1,1.03,0.064,0.15,0.01%,1.16,1t start tie,7t 3 out d1,,MIA,1.1428571428571428,L,3,5
8,9,46,2013-05-21,MIA,PHI,GS-5,,4,5.0,5,1,1,1,2,1,0,3.31,21,79,52,17,3,6,12,5,0,0,54,,,0,0,0,20,0,0,0,0,0,0,0.97,0.11,0.11,0.01%,1.26,1t start tie,5t 3 out d1,,MIA,1.2,L,3,7
9,10,51,2013-05-27,MIA,TBR,GS-4,L(2-3),5,3.1,5,7,4,3,6,1,1,3.78,20,87,58,16,10,4,6,3,0,0,31,,,1,0,0,15,0,0,0,0,1,1,0.82,-0.36,0.02,-0.01%,-5.0,1b start tie,4b 12- 1 out d3,,TBR,2.5806451612903225,L,6,10
10,11,56,2013-06-01,MIA,NYM,GS-7,W(3-3),4,7.0,3,0,0,1,8,0,0,3.34,24,87,60,19,11,6,9,5,0,0,78,,,0,1,0,23,0,0,0,0,0,0,0.73,0.282,0.01,0.00%,3.16,1t start tie,7t 3 out a4,,MIA,0.5714285714285714,W,8,1
11,12,61,2013-06-08,MIA,NYM,GS-6,,6,6.0,3,1,1,3,7,0,0,3.17,24,97,67,20,7,4,10,5,1,0,66,,,0,0,0,21,1,0,0,0,0,0,0.99,0.18899999999999997,0.01,0.00%,1.5,1b start tie,6b 3 out tie,,NYM,1.0,W,2,1
12,13,66,2013-06-14,MIA,STL,GS-7,W(4-3),5,7.0,6,3,2,2,10,0,0,3.11,29,107,70,21,11,8,9,3,2,0,63,,,0,0,0,27,1,0,0,1,0,1,1.16,0.09,0.01,0.00%,0.16,1t start tie,7t 3 out a2,,MIA,1.1428571428571428,W,5,4
13,14,71,2013-06-19,MIA,ARI,GS-8,L(4-4),4,7.1,3,2,2,2,4,0,0,3.05,26,103,71,23,8,12,8,2,1,0,66,,,0,1,0,24,0,0,0,0,0,0,1.13,0.359,0.01,0.00%,2.76,1b start tie,8b 12- 1 out tie,,ARI,0.7042253521126761,L,1,3
14,15,76,2013-06-25,MIA,MIN,GS-5,,5,5.0,4,1,1,3,3,0,0,2.98,22,94,59,20,7,4,12,4,3,0,55,,,0,0,0,19,0,0,0,0,0,0,1.01,0.114,0.02,0.00%,1.26,1t start tie,5t 3 out d1,,MIA,1.4,W,4,2
15,16,81,2013-07-01,MIA,SDP,GS-8,W(5-4),5,8.0,2,0,0,1,10,0,0,2.72,27,100,68,17,13,6,10,5,0,0,87,,,0,0,0,26,1,0,0,0,0,0,0.69,0.385,0.01,0.01%,3.61,1t start tie,8t 3 out a4,,MIA,0.375,W,4,0
16,17,87,2013-07-07,MIA,STL,GS-6,L(5-5),5,6.0,4,3,3,4,5,1,2,2.83,26,89,55,16,11,7,8,3,2,0,53,,,2,0,0,19,1,0,1,2,1,0,1.01,-0.085,0.01,0.00%,-0.32,1b start tie,6b 3 out d1,,STL,1.3333333333333333,L,2,3
