,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,7,2018-04-07,MIN,SEA,9-GF,,99,1.0,1,1,1,1,2,0,0,9.0,5,22,13,3,2,2,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.01,-0.001,0.01,0.00%,-0.48,3.05,6.0,9t --- 0 out d7,9t end d 8,,MIN,2.0,L,4,11
1,2,12,2018-04-17,MIN,CLE,9-GF,,9,1.0,1,0,0,0,1,0,0,4.5,4,21,13,5,1,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.02,0.002,0.03,0.00%,0.52,3.65,6.0,9t --- 0 out d5,9t end d 5,,MIN,1.0,L,1,6
2,3,15,2018-04-21,MIN,TBR,8-GF(8),,3,1.0,4,3,3,1,1,1,0,12.0,8,30,18,3,6,3,3,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.0,-0.002,0.0,0.00%,-2.51,-4.75,-3.0,8b --- 0 out d6,8b end d 9,,TBR,5.0,L,1,10
3,4,17,2018-04-23,MIN,NYY,8-8,,1,0.1,3,5,5,2,0,1,0,24.3,6,29,17,6,2,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.0,-0.001,0.0,0.00%,-4.02,-12.25,-14.0,8b --- 0 out d7,8b 1-- 1 out d11,,NYY,50.0,L,1,14
4,5,139,2018-09-04,MIA,PHI,3-3,,99,1.0,0,0,0,0,2,0,0,18.69,3,9,8,3,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.17,0.012,0.0,0.00%,0.45,6.25,9.0,3t --- 0 out d5,3t 3 out d5,,MIA,0.0,L,4,9
5,6,141,2018-09-07,MIA,PIT,5-5,,2,0.1,1,0,0,0,0,0,0,17.36,2,12,8,1,0,1,1,1,0,0,,1,0,1,0,0,2,0,0,0,0,0,0,1.04,0.022000000000000002,0.0,0.00%,0.31,0.15,1.0,5b -2- 2 out d2,5b 3 out d2,,PIT,10.0,L,3,5
6,7,146,2018-09-13,MIA,NYM,6-6,,5,1.0,0,0,0,1,1,0,0,14.29,4,14,7,3,0,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.62,0.042,0.0,0.00%,0.44,3.65,6.0,6b --- 0 out d1,6b 3 out d1,2.0,NYM,1.0,L,2,5
7,8,148,2018-09-15,MIA,PHI,6-6,,1,1.0,0,0,0,0,2,0,0,12.15,3,12,8,2,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.62,0.047,0.0,0.00%,0.49,6.25,9.0,6b --- 0 out d1,6b 3 out d1,,PHI,0.0,L,4,5
8,9,149,2018-09-16,MIA,PHI,6-6,,0,1.0,1,0,0,0,1,0,0,10.57,4,20,15,0,5,1,2,1,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.59,0.023,0.0,0.00%,0.49,3.65,6.0,6b --- 0 out a5,6b 3 out a5,,PHI,1.0,W,6,4
9,10,151,2018-09-18,MIA,WSN,6-6,,1,1.0,1,1,1,1,2,0,1,10.38,6,21,14,6,1,2,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.07,-0.09,0.0,0.00%,-0.55,2.45,6.0,6t --- 0 out d1,6t 3 out d2,,MIA,2.0,L,2,4
