,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,118,2011-08-10,ATL,FLA,9-9,,99,0.2,0,0,0,2,1,0,1,0.0,5,16,6,4,1,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.5,-0.027999999999999997,0.61,-0.02%,-0.28,9b --- 0 out a4,9b 123 2 out a4,,FLA,10.0,W,6,2,,
1,2,119,2011-08-12,ATL,CHC,7-8,,1,2.0,1,0,0,0,1,0,0,0.0,7,24,16,0,3,1,5,2,2,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.05,0.006999999999999999,0.05,0.00%,0.92,7t --- 0 out a7,8t 3 out a7,,ATL,0.5,W,10,4,,
2,3,121,2011-08-14,ATL,CHC,6-6,BS(1),1,0.2,0,0,0,0,3,0,0,0.0,3,14,12,3,4,0,0,0,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,2.7,0.015,3.15,0.01%,0.15,6t 1-3 1 out a1,6t 3 out tie,,ATL,0.0,L,5,6,,
3,4,123,2011-08-16,ATL,SFG,10-GF(11),W(1-0),1,2.0,1,0,0,1,0,0,0,0.0,7,26,16,3,0,3,3,0,1,0,,0,0,0,0,0,6,0,0,0,1,0,0,2.57,0.259,3.73,0.23%,0.92,10t --- 0 out tie,11t end tie,,ATL,1.0,W,2,1,,
4,5,126,2011-08-19,ATL,ARI,6-7,H(1),2,1.1,0,2,2,2,3,0,0,2.7,6,24,13,3,3,0,1,0,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,1.32,0.12300000000000001,1.5,0.08%,1.03,6t 12- 0 out a3,7t 12- 1 out a4,,ATL,1.818181818181818,W,4,2,,
5,6,129,2011-08-22,ATL,CHC,7-7,H(2),2,0.2,0,0,0,0,1,0,0,2.45,2,8,6,0,2,0,1,0,1,0,,1,0,0,0,0,2,0,0,0,0,0,0,1.07,0.054000000000000006,0.53,0.02%,0.49,7b 1-- 1 out a3,7b 3 out a3,,CHC,0.0,W,3,0,,
6,7,130,2011-08-23,ATL,CHC,7-8,H(3),0,1.1,0,0,0,0,1,0,0,2.08,4,16,12,1,3,2,1,0,1,0,,3,0,0,0,0,4,0,0,0,0,0,0,2.94,0.29,1.03,0.06%,1.2,7b 123 2 out a1,8b 3 out a1,,CHC,0.0,W,5,4,,
7,8,132,2011-08-25,ATL,CHC,7-7,,1,1.0,0,0,0,0,0,0,0,1.86,3,9,5,1,0,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.03,0.09,0.00%,0.46,7b --- 0 out a4,7b 3 out a4,,CHC,0.0,W,8,3,,
8,9,134,2011-08-30,ATL,WSN,8-8,,4,1.0,1,0,0,0,3,0,0,1.69,4,27,20,4,5,1,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.02,0.001,0.0,0.00%,0.46,8t --- 0 out d7,8t 3 out d7,,ATL,1.0,L,2,9,,
9,10,137,2011-09-02,ATL,LAD,7-7,BL(1-1),2,0.1,4,5,5,2,1,0,0,5.73,7,26,11,2,1,0,4,3,0,0,,0,0,0,0,0,5,1,0,1,0,0,0,2.12,-0.633,0.59,-0.11%,-4.06,7t --- 0 out a2,7t 123 1 out d1,,ATL,60.0,L,6,8,,
