Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,112,2019-08-02,SEA,HOU,5-5,,99,1.0,2,3,3,1,2,2,0,27.00,6,28,16,5,3,0,3,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.06,-0.021,.00,0.00%,-2.43,-1.55,0.00,5b --- 0 out d6,5b 3 out d9,,HOU,3.0,L,2,10
2,118,2019-08-10,SEA,TBR,7-GF,,7,3.0,1,0,0,0,2,0,0,6.75,10,39,27,8,5,5,3,2,0,0,,0,0,1,0,0,10,0,0,0,0,0,0,.69,0.150,.00,0.00%,1.54,10.15,15.00,7t --- 0 out d1,9t end d 1,,SEA,0.3333333333333333,L,4,5
3,121,2019-08-14,SEA,DET,7-GF(8),,3,2.0,1,0,0,1,1,0,0,4.50,7,25,16,4,2,4,1,1,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.61,0.085,.00,0.00%,1.13,5.30,9.00,7b --- 0 out d1,8b end d 1,,DET,1.0,L,2,3
4,124,2019-08-17,SEA,TOR,GS-2,,2,2.0,3,1,1,1,0,0,0,4.50,9,29,22,4,2,3,5,5,0,0,45,,,0,1,0,8,1,0,0,0,0,0,1.10,-0.004,.00,0.00%,0.07,0.10,3.00,1b start tie,2b 3 out tie,,TOR,2.0,W,4,3
5,128,2019-08-21,SEA,TBR,6-7,,3,1.2,0,0,0,1,0,0,0,3.72,6,23,13,4,0,5,0,0,0,0,,2,1,1,0,0,5,0,0,0,0,0,0,1.03,0.016,.00,0.00%,0.76,3.15,5.00,6b 1-3 1 out d1,7b 3 out d2,,TBR,0.8333333333333334,L,6,7
6,130,2019-08-24,SEA,TOR,7-7,BL(0-1),2,0.1,1,1,1,2,0,0,0,4.50,4,16,5,2,0,1,1,1,0,0,,1,1,0,0,0,2,1,0,0,0,0,0,2.58,-0.371,.00,0.00%,-1.91,-3.05,-2.00,7t 1-- 1 out a1,7t 12- 2 out d1,,SEA,30.0,L,5,7
7,133,2019-08-27,SEA,NYY,5-7,,2,3.0,3,1,1,0,4,0,0,4.15,12,45,26,5,5,5,3,3,0,0,,0,0,0,0,0,12,1,0,0,0,0,0,.15,-0.009,.00,0.00%,0.54,10.95,18.00,5t --- 0 out d5,7t 3 out d6,,SEA,1.0,L,0,7
8,139,2019-09-02,SEA,CHC,8-GF(8),,5,1.0,0,0,0,1,0,0,0,3.86,3,15,8,3,0,1,1,0,0,0,,0,0,0,1,0,2,0,0,0,0,0,0,.05,0.003,.00,0.00%,0.54,1.65,3.00,8b --- 0 out d4,8b end d 4,,CHC,1.0,L,1,5
9,142,2019-09-06,SEA,HOU,GS-1,,3,1.0,3,3,3,2,0,0,0,5.40,8,32,19,6,0,6,0,0,0,0,33,,,0,0,0,6,2,0,0,0,0,0,1.31,-0.232,.00,0.00%,-2.43,-6.75,-6.00,1b start a 2,1b 3 out d1,,HOU,5.0,L,4,7
10,144,2019-09-08,SEA,HOU,7-7,,1,1.0,5,5,5,2,0,0,0,7.88,10,32,18,3,3,4,4,2,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,.00,0.000,.00,0.00%,-4.43,-11.95,-12.00,7b --- 0 out d15,7b 3 out d20,,HOU,7.0,L,1,21
11,151,2019-09-17,SEA,PIT,9-GF,,8,1.0,1,0,0,0,0,0,0,7.41,4,8,5,0,0,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.09,0.003,.00,0.00%,0.51,1.65,3.00,9b --- 0 out a6,9b end a 6,,PIT,1.0,W,6,0
12,154,2019-09-20,SEA,BAL,8-GF(8),,2,1.0,0,0,0,1,0,0,0,7.00,4,19,9,2,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.21,0.016,.00,0.00%,0.55,1.65,3.00,8b --- 0 out d2,8b end d 2,,BAL,1.0,L,3,5
13,157,2019-09-24,SEA,HOU,9-GF,,3,1.0,0,0,0,1,1,0,0,6.63,4,17,10,4,1,2,0,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,.17,0.008,.00,0.00%,0.51,3.65,6.00,9t --- 0 out d3,9t end d 3,,SEA,1.0,L,0,3
14,162,2019-09-29,SEA,OAK,3-4,W(1-1),4,2.0,2,0,0,0,1,0,0,6.00,8,26,15,4,2,4,3,3,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,.91,0.110,.00,0.00%,1.03,9.30,21.00,3t --- 0 out a2,4t 3 out a2,,SEA,1.0,W,3,1
