,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,121,2007-08-17,BOS,LAA,GS-6,W(1-0),99,6.0,8,4,3,3,5,0,0,4.5,27,91.0,58.0,15.0,11.0,6.0,12.0,6.0,2.0,1.0,44.0,,,0,0,0,23,2,0,0,2,1,1,0.8,0.016,0.45,0.01%,-0.5,1t start tie,6t 3 out a3,1.0,BOS,1.8333333333333333,W,8,4,,
1,2,136,2007-09-01,BOS,BAL,SHO,W(2-0),14,9.0,0,0,0,3,9,0,1,1.8,30,115.0,73.0,22.0,17.0,6.0,11.0,3.0,1.0,0.0,93.0,,,0,0,1,26,0,0,0,0,0,0,0.62,0.316,0.17,0.05%,5.25,1t start tie,9t 3 out a10,,BOS,0.3333333333333333,W,10,0,,
2,3,141,2007-09-06,BOS,BAL,6-8,W(3-0),4,3.0,1,0,0,2,3,0,0,1.5,11,52.0,29.0,8.0,5.0,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,0,0,0,9,0,0,0,1,0,0,1.69,0.284,0.08,0.01%,1.67,6b --- 0 out tie,8b 3 out tie,,BAL,1.0,W,7,6,,
3,4,153,2007-09-19,BOS,TOR,GS-5,L(3-1),12,4.2,5,2,1,2,5,0,0,1.59,20,68.0,46.0,14.0,8.0,6.0,7.0,4.0,1.0,0.0,51.0,,,0,0,0,18,1,0,0,0,0,0,1.12,-0.049,0.02,0.00%,0.29,1b start tie,5b 12- 2 out d1,,TOR,1.6666666666666663,L,1,6,,
4,5,6,2008-04-05,BOS,TOR,GS-5,L(0-1),99,5.0,6,4,3,2,7,0,0,5.4,24,89.0,57.0,20.0,12.0,9.0,6.0,1.0,1.0,0.0,46.0,,,0,1,0,22,1,0,0,0,0,2,1.32,-0.23800000000000002,1.56,-0.17%,-1.41,1b start a 1,5b 3 out d2,,TOR,1.6,L,2,10,,
5,6,11,2008-04-11,BOS,NYY,GS-6,,5,6.0,4,1,1,3,3,0,0,3.27,24,98.0,58.0,25.0,5.0,9.0,9.0,4.0,0.0,0.0,60.0,,,0,0,0,21,2,0,0,0,0,0,1.23,0.235,1.4,0.16%,2.43,1t start tie,6t 3 out tie,,BOS,1.1666666666666667,L,1,4,,
6,7,16,2008-04-16,BOS,NYY,GS-4,,4,3.2,8,7,7,1,2,2,0,6.75,20,85.0,53.0,19.0,6.0,7.0,10.0,2.0,1.0,0.0,18.0,,,0,0,0,19,1,0,0,0,0,0,1.08,-0.434,1.35,-0.33%,-4.33,1b start a 1,4b 1-3 2 out d3,,NYY,2.8125,L,9,15,,
7,8,21,2008-04-21,BOS,TEX,GS-6,W(1-1),4,6.0,5,0,0,2,6,0,0,4.79,24,103.0,68.0,17.0,8.0,4.0,12.0,3.0,2.0,0.0,66.0,,,0,0,0,22,1,0,0,1,0,0,0.9,0.259,1.1,0.19%,3.43,1t start tie,6t 3 out a8,,BOS,1.1666666666666667,W,8,3,,
8,9,26,2008-04-26,BOS,TBR,CG(8),L(1-2),4,8.0,3,2,2,2,9,1,0,4.08,29,113.0,76.0,24.0,18.0,11.0,7.0,1.0,3.0,0.0,75.0,,,0,0,0,27,1,0,0,0,0,0,1.23,-0.013000000000000001,1.73,-0.01%,2.31,1b start tie,8b 3 out d1,,TBR,0.625,L,1,2,,
9,10,31,2008-05-02,BOS,TBR,GS-6,W(2-2),5,5.1,5,1,1,4,6,0,0,3.71,23,96.0,60.0,20.0,11.0,5.0,8.0,1.0,0.0,0.0,56.0,,,0,0,0,19,1,0,0,0,0,0,1.1,0.226,1.55,0.19%,1.84,1t start tie,6t 1-- 1 out a5,,BOS,1.7647058823529411,W,7,3,,
