Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,56,2018-06-02,STL,PIT,6-8,H(1),99,3.0,0,0,0,1,2,0,0,0.00,9,32,20,4,5,2,4,2,0,0,,0,0,0,0,0,8,0,0,0,1,0,0,1.59,0.288,1.94,0.21%,1.41,10.15,15.00,6t --- 0 out a1,8t 3 out a1,,STL,0.3333333333333333,W,3,2
2,58,2018-06-05,STL,MIA,6-6,,2,1.0,1,2,2,2,0,1,0,4.50,6,23,10,3,1,1,3,0,1,0,,0,0,0,0,0,3,0,0,0,0,1,0,.93,-0.183,1.08,-0.13%,-1.53,-3.55,-3.00,6t --- 0 out d1,6t 3 out d3,,STL,3.0,L,4,7
3,61,2018-06-08,STL,CIN,6-7,H(2),2,1.1,1,0,0,2,1,0,0,3.38,5,24,12,5,3,1,1,1,0,0,,1,1,0,1,0,3,0,0,0,1,0,0,2.45,0.047,2.80,0.03%,0.11,3.20,7.00,6b 1-- 0 out a2,7b --- 1 out a2,,CIN,2.727272727272727,W,7,6
4,62,2018-06-09,STL,CIN,7-7,H(3),0,0.1,0,0,0,1,0,0,0,3.18,2,10,5,2,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,1.77,0.030,2.05,0.02%,0.32,0.15,1.00,7b -2- 2 out a3,7b 3 out a3,,CIN,10.0,W,6,4
5,64,2018-06-11,STL,SDP,8-8,H(4),1,0.1,1,1,1,0,0,0,0,4.50,2,6,4,2,0,1,1,1,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,1.17,-0.012,1.39,-0.01%,-0.19,-1.85,-2.00,8t --- 0 out a3,8t -2- 1 out a3,,STL,10.0,W,5,2
6,66,2018-06-13,STL,SDP,6-7,,1,1.1,1,0,0,0,1,0,0,3.68,5,13,10,4,1,2,2,2,0,0,,1,1,0,0,0,4,0,0,0,0,0,0,.47,0.011,.57,0.01%,0.29,4.40,7.00,6t --3 1 out d3,7t --- 2 out d2,,STL,0.9090909090909091,L,2,4
7,68,2018-06-16,STL,CHC,6-6,,2,1.0,0,0,0,0,1,0,0,3.24,3,9,7,1,2,0,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.99,0.073,1.24,0.06%,0.47,4.25,6.00,6t --- 0 out tie,6t 3 out tie,,STL,0.0,L,3,6
8,69,2018-06-17,STL,CHC,7-7,H(5),0,1.0,0,0,0,0,1,0,0,2.89,3,14,10,3,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.90,0.067,1.07,0.05%,0.47,4.25,6.00,7t --- 0 out a2,7t 3 out a2,,STL,0.0,W,5,0
9,71,2018-06-19,STL,PHI,8-8,H(6),1,0.2,1,2,2,1,1,0,0,4.50,4,14,8,2,3,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.67,0.005,1.88,0.00%,0.06,-1.70,-1.00,8b --- 0 out a2,8b 12- 2 out a2,,PHI,10.0,W,7,6
10,75,2018-06-23,STL,MIL,8-8,H(7),3,0.2,1,0,0,0,0,0,1,4.22,3,11,6,2,2,1,1,1,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,2.56,0.072,2.86,0.05%,0.27,0.30,2.00,8b --- 0 out a1,8b 1-- 2 out a1,,MIL,5.0,W,3,2
