,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,63,2019-06-08,,BOS,2-3,L(0-1),99,1.1,2,2,2,0,3,0,0,13.5,6,24,21,4,8,0,3,1,0,0,,2,0,0,0,0,6,0,0,0,0,0,0,1.67,0.10099999999999999,2.22,0.08%,1.09,3.8,7.0,2b 12- 1 out tie,3b 12- 2 out tie,2.0,BOS,1.818181818181818,L,1,5
1,2,65,2019-06-10,,OAK,8-9,,1,1.1,0,1,1,1,2,0,0,10.13,5,18,13,2,6,0,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.24,0.026000000000000002,0.3,0.02%,0.52,4.4,7.0,8t --- 0 out a4,9t 1-- 1 out a6,,TBR,0.9090909090909092,W,6,2
2,3,67,2019-06-12,,OAK,8-8,,1,0.2,1,1,1,0,0,1,1,10.8,4,12,8,0,1,0,3,0,0,0,,3,3,0,0,0,3,0,0,0,0,0,0,1.26,-0.276,1.61,-0.21%,-2.39,-1.7,-1.0,8t 123 1 out tie,8t 3 out d4,,TBR,5.0,L,2,6
3,4,69,2019-06-14,,LAA,7-7,H(1),1,1.0,0,0,0,0,0,0,0,8.31,3,14,10,2,2,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.26,0.098,1.67,0.08%,0.54,2.25,3.0,7t --- 0 out a1,7t 3 out a1,,TBR,0.0,W,9,4
4,5,71,2019-06-16,,LAA,6-7,W(1-1),1,2.0,0,0,0,0,3,0,0,5.68,6,15,12,2,3,0,3,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.16,0.18,1.57,0.15%,1.07,14.5,27.0,6t --- 0 out a1,7t 3 out a1,,TBR,0.0,W,6,5
5,6,74,2019-06-19,,NYY,1-2,,2,1.2,1,0,0,0,2,0,1,4.5,7,34,21,2,6,1,3,1,2,0,,3,3,0,0,0,6,0,0,0,0,0,0,0.59,-0.061,1.07,-0.07%,-0.84,6.55,11.0,1b 123 1 out d3,2b 3 out d6,,NYY,0.8333333333333334,L,1,12
6,7,76,2019-06-21,,OAK,8-8,,1,0.0,1,0,0,0,0,0,0,4.5,1,2,1,0,0,0,1,1,0,0,,1,1,0,0,0,1,1,0,0,0,0,0,2.72,-0.20600000000000002,3.82,-0.17%,-1.0,-0.6,0.0,8b -2- 0 out a2,8b -2- 0 out a1,,OAK,inf,W,5,3
7,8,78,2019-06-23,,OAK,9-GF,,1,1.0,0,0,0,0,1,0,0,4.0,3,18,13,1,4,0,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.05,0.003,0.06,0.00%,0.53,4.25,6.0,9b --- 0 out a6,9b end a 6,,OAK,0.0,W,8,2
8,9,80,2019-06-26,,MIN,7-7,H(2),2,0.1,1,1,1,0,0,0,0,4.82,2,7,3,1,0,0,2,1,1,0,,2,0,0,0,0,2,0,0,0,0,0,0,4.42,0.034,5.67,0.03%,0.16,-1.85,-2.0,7b 12- 1 out a1,7b 123 2 out a1,,MIN,10.0,L,4,6
9,10,81,2019-06-27,,MIN,7-8,,0,1.1,0,0,0,0,2,0,0,4.22,4,15,11,2,5,0,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.34,0.14,1.66,0.10%,0.81,7.0,10.0,7b --- 0 out tie,8b --- 1 out tie,,MIN,0.0,W,5,2
10,11,83,2019-06-29,,TEX,7-7,H(3),1,1.0,1,0,0,0,3,0,0,3.86,4,22,14,3,4,1,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.17,0.05,1.61,0.04%,0.54,7.65,12.0,7t --- 0 out a3,7t 3 out a3,,TBR,1.0,W,5,2
11,12,84,2019-06-30,,TEX,7-7,H(4),0,0.2,0,0,0,0,1,0,0,3.65,2,5,5,1,2,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,2.09,0.08900000000000001,2.85,0.07%,0.59,3.5,5.0,7t 1-- 0 out a2,7t -2- 2 out a2,,TBR,0.0,W,6,2
12,13,87,2019-07-03,,BAL,7-8,,2,2.0,0,0,0,0,5,0,0,3.14,6,29,21,4,6,0,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.3,0.20199999999999999,1.66,0.16%,1.07,14.5,21.0,7t --- 0 out tie,8t 3 out tie,,TBR,0.0,L,6,9
13,14,89,2019-07-05,,NYY,10-10,,1,1.0,1,0,0,0,1,0,0,2.93,4,13,10,1,3,2,1,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.81,0.14400000000000002,4.29,0.13%,0.54,3.65,6.0,10t --- 0 out tie,10t 3 out tie,,TBR,1.0,L,4,8
14,15,90,2019-07-06,,NYY,9-GF,BW(2-1),0,0.1,1,1,1,0,1,1,0,3.45,2,10,6,2,2,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.42,-0.317,1.99,-0.27%,-0.89,4.15,13.0,9t --- 2 out a1,9t end tie,,TBR,10.0,W,4,3
15,16,91,2019-07-07,,NYY,8-8,H(5),0,0.1,0,0,0,0,0,0,0,3.38,1,3,3,0,2,0,1,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.05,0.027999999999999997,1.54,0.02%,0.11,0.75,1.0,8t --- 2 out a1,8t 3 out a1,,TBR,0.0,W,2,1
