,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,82,2019-07-03,DET,CHW,GS-5,,99,5.0,5,2,2,0,4,2,0,3.6,20,84,57,16,5,8,8,3,1,0,53.0,,,0,0,0,20,0,0,0,0,0,0,0.94,0.094,0.0,0.00%,0.68,12.25,21.0,1b start tie,5b 3 out a2,2.0,CHW,1.0,L,6,9
1,2,96,2019-07-21,DET,TOR,GS-7,,17,7.0,3,1,1,1,1,0,0,2.25,24,92,60,10,9,6,16,5,1,0,67.0,,,0,0,0,23,1,0,0,1,0,0,0.95,0.34600000000000003,0.0,0.00%,2.95,13.35,21.0,1t start tie,7t 3 out a2,,DET,0.5714285714285714,W,4,3
2,3,101,2019-07-27,DET,SEA,GS-5,L(0-1),5,4.1,8,4,4,1,9,0,1,3.86,22,88,57,18,9,5,6,4,0,0,39.0,,,0,0,0,20,1,1,0,1,0,0,1.12,-0.272,0.0,0.00%,-2.85,13.75,28.0,1b start tie,5b -23 1 out d3,,SEA,2.1951219512195124,L,1,8
3,4,106,2019-08-02,DET,TEX,GS-6,L(0-2),5,5.2,10,4,4,0,4,1,0,4.5,28,85,60,9,8,11,13,7,1,0,37.0,,,0,0,0,27,2,1,0,1,1,2,0.82,-0.127,0.0,0.00%,-0.89,6.75,17.0,1b start a 1,6b 1-3 2 out d3,,TEX,1.9230769230769231,L,4,5
4,5,112,2019-08-07,DET,CHW,GS-5,L(0-3),4,4.1,9,5,4,1,6,1,0,5.13,23,102,66,13,12,11,5,2,2,0,32.0,,,0,0,0,22,3,0,0,1,0,1,0.89,-0.21100000000000002,0.0,0.00%,-2.76,7.75,19.0,1t start tie,5t 1-- 1 out d5,,DET,2.4390243902439033,L,1,8
5,6,116,2019-08-11,DET,KCR,9-9,,3,0.0,4,4,4,0,0,0,0,6.49,4,14,8,1,0,0,4,2,0,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,0.08,-0.015,0.0,0.00%,-3.02,-10.4,-12.0,9t --- 0 out d4,9t 12- 0 out d6,,DET,inf,L,2,10
6,7,119,2019-08-15,DET,SEA,9-GF,,3,1.0,2,1,1,1,0,0,0,6.59,6,20,11,3,1,2,3,2,1,0,,0.0,0.0,0,0,0,5,1,0,0,0,0,0,0.08,-0.008,0.0,0.00%,-0.44,-1.55,0.0,9t --- 0 out d4,9t end d 5,,DET,3.0,L,2,7
7,8,125,2019-08-21,DET,HOU,4-7,,5,4.0,3,1,1,1,3,1,0,6.03,16,73,48,13,3,1,11,5,1,0,,0.0,0.0,0,0,0,15,0,0,0,0,0,0,1.27,0.11599999999999999,0.0,0.00%,1.28,10.6,18.0,4b --- 0 out tie,7b 3 out tie,,HOU,1.0,W,2,1
8,9,140,2019-09-06,DET,OAK,5-7,,15,3.0,1,0,0,0,5,0,0,5.5,10,35,24,9,7,2,3,1,0,0,,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0.23,0.05,0.0,0.00%,1.57,16.15,24.0,5b --- 0 out d4,7b 3 out d2,,OAK,0.3333333333333333,W,5,4
9,10,143,2019-09-10,DET,NYY,3-6,,3,4.0,2,2,2,0,4,2,0,5.4,14,63,43,13,6,2,8,1,1,0,,0.0,0.0,0,0,0,14,0,0,0,0,0,0,0.59,-0.053,0.0,0.00%,0.26,11.8,18.0,3t --- 0 out d6,6t 3 out d1,,DET,0.5,W,12,11
10,11,149,2019-09-16,DET,BAL,GS-6,W(1-3),5,6.0,4,1,1,0,3,1,0,4.87,22,85,61,14,5,6,13,4,2,0,63.0,,,0,0,0,22,1,0,0,0,0,0,0.78,0.27699999999999997,0.0,0.00%,2.38,19.1,36.0,1t start tie,6t 3 out a3,,DET,0.6666666666666666,W,5,2
11,12,154,2019-09-21,DET,CHW,GS-5,L(1-4),4,4.1,10,3,3,0,4,1,0,4.99,23,91,66,10,7,7,12,5,3,0,35.0,,,0,0,0,23,2,1,0,0,0,0,1.22,-0.129,0.0,0.00%,-1.17,5.75,16.0,1t start tie,5t --3 1 out d3,,DET,2.4390243902439033,L,3,5
12,13,160,2019-09-28,DET,CHW,GS-5,,6,5.0,7,2,2,2,4,0,1,4.86,23,86,61,10,7,6,10,6,0,0,47.0,,,0,0,0,20,1,0,0,1,0,0,1.02,0.002,0.0,0.00%,0.68,9.25,21.0,1b start tie,5b 3 out d2,2.0,CHW,1.8,W,4,3
