,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,113,2008-08-06,OAK,TOR,GS-7,L(0-1),99,6.0,4,4,4,2,4,1,0,6.0,24,95,55,25,5,10,8,3,1,0,50.0,,,0,0,0,22,1,0,0,0,0,0,0.47,-0.115,0.02,0.00%,-0.28,1b start tie,7b 1-- 0 out d2,,TOR,1.0,L,1,5,,
1,2,118,2008-08-12,OAK,TBR,GS-6,W(1-1),5,5.0,5,1,1,4,5,0,0,4.09,23,105,65,21,5,3,11,5,1,0,54.0,,,0,1,1,18,2,0,0,0,1,0,1.42,0.036000000000000004,0.01,0.00%,0.51,1t start tie,6t 12- 0 out a1,,OAK,1.8,W,2,1,,
2,3,123,2008-08-17,OAK,CHW,GS-4,L(1-2),4,3.1,6,8,7,5,2,3,0,7.53,21,88,43,15,5,5,9,2,0,0,15.0,,,0,0,0,16,0,0,0,1,0,1,0.67,-0.369,0.0,0.00%,-6.91,1t start tie,4t 12- 1 out d8,,OAK,3.548387096774193,L,1,13,,
3,4,128,2008-08-22,OAK,SEA,GS-5,,4,5.0,5,4,2,3,7,0,0,6.52,24,98,59,21,10,9,5,3,0,0,49.0,,,0,0,0,19,3,0,0,0,0,1,0.94,-0.233,0.0,0.00%,-1.44,1b start tie,5b 3 out d3,,SEA,1.6,L,5,7,,
4,5,133,2008-08-27,OAK,LAA,GS-4,,4,3.0,3,4,4,5,4,0,1,7.25,18,81,42,20,5,3,5,2,0,0,36.0,,,0,0,0,12,1,1,0,0,0,0,0.84,-0.078,0.0,0.00%,-1.38,1b start a 1,4b 12- 0 out a4,,LAA,2.6666666666666665,W,6,5,,
5,6,138,2008-09-02,OAK,KCR,GS-4,L(1-3),5,4.0,2,4,3,3,5,2,0,7.18,18,95,60,16,5,4,6,1,0,0,46.0,,,0,0,0,15,0,0,0,0,0,1,0.58,-0.205,0.0,0.00%,-1.91,1b start tie,4b 3 out d3,,KCR,1.25,L,2,5,,
6,7,143,2008-09-08,OAK,DET,GS-2,L(1-4),5,1.2,5,9,8,2,1,3,2,9.32,15,59,35,14,4,4,6,3,0,0,10.0,,,0,0,0,11,0,1,0,0,0,1,0.86,-0.525,0.0,0.00%,-7.16,1b start a 2,2b 1-- 2 out d6,,DET,5.833333333333334,L,8,14,,
7,8,147,2008-09-12,OAK,TEX,8-GF,,3,2.0,0,0,0,0,2,0,0,8.7,6,28,18,3,5,2,2,0,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,1.0,8t --- 0 out d7,9t end d 7,,OAK,0.0,L,0,7,,
8,9,157,2008-09-23,OAK,TEX,8-GF(8),,10,1.0,0,0,0,0,0,0,0,8.42,3,12,6,2,0,1,2,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.2,0.016,0.0,0.00%,0.54,8b --- 0 out d2,8b end d 2,,TEX,0.0,L,4,6,,
9,10,159,2008-09-26,OAK,SEA,6-GF(8),,2,3.0,2,0,0,1,4,0,0,7.68,11,47,29,9,6,3,3,0,1,0,,0.0,0.0,0,1,0,10,1,0,1,0,0,0,0.15,0.024,0.0,0.00%,1.54,6b --- 0 out d4,8b end d 3,,SEA,1.0,L,8,10,,
