Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,92,2014-07-10,TEX,LAA,9-GF,,99,1.0,0,0,0,0,1,0,0,0.00,3,12,9,1,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.48,9t --- 0 out d11,9t end d11,,TEX,0.0,L,6,15,,
2,81,2016-07-03,CLE,TOR,7-GF(8),,99,2.0,4,4,4,0,0,1,0,18.00,10,33,23,6,2,1,9,4,2,0,,0,0,0,0,0,10,2,0,0,0,0,0,.00,0.000,.00,0.00%,-2.96,7b --- 0 out d12,8b end d16,,TOR,2.0,L,1,17,,
3,128,2016-08-27,CLE,TEX,8-GF(8),,54,1.0,0,0,0,0,0,0,0,12.00,3,10,6,0,0,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.54,8b --- 0 out d7,8b end d 7,,TEX,0.0,L,0,7,,
4,18,2017-04-23,MIN,DET,9-GF,,99,0.1,0,0,0,0,0,0,0,0.00,1,4,3,2,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.11,9t --- 2 out d9,9t end d 9,,MIN,0.0,L,4,13,,
5,28,2017-05-06,MIN,BOS,9-GF,,12,0.2,0,0,0,0,0,0,0,0.00,2,4,3,1,0,0,2,1,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.94,9t 12- 1 out d10,9t end d10,,MIN,0.0,L,1,11,,
6,49,2017-05-31,MIN,HOU,9-GF,,24,1.0,2,2,2,0,0,1,0,9.00,5,15,9,2,0,1,4,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,.00,0.00%,-1.47,9t --- 0 out d9,9t end d11,,MIN,2.0,L,6,17,,
7,54,2017-06-06,MIN,SEA,8-GF(8),,5,1.0,0,0,0,0,0,0,0,6.00,3,9,5,1,0,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.50,8b --- 0 out d9,8b end d 9,,SEA,0.0,L,3,12,,
8,60,2017-06-12,MIN,SEA,9-GF,,5,1.0,3,2,2,0,0,0,0,9.00,6,20,13,2,0,2,4,1,1,0,,0,0,0,0,0,6,1,0,0,0,0,0,.00,0.000,.00,0.00%,-1.47,9t --- 0 out d9,9t end d11,,MIN,3.0,L,3,14,,
9,70,2017-06-22,MIN,CHW,9-GF,,9,1.0,2,0,0,0,0,0,0,7.20,5,12,9,3,0,2,3,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.00,0.000,.00,0.00%,0.53,9t --- 0 out d9,9t end d 9,,MIN,2.0,L,0,9,,
10,74,2018-06-23,CHC,CIN,8-GF(8),,99,1.0,2,3,3,1,1,1,0,27.00,6,19,12,4,1,0,4,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.01,-0.002,.02,0.00%,-2.51,8b --- 0 out d6,8b end d 9,,CIN,3.0,L,2,11,-3.55,-3.00
11,136,2018-09-02,MIN,TEX,8-GF(8),,70,1.0,6,5,5,0,1,2,0,36.00,9,29,21,5,2,2,6,2,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,.00,0.000,.00,0.00%,-4.44,8b --- 0 out d11,8b end d16,,TEX,6.0,L,4,18,-9.35,-9.00
