,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,84,2018-07-03,ATL,NYY,6-GF(8),,99,2.1,1,2,2,2,1,1,0,7.71,10,38,21,9,1,3,4,0,1,0,,1.0,0.0,0,0,0,8,0,0,0,0,0,0,0.5,-0.042,0.62,-0.03%,-0.65,1.45,4.0,6b -2- 2 out d3,8b end d 3,,NYY,1.4285714285714286,L,5,8
1,2,89,2018-07-08,ATL,MIL,7-GF(8),,4,1.1,3,4,4,2,0,2,0,14.73,9,34,21,6,4,2,5,2,0,0,,3.0,0.0,0,0,0,7,1,0,0,0,0,0,0.02,-0.001,0.04,0.00%,-2.74,-8.0,-8.0,7b 123 2 out d5,8b end d 9,,MIL,4.545454545454545,L,3,10
2,3,97,2018-07-23,ATL,MIA,9-GF,,14,1.0,1,0,0,0,1,0,0,11.57,4,14,11,2,2,2,1,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.45,3.65,6.0,9b --- 0 out a11,9b end a11,,MIA,1.0,W,12,1
3,4,99,2018-07-26,ATL,LAD,8-GF,,2,1.2,1,0,0,0,1,0,0,8.53,6,18,12,2,3,2,3,1,0,0,,2.0,0.0,0,0,0,6,0,0,0,0,0,0,0.01,0.001,0.02,0.00%,1.39,5.15,8.0,8t 12- 1 out d8,9t end d 6,,ATL,0.8333333333333334,L,2,8
4,5,110,2018-08-03,BAL,TEX,5-6,,7,2.0,0,0,0,0,3,0,0,6.48,6,25,18,3,3,2,1,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.08,0.012,0.0,0.00%,1.13,10.5,15.0,5b --- 0 out d6,6b 3 out d5,,TEX,0.0,L,3,11
5,6,113,2018-08-07,BAL,TBR,8-8,,3,0.0,0,2,0,3,0,0,0,6.48,4,20,8,3,2,1,0,0,0,0,,0.0,0.0,0,0,0,1,0,0,0,0,0,1,3.59,-0.55,0.0,0.00%,-2.84,-1.8,0.0,8b --- 0 out a2,8b 123 0 out a1,,TBR,inf,L,3,4
6,7,116,2018-08-10,BAL,BOS,7-8,,2,1.1,2,4,4,1,0,0,1,9.31,7,22,10,3,0,4,1,1,0,0,,1.0,0.0,0,0,0,5,1,0,0,1,0,0,0.2,-0.012,0.0,0.00%,-2.29,-7.4,-8.0,7t 1-- 0 out d4,8t -2- 1 out d7,,BAL,2.727272727272727,L,12,19
7,8,121,2018-08-15,BAL,NYM,6-6,,4,0.0,2,4,4,2,0,1,0,13.03,4,23,10,3,0,0,2,0,0,0,,2.0,2.0,0,0,0,2,1,0,0,0,0,0,0.05,-0.013000000000000001,0.0,0.00%,-5.67,-10.4,-12.0,6t 12- 2 out d7,6t --- 2 out d13,,BAL,inf,L,5,16
8,9,150,2018-09-17,BAL,TOR,GS-2,L(0-1),32,2.0,3,3,3,0,2,1,0,13.11,9,25,17,2,2,0,7,3,1,0,40.0,,,0,0,0,9,1,0,0,0,0,0,0.68,-0.204,0.0,0.00%,-2.0,0.7,3.0,1t start tie,2t 3 out d3,,BAL,1.5,L,0,5
9,10,11,2019-04-09,BAL,OAK,4-6,,99,3.0,1,0,0,1,4,0,0,0.0,11,48,33,10,9,4,2,1,0,0,,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0.25,0.04,0.25,0.02%,1.64,13.55,21.0,4t --- 0 out d5,6t 3 out d5,,BAL,0.6666666666666666,L,2,13
10,11,14,2019-04-12,BAL,BOS,7-8,,2,1.0,3,2,2,1,1,0,0,4.5,7,22,15,4,4,3,2,1,0,0,,2.0,1.0,1,0,0,4,1,0,0,0,1,0,0.7,-0.11599999999999999,0.64,-0.06%,-2.03,-2.15,0.0,7b -23 2 out d1,8b 1-- 2 out d4,,BOS,4.0,L,4,6
11,12,16,2019-04-14,BAL,BOS,6-6,,1,1.0,0,0,0,0,3,0,1,3.6,5,25,15,4,5,1,0,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,1,1.23,0.054000000000000006,1.12,0.03%,0.58,7.65,12.0,6b --- 0 out d1,6b 3 out d1,,BOS,0.0,L,0,4
12,13,17,2019-04-15,BAL,BOS,8-8,,0,1.0,0,0,0,0,0,0,0,3.0,2,9,5,1,0,1,1,1,0,0,,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0.62,0.037000000000000005,0.53,0.02%,0.98,2.25,3.0,8b 1-- 0 out a5,8b 3 out a5,,BOS,0.0,W,8,1
13,14,20,2019-04-18,BAL,TBR,8-8,H(1),2,0.1,1,1,1,1,1,0,0,4.26,3,15,6,2,1,0,1,1,0,0,,1.0,1.0,0,0,0,2,1,0,0,0,0,0,2.71,-0.22699999999999998,2.45,-0.12%,-1.78,-0.45,1.0,8b 1-- 0 out a3,8b -2- 1 out a1,,TBR,20.0,W,6,5
