,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,3,2017-04-07,BOS,DET,7-7,,99,0.1,0,0,0,0,1,0,0,0.0,1,4,3,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.07,0.002,0.07,0.00%,0.11,7b --- 2 out d4,7b 3 out d4,,DET,0.0,L,5,6,,
1,2,4,2017-04-08,BOS,DET,6-7,,0,1.1,0,0,0,2,3,0,0,0.0,6,36,19,7,3,0,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.24,0.01,0.23,0.01%,0.12,6b --- 0 out d3,7b 12- 1 out d3,,DET,1.818181818181818,L,1,4,,
2,3,8,2017-04-12,BOS,BAL,2-5,,3,3.2,3,1,1,1,3,1,0,1.69,14,66,42,15,3,3,7,4,1,0,,0,0,0,0,0,13,1,0,0,1,0,0,0.11,0.013999999999999999,0.14,0.01%,0.96,2t --- 1 out d8,5t 3 out d5,,BOS,1.25,L,5,12,,
3,4,13,2017-04-17,BOS,TBR,7-7,H(1),4,0.1,1,0,0,0,0,0,0,1.59,2,12,8,2,0,0,2,1,0,0,,3,1,0,0,0,2,0,0,0,0,0,0,4.97,0.021,5.51,0.01%,-0.19,7t 123 2 out a2,7t 3 out a1,,BOS,10.0,W,4,3,,
4,5,23,2017-04-29,BOS,CHC,7-9,,11,2.0,1,0,0,2,1,0,0,1.17,10,41,25,8,0,3,4,0,1,0,,1,1,0,0,0,8,0,0,0,0,0,1,0.94,-0.039,0.92,-0.02%,0.39,7t 1-- 1 out d1,9t --- 1 out d2,,BOS,1.5,L,4,7,,
5,6,28,2017-05-04,BOS,BAL,5-5,,4,1.0,4,2,2,1,2,0,0,3.12,8,36,23,5,4,4,1,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.8,-0.09,1.01,-0.07%,-1.45,5t --- 0 out d3,5t 3 out d5,,BOS,5.0,L,3,8,,
6,7,30,2017-05-06,BOS,MIN,8-8,,1,1.0,1,0,0,0,0,0,0,2.79,3,11,7,3,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,0.03,0.001,0.03,0.00%,0.53,8b --- 0 out a9,8b 3 out a9,,MIN,1.0,W,11,1,,
7,8,32,2017-05-09,BOS,MIL,7-7,,2,1.0,2,2,2,1,0,0,0,4.22,6,19,10,1,4,0,5,2,1,0,,0,0,0,0,0,5,0,1,0,0,0,0,0.14,-0.021,0.13,-0.01%,-1.48,7b --- 0 out d4,7b 3 out d6,,MIL,3.0,L,7,11,,
8,9,37,2017-05-14,BOS,TBR,4-5,,4,2.0,2,1,1,0,2,0,0,4.26,8,35,26,4,6,0,6,1,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,0.77,-0.016,0.82,-0.01%,0.11,4t --- 0 out d1,5t 3 out d2,,BOS,1.0,L,2,11,,
9,10,39,2017-05-17,BOS,STL,13-GF(13),S(1),2,1.0,0,0,0,1,2,0,0,3.95,4,20,14,2,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.87,0.20199999999999999,2.72,0.12%,0.51,13b --- 0 out a1,13b end a 1,,STL,1.0,W,5,4,,
10,11,42,2017-05-20,BOS,OAK,5-5,L(0-1),2,0.0,3,4,4,1,0,2,0,6.59,4,23,16,4,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.25,-0.425,1.2,-0.25%,-3.38,5b --- 0 out a1,5b 1-- 0 out d2,,OAK,inf,L,3,8,,
11,12,96,2017-07-19,BOS,TOR,9-GF,,59,1.0,1,0,0,0,1,0,0,6.14,4,15,11,3,1,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.21,0.017,0.33,0.02%,0.56,9t --- 0 out a4,9t end a 4,,BOS,1.0,W,5,1,,
12,13,97,2017-07-20,BOS,TOR,6-6,,0,0.2,1,0,0,0,1,0,0,5.87,3,12,9,4,1,0,2,1,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,0.85,-0.021,1.32,-0.02%,-0.03,6t 12- 1 out d3,6t 3 out d4,,BOS,5.0,L,6,8,,
13,14,99,2017-07-22,BOS,LAA,7-GF(8),,1,2.0,1,0,0,0,2,0,0,5.19,7,36,25,6,4,1,4,2,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,0.08,0.01,0.11,0.01%,1.03,7b --- 0 out d4,8b end d 4,,LAA,0.5,L,3,7,,
14,15,29,2018-05-02,CLE,TEX,9-GF,,99,1.0,0,0,0,1,1,0,0,0.0,4,17,12,5,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,0.53,9t --- 0 out a8,9t end a 8,,CLE,1.0,W,12,4,3.65,6.0
15,16,30,2018-05-03,CLE,TOR,8-8,,0,0.1,0,0,0,0,1,0,0,0.0,1,5,3,2,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.14,0.034,1.37,0.03%,0.62,8t -23 2 out d2,8t 3 out d2,1.0,CLE,0.0,L,11,13,2.75,4.0
16,17,33,2018-05-05,CLE,NYY,7-GF(8),,1,2.0,2,1,1,0,3,0,0,2.7,8,27,18,5,5,3,2,1,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,0.31,-0.035,0.37,-0.03%,0.02,7b --- 0 out d2,8b end d 3,,NYY,1.0,L,2,5,7.3,12.0
17,18,51,2018-05-27,CLE,HOU,8-8,,21,0.2,1,1,1,0,2,1,0,4.5,3,15,9,2,1,0,1,0,0,0,,2,2,0,0,0,3,0,0,0,0,0,0,0.38,-0.098,0.47,-0.07%,-2.06,8t 12- 1 out d2,8t 3 out d5,,CLE,5.0,W,10,9,2.9,5.0
18,19,52,2018-05-28,CLE,CHW,9-GF,,0,1.0,2,1,1,0,1,0,0,5.4,5,17,13,3,3,3,1,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.5,0.016,0.66,0.01%,-0.47,9t --- 0 out a4,9t end a 3,,CLE,2.0,W,9,6,1.05,3.0
