,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,67,2018-06-13,BAL,BOS,GS-5,L(0-1),99,4.1,4,3,3,2,6,1,1,6.23,20,97,57,13,11,5,6,1,2,0,47.0,,,0,1,0,17,0,0,0,0,0,1,0.82,0.045,0.0,0.00%,0.59,11.55,22.0,1t start tie,5t 12- 1 out d1,,BAL,1.4634146341463417,L,1,5
1,2,80,2018-06-28,BAL,SEA,5-9,,14,5.0,3,0,0,0,3,0,0,2.89,17,52,37,4,6,7,7,4,0,0,,2.0,0.0,0,0,0,16,0,0,0,0,0,0,2.02,0.5920000000000001,0.0,0.00%,3.5,15.45,24.0,5t 12- 0 out tie,9t 3 out tie,,BAL,0.6,L,2,4
2,3,85,2018-07-04,BAL,PHI,GS-5,L(0-2),5,5.0,1,2,1,2,4,0,0,2.51,18,65,42,10,10,4,8,2,1,0,61.0,,,0,1,0,16,1,0,0,0,0,1,1.06,-0.031,0.0,0.00%,0.47,15.45,24.0,1b start tie,5b 3 out d1,,PHI,0.6,L,1,4
3,4,91,2018-07-09,BAL,NYY,GS-5,L(0-3),4,4.0,9,4,4,2,4,1,1,3.93,23,92,56,8,17,10,6,2,2,0,30.0,,,0,1,0,20,2,0,0,0,0,0,1.02,-0.196,0.0,0.00%,-2.38,1.8,12.0,1t start tie,5t 1-- 0 out d4,2.0,BAL,2.75,L,2,10
4,5,96,2018-07-14,BAL,TEX,GS-5,,4,5.0,2,0,0,3,7,0,0,3.09,19,94,55,9,13,4,5,0,2,0,67.0,,,1,0,0,16,0,0,0,1,0,0,1.07,0.28,0.0,0.00%,2.51,22.25,36.0,1t start tie,5t 3 out tie,,BAL,1.0,W,1,0
5,6,102,2018-07-24,BAL,BOS,GS-5,W(1-3),9,5.0,4,3,3,1,6,3,0,3.49,20,92,58,12,11,2,11,3,1,0,52.0,,,0,0,0,19,0,0,0,0,0,0,0.69,-0.127,0.0,0.00%,-0.5,18.25,36.0,1t start tie,5t 3 out d1,,BAL,1.0,W,7,6
6,7,107,2018-07-31,BAL,NYY,GS-5,L(1-4),6,5.0,6,6,6,3,4,1,1,4.59,26,98,54,11,14,7,11,3,4,0,32.0,,,1,0,0,21,0,0,0,0,1,1,0.97,-0.198,0.0,0.00%,-3.44,1.25,9.0,1b start tie,5b 3 out d6,,NYY,1.8,L,3,6
7,8,112,2018-08-05,BAL,TEX,GS-2,,4,1.2,5,5,5,5,1,0,0,5.66,15,69,34,7,5,2,7,4,1,0,21.0,,,0,0,0,9,2,1,0,0,1,0,1.41,-0.45799999999999996,0.0,0.00%,-4.69,-10.25,-7.0,1b start a 1,2b 123 2 out d1,,TEX,8.333333333333334,W,9,6
8,9,118,2018-08-11,BAL,BOS,GS-5,,5,5.0,3,2,2,2,5,1,0,5.4,20,88,54,17,6,2,11,5,2,0,56.0,,,2,0,0,17,0,1,0,0,1,0,1.03,0.036000000000000004,0.0,0.00%,0.51,14.25,24.0,1t start tie,5t 3 out tie,2.0,BAL,1.0,L,4,6
9,10,124,2018-08-19,BAL,CLE,GS-4,L(1-5),7,3.0,7,7,7,5,2,0,1,6.49,22,84,46,15,5,6,8,7,0,0,14.0,,,1,0,0,15,2,0,1,0,0,0,0.97,-0.243,0.0,0.00%,-4.27,-11.05,-6.0,1b start tie,4b 123 0 out d4,,CLE,4.0,L,0,8
10,11,131,2018-08-26,BAL,NYY,7-GF,,6,3.0,1,0,0,2,2,0,0,6.07,11,41,25,5,2,4,3,2,0,0,,0.0,0.0,0,0,0,9,0,0,0,1,0,0,0.49,0.08,0.0,0.00%,1.5,8.95,15.0,7t --- 0 out d2,9t end d 2,,BAL,1.0,L,3,5
11,12,135,2018-08-31,BAL,KCR,6-6,,4,0.2,3,2,2,0,0,0,0,6.36,5,17,11,2,1,1,4,2,1,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.65,-0.109,0.0,0.00%,-1.73,-4.3,-4.0,6b --- 1 out d2,6b 3 out d4,,KCR,15.0,L,2,9
12,13,141,2018-09-07,BAL,TBR,7-GF(8),,6,1.1,0,0,0,2,2,0,0,6.19,6,30,15,3,4,1,1,0,1,0,,2.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.93,5.8,10.0,7b 12- 2 out d12,8b end d12,,TBR,1.818181818181818,L,2,14
13,14,144,2018-09-11,BAL,OAK,6-7,,3,2.0,1,0,0,0,2,0,0,5.94,7,25,19,3,4,2,3,1,2,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.44,0.059000000000000004,0.0,0.00%,1.0,7.9,12.0,6t --- 0 out d3,7t 3 out d2,,BAL,0.5,L,2,3
14,15,148,2018-09-15,BAL,CHW,GS-6,L(1-6),3,5.2,4,1,1,1,7,0,0,5.5,20,83,53,15,9,5,7,2,1,0,63.0,,,0,2,0,19,2,0,0,0,0,0,0.95,0.134,0.0,0.00%,1.68,21.75,35.0,1t start tie,6t -2- 2 out d1,,BAL,0.9615384615384616,L,0,2
15,16,153,2018-09-21,BAL,NYY,GS-4,L(1-7),5,3.2,6,6,6,3,3,2,0,6.07,19,90,50,13,6,3,10,3,1,0,25.0,,,1,0,0,16,1,0,0,1,0,0,0.73,-0.257,0.0,0.00%,-4.06,-3.15,2.0,1b start tie,4b --- 2 out d6,,NYY,2.8125,L,8,10
16,17,161,2018-09-29,BAL,HOU,GS-6,L(1-8),7,6.0,5,3,3,3,4,2,0,5.92,26,107,63,16,8,5,14,6,3,0,51.0,,,0,0,0,23,0,0,0,1,0,1,1.19,-0.057999999999999996,0.0,0.00%,0.01,10.7,21.0,1t start tie,6t 3 out d2,2.0,BAL,1.3333333333333333,L,2,5
17,18,30,2019-04-29,BAL,CHW,6-7,,99,1.1,1,1,1,1,2,0,1,6.75,7,25,14,2,2,0,3,3,0,0,,0.0,0.0,0,0,0,5,1,0,0,0,0,0,0.56,0.022000000000000002,0.26,0.01%,0.36,3.2,7.0,6b --- 0 out d2,7b -2- 1 out d2,,CHW,1.818181818181818,L,3,5
18,19,33,2019-05-03,BAL,TBR,5-GF,,3,4.2,3,2,2,3,5,0,1,4.5,18,73,41,12,8,7,2,0,0,0,,2.0,0.0,0,0,0,13,0,0,0,3,1,0,0.12,-0.006,0.06,0.00%,1.15,12.3,23.0,5t 12- 1 out d5,9t end d 7,,BAL,1.4285714285714286,L,0,7
19,20,37,2019-05-08,BAL,BOS,12-GF(12),L(0-1),4,1.0,1,1,1,1,1,1,0,5.14,5,27,15,5,3,1,2,0,0,0,,0.0,0.0,1,0,0,4,0,0,0,0,0,0,1.3,-0.284,0.52,-0.07%,-0.45,1.05,3.0,12t --- 0 out tie,12t end d 1,,BAL,2.0,L,1,2
20,21,46,2019-05-19,BAL,CLE,GS-4,L(0-2),10,3.1,6,5,4,4,3,1,0,6.97,19,73,36,8,8,4,8,3,1,0,29.0,,,0,1,0,14,2,0,0,0,1,0,0.71,-0.258,0.12,-0.03%,-3.29,-0.5,7.0,1b start tie,4b 1-- 1 out d5,,CLE,3.2258064516129035,L,0,10
