,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,95,2018-07-14,WAS,NYM,GS-5,L(0-1),99,4.1,9,7,7,3,3,1,0,14.54,25,99,62,14,8,10,9,4,0,0,17.0,,,0,0,0,21,0,0,0,0,1,0,0.76,-0.275,0.59,-0.13%,-5.91,-5.45,1.0,1b start tie,5b 1-3 1 out d7,,NYM,2.9268292682926838,L,4,7
1,2,148,2018-09-14,WAS,ATL,7-7,,61,1.0,0,0,0,0,0,0,0,11.81,3,8,5,2,0,1,2,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.3,0.023,0.02,0.00%,0.49,2.25,3.0,7b --- 0 out d2,7b 3 out d2,,ATL,0.0,L,5,10
2,3,155,2018-09-22,WAS,NYM,GS-5,W(1-1),7,5.0,1,0,0,2,5,0,0,6.1,18,73,49,19,5,5,6,3,2,0,68.0,,,0,0,0,16,0,0,0,0,0,0,0.89,0.273,0.0,0.00%,2.56,23.45,42.0,1t start tie,5t 3 out a2,,WSN,0.6,W,6,0
3,4,162,2018-09-30,WAS,COL,6-7,,7,2.0,2,2,2,1,3,2,0,6.57,9,36,22,12,4,1,4,1,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.02,-0.001,0.0,0.00%,-0.87,4.7,9.0,6b --- 0 out d7,7b 3 out d9,,COL,1.5,L,0,12
4,5,77,2019-06-23,WAS,ATL,GS-6,,99,6.0,4,2,2,0,7,2,1,3.0,23,83,57,12,14,6,9,0,1,0,63.0,,,0,0,0,22,1,0,0,0,0,0,0.88,0.084,0.9,0.05%,1.37,20.5,33.0,1t start tie,6t 3 out d2,,WSN,0.6666666666666666,L,3,4
5,6,82,2019-06-29,WAS,DET,GS-5,,5,4.1,6,3,3,2,3,0,0,4.35,20,78,47,13,6,8,7,3,0,0,40.0,,,0,1,1,18,1,0,0,0,0,0,1.46,0.015,1.46,0.01%,0.34,4.95,13.0,1b start tie,5b -23 1 out a2,,DET,1.951219512195122,L,5,7
6,7,87,2019-07-05,WAS,KCR,GS-5,,5,4.1,5,4,4,3,6,0,0,5.52,21,96,60,18,9,4,8,4,4,0,40.0,,,0,0,0,18,1,1,0,0,0,0,0.92,-0.039,1.08,-0.03%,-0.17,8.95,19.0,1t start tie,5t 12- 1 out d1,,WSN,1.951219512195122,L,4,7
7,8,93,2019-07-16,WAS,BAL,GS-6,W(1-0),10,6.0,4,1,1,1,4,1,2,4.35,24,84,57,15,8,8,9,2,3,0,63.0,,,0,0,0,21,1,0,0,0,0,0,1.11,0.264,1.35,0.19%,2.28,19.3,39.0,1b start tie,6b 3 out a3,,BAL,0.8333333333333334,W,8,1
8,9,136,2019-09-02,WAS,NYM,4-6,,47,2.1,2,0,0,0,4,0,0,3.91,9,34,23,5,7,3,2,1,0,0,,1.0,1.0,0,0,0,9,1,0,0,0,0,0,0.1,-0.009000000000000001,0.08,0.00%,0.47,12.05,19.0,4t -2- 2 out d6,6t 3 out d7,,WSN,0.9523809523809524,L,3,7
9,10,141,2019-09-07,WAS,ATL,GS-4,L(1-1),4,4.0,3,2,2,2,6,2,0,4.0,16,75,47,11,11,2,6,1,1,0,52.0,,,0,0,0,14,0,0,0,0,0,0,0.69,-0.013000000000000001,0.58,-0.01%,0.22,14.0,24.0,1b start tie,4b 3 out d2,,ATL,1.25,L,4,5
10,11,147,2019-09-14,WAS,ATL,GS-6,,6,5.2,4,1,1,2,6,0,0,3.58,21,80,53,10,19,4,9,6,1,0,61.0,,,0,1,0,19,1,0,1,0,0,0,1.14,0.34600000000000003,0.8,0.15%,3.12,19.15,32.0,1t start tie,6t 1-- 2 out a1,,WSN,1.1538461538461535,L,1,10
11,12,154,2019-09-22,WAS,MIA,GS-5,,7,5.0,3,1,1,3,3,0,0,3.35,20,81,53,16,4,3,11,5,1,0,57.0,,,0,0,0,16,2,1,1,1,1,0,1.08,0.17800000000000002,0.41,0.04%,1.48,11.65,21.0,1b start a 1,5b 3 out a2,,MIA,1.2,L,3,5
12,13,160,2019-09-27,WAS,CLE,GS-6,W(2-1),4,6.0,2,2,2,0,5,0,0,3.3,20,73,43,12,10,5,10,4,3,0,65.0,,,0,0,0,18,1,0,0,0,1,0,0.89,0.171,0.18,0.02%,1.37,22.3,39.0,1t start tie,6t 3 out tie,,WSN,0.3333333333333333,W,8,2
