Name,first_season,last_season,games_played,games_started,teams,num_teams,key_mlbam,key_retro,key_bbref,key_fangraphs,pitcher_cleaned
Merrill Kelly,2019,2019,32,32,['Diamondbacks'],1,518876,kellm002,kellyme01,11156,merrillkelly
Micah Bowie,2002,2008,74,8,['Athletics' 'Nationals' 'Rockies'],3,150295,bowim001,bowiemi01,1561,micahbowie
Micah Owings,2007,2012,138,68,['Diamondbacks' 'Reds' 'Padres'],3,452249,owinm001,owingmi01,4253,micahowings
Michael Blazek,2013,2019,113,1,['- - -' 'Brewers' 'Nationals'],3,518468,blazm001,blazemi01,9654,michaelblazek
Michael Bowden,2008,2013,103,2,['Red Sox' '- - -' 'Cubs'],3,476601,bowdm001,bowdemi01,4440,michaelbowden
Michael Feliz,2015,2019,203,1,['Astros' 'Pirates'],2,593140,felim001,felizmi01,11903,michaelfeliz
Michael Fulmer,2016,2018,75,75,['Tigers'],1,605242,fulmm001,fulmemi01,13218,michaelfulmer
Michael Kopech,2018,2018,4,4,['White Sox'],1,656629,kopem001,kopecmi01,17282,michaelkopech
Michael Lorenzen,2015,2019,250,24,['Reds'],1,547179,lorem002,lorenmi01,14843,michaellorenzen
Michael Pineda,2011,2019,143,143,['Mariners' 'Yankees' 'Twins'],3,501381,pinem001,pinedmi01,5372,michaelpineda
Michael Roth,2013,2016,23,1,['Angels' 'Rangers'],2,607706,rothm001,rothmi01,13736,michaelroth
Michael Tejera,2002,2005,108,26,['Marlins' '- - -' 'Rangers'],3,150373,tejem001,tejermi01,542,michaeltejera
Michael Wacha,2013,2019,165,151,['Cardinals'],1,608379,wachm001,wachami01,14078,michaelwacha
Michel Baez,2019,2019,24,1,['Padres'],1,673258,baezm001,baezmi01,20100,michelbaez
Mickey Callaway,2001,2004,35,16,['Devil Rays' 'Angels' '- - -' 'Rangers'],4,209068,callm001,callami01,7,mickeycallaway
Miguel Asencio,2002,2006,42,30,['Royals' 'Rockies'],2,407900,asenm001,asencmi01,586,miguelasencio
Miguel Batista,2000,2012,542,212,['- - -' 'Diamondbacks' 'Blue Jays' 'Mariners' 'Nationals'],5,110683,batim001,batismi01,46,miguelbatista
Miguel Castro,2015,2019,204,2,['- - -' 'Rockies' 'Orioles'],3,612434,castm002,castrmi01,15684,miguelcastro
Miguel Diaz,2017,2019,47,3,['Padres'],1,622766,diazm004,diazmi02,18815,migueldiaz
Miguel Gonzalez,2012,2018,155,148,['Orioles' 'White Sox' '- - -'],3,456068,gonzm003,gonzami03,7024,miguelgonzalez
Miguel del Toro,2000,2000,9,1,['Giants'],1,150267,deltm001,deltomi01,1003184,migueldeltoro
Mike Bacsik,2001,2007,51,35,['Indians' 'Mets' 'Rangers' 'Nationals'],4,407194,bacsm001,bacsimi02,863,mikebacsik
Mike Bolsinger,2014,2017,48,41,['Diamondbacks' 'Dodgers' 'Blue Jays'],3,502211,bolsm001,bolsimi01,11137,mikebolsinger
Mike Burns,2005,2009,60,8,['Astros' '- - -' 'Brewers'],3,446916,burnm001,burnsmi01,2932,mikeburns
Mike Bynum,2002,2004,29,8,['Padres'],1,407803,bynum001,bynummi01,1022,mikebynum
Mike Clevinger,2016,2019,97,84,['Indians'],1,605182,clevm001,clevimi01,12808,mikeclevinger
Mike Crudale,2002,2003,71,1,['Cardinals' '- - -'],2,407866,crudm001,crudami01,1148,mikecrudale
Mike Esposito,2005,2005,3,3,['Rockies'],1,435438,espom001,esposmi01,4986,mikeesposito
Mike Fiers,2011,2019,205,186,['Brewers' '- - -' 'Astros' 'Athletics'],4,571666,fierm001,fiersmi01,7754,mikefiers
Mike Foltynewicz,2014,2019,137,117,['Astros' 'Braves'],2,592314,foltm001,foltymi01,10811,mikefoltynewicz
Mike Fyhrie,2000,2002,66,4,['Angels' '- - -' 'Athletics'],3,114499,fyhrm001,fyhrimi01,1447,mikefyhrie
Mike Gosling,2004,2009,58,9,['Diamondbacks' 'Reds' 'Indians'],3,428420,goslm001,goslimi01,2204,mikegosling
Mike Hampton,2000,2010,211,201,['Mets' 'Rockies' 'Braves' 'Astros' 'Diamondbacks'],5,115399,hampm001,hamptmi01,430,mikehampton
Mike Hauschild,2017,2018,6,1,['Rangers' 'Blue Jays'],2,623434,hausm001,hauscmi01,14033,mikehauschild
Mike Johnson,2000,2001,51,13,['Expos'],1,116611,johnm002,johnsmi02,1006487,mikejohnson
Mike Judd,2000,2001,13,4,['Dodgers' '- - -'],2,116781,juddm001,juddmi01,1006639,mikejudd
Mike Kickham,2013,2014,14,3,['Giants'],1,592464,kickm001,kickhmi01,11618,mikekickham
Mike Leake,2010,2019,301,296,['Reds' '- - -' 'Cardinals' 'Mariners'],4,502190,leakm001,leakemi01,10130,mikeleake
Mike Lincoln,2000,2010,245,4,['Twins' 'Pirates' 'Cardinals' 'Reds'],4,150221,lincm001,lincomi01,1457,mikelincoln
Mike MacDougal,2001,2012,407,3,['Royals' '- - -' 'White Sox' 'Cardinals' 'Dodgers'],5,213680,macdm001,macdomi01,612,mikemacdougal
Mike Maroth,2002,2007,161,150,['Tigers' '- - -'],2,400077,marom001,marotmi01,1508,mikemaroth
Mike Matthews,2000,2005,230,10,['Cardinals' '- - -' 'Padres' 'Reds' 'Mets'],5,150347,mattm001,matthmi01,1170,mikematthews
Mike Mayers,2016,2019,73,1,['Cardinals'],1,594577,mayem001,mayermi01,15451,mikemayers
Mike Minor,2010,2019,236,170,['Braves' 'Royals' 'Rangers'],3,501985,minom001,minormi01,10021,mikeminor
Mike Montgomery,2015,2019,180,69,['Mariners' '- - -' 'Cubs'],3,543557,montm002,montgmi01,4869,mikemontgomery
Mike Morgan,2000,2002,120,5,['Diamondbacks'],1,119374,morgm001,morgami01,67,mikemorgan
Mike Mussina,2000,2008,283,282,['Orioles' 'Yankees'],2,119608,mussm001,mussimi01,837,mikemussina
Mike O'Connor,2006,2011,35,21,['Nationals' 'Mets'],2,456585,oconm001,oconnmi01,6457,mikeo'connor
Mike Parisi,2008,2008,12,2,['Cardinals'],1,449157,parim001,parismi01,8070,mikeparisi
Mike Pelfrey,2006,2017,275,256,['Mets' 'Twins' 'Tigers' 'White Sox'],4,460059,pelfm001,pelfrmi01,5203,mikepelfrey
Mike Porzio,2002,2003,35,3,['White Sox'],1,150053,porzm001,porzimi01,252,mikeporzio
Mike Sirotka,2000,2000,32,32,['White Sox'],1,122276,sirom001,sirotmi01,1012015,mikesirotka
Mike Smith,2002,2006,15,7,['Blue Jays' 'Twins'],2,420944,smitm005,smithmi06,1479,mikesmith
Mike Soroka,2018,2019,34,34,['Braves'],1,647336,sorom001,sorokmi01,18383,mikesoroka
Mike Thompson,2006,2007,26,16,['Padres'],1,445120,thomm004,thompmi03,2735,mikethompson
Mike Thurman,2000,2002,57,45,['Expos' 'Yankees'],2,123327,thurm002,thurmmi01,852,mikethurman
Mike Timlin,2000,2008,595,1,['- - -' 'Cardinals' 'Red Sox'],3,123348,timlm001,timlimi01,1187,miketimlin
Mike Wood,2003,2007,115,39,['Athletics' 'Royals' 'Rangers'],3,430061,woodm002,woodmi01,1806,mikewood
Mike Wright Jr.,2015,2019,110,23,['Orioles' '- - -'],2,605541,wrigm001,wrighmi01,12586,mikewrightjr
Miles Mikolas,2012,2019,101,74,['Padres' 'Rangers' 'Cardinals'],3,571945,mikom001,mikolmi01,9803,milesmikolas
Mitch Atkins,2009,2011,10,3,['Cubs' 'Orioles'],2,444444,atkim001,atkinmi01,8369,mitchatkins
Mitch Keller,2019,2019,11,11,['Pirates'],1,656605,kellm003,kellemi03,17594,mitchkeller
Mitch Talbot,2008,2011,43,41,['Rays' 'Indians'],2,452676,talbm001,talbomi01,4961,mitchtalbot
Mitchell Boggs,2008,2013,241,15,['Cardinals' '- - -'],2,459939,boggm001,boggsmi01,3344,mitchellboggs
Montana DuRapau,2019,2019,14,2,['Pirates'],1,657566,duram002,durapmo01,16768,montanadurapau
Myles Jaye,2017,2017,5,2,['Tigers'],1,594867,jayem001,jayemy01,11769,mylesjaye
Nate Adcock,2011,2015,56,5,['Royals' 'Rangers' 'Reds'],3,502264,adcon001,adcocna01,3282,nateadcock
Nate Bump,2003,2005,113,2,['Marlins'],1,425546,bumpn001,bumpna01,1755,natebump
Nate Cornejo,2001,2004,56,56,['Tigers'],1,407074,cornn001,cornena01,462,natecornejo
Nate Robertson,2002,2010,223,187,['Marlins' 'Tigers' '- - -'],3,425146,roben001,roberna01,1620,naterobertson
Nate Teut,2002,2002,2,1,['Marlins'],1,400137,teutn001,teutna01,1487,nateteut
Nathan Eovaldi,2011,2019,179,160,['Dodgers' '- - -' 'Marlins' 'Yankees' 'Red Sox'],5,543135,eovan001,eovalna01,9132,nathaneovaldi
Nathan Karns,2013,2019,67,56,['Nationals' 'Rays' 'Mariners' 'Royals' 'Orioles'],5,501992,karnn001,karnsna01,12638,nathankarns
Neal Cotts,2003,2015,483,5,['White Sox' 'Cubs' 'Rangers' '- - -'],4,425840,cottn001,cottsne01,1797,nealcotts
Neftali Feliz,2009,2017,357,7,['Rangers' '- - -' 'Pirates'],3,491703,felin001,felizne01,18,neftalifeliz
Neil Ramirez,2014,2019,185,1,['Cubs' '- - -' 'Indians'],3,519166,ramin001,ramirne01,7677,neilramirez
Nelson Cruz,2000,2003,156,12,['Tigers' 'Astros' 'Rockies'],3,112906,cruzn001,cruzne01,554,nelsoncruz
Nelson Figueroa,2000,2011,145,65,['Diamondbacks' 'Phillies' 'Brewers' 'Pirates' 'Mets' '- - -' 'Astros'],7,150153,figun001,figuene01,683,nelsonfigueroa
Nestor Cortes,2018,2019,37,1,['Orioles' 'Yankees'],2,641482,cortn001,cortene01,17874,nestorcortes
Nick Adenhart,2008,2009,4,4,['Angels'],1,444440,adenn001,adenhni01,6879,nickadenhart
Nick Bierbrodt,2001,2004,38,25,['- - -' 'Rangers'],2,150149,biern001,bierbni01,1194,nickbierbrodt
Nick Blackburn,2007,2012,145,137,['Twins'],1,448147,blacn001,blackni01,4270,nickblackburn
Nick Greenwood,2014,2015,20,1,['Cardinals'],1,572889,green002,greenni02,8182,nickgreenwood
Nick Kingham,2018,2019,43,19,['Pirates' '- - -'],2,592468,kingn001,kinghni01,11694,nickkingham
Nick Margevicius,2019,2019,17,12,['Padres'],1,676606,margn001,margeni01,20395,nickmargevicius
Nick Martinez,2014,2017,88,68,['Rangers'],1,607259,martn002,martini01,12730,nickmartinez
Nick Masset,2006,2015,387,2,['Rangers' 'White Sox' '- - -' 'Reds' 'Rockies'],5,434665,massn001,masseni01,7267,nickmasset
Nick Neugebauer,2001,2002,14,14,['Brewers'],1,400302,neugn001,neugeni01,698,nickneugebauer
Nick Pivetta,2017,2019,89,71,['Phillies'],1,601713,piven001,pivetni01,15454,nickpivetta
Nick Regilio,2004,2005,24,4,['Rangers'],1,430651,regin001,regilni01,2226,nickregilio
Nick Tepesch,2013,2017,47,44,['Rangers' 'Dodgers' '- - -'],3,519344,tepen001,tepesni01,11716,nicktepesch
Nick Tropeano,2014,2019,42,39,['Astros' 'Angels'],2,607374,tropn001,tropeni01,12385,nicktropeano
Nick Vincent,2012,2019,384,2,['Padres' 'Mariners' '- - -'],3,543883,vincn001,vinceni01,7555,nickvincent
Nik Turley,2017,2017,10,3,['Twins'],1,543867,turln001,turleni01,5530,nikturley
Noah Lowry,2003,2007,106,100,['Giants'],1,430161,lowrn001,lowryno01,1833,noahlowry
Noah Syndergaard,2015,2019,119,118,['Mets'],1,592789,syndn001,syndeno01,11762,noahsyndergaard
Noe Ramirez,2015,2019,163,8,['Red Sox' '- - -' 'Angels'],3,598287,ramin002,ramirno01,12800,noeramirez
Octavio Dotel,2000,2013,739,20,['Astros' '- - -' 'Athletics' 'Yankees' 'White Sox' 'Tigers'],6,136734,doteo001,doteloc01,555,octaviodotel
Odalis Perez,2001,2008,224,204,['Braves' 'Dodgers' '- - -' 'Royals' 'Nationals'],5,136602,pereo001,perezod01,668,odalisperez
Odrisamer Despaigne,2014,2019,109,50,['Padres' '- - -' 'Marlins' 'White Sox'],4,628333,despo001,despaod01,16017,odrisamerdespaigne
Oliver Perez,2002,2019,669,195,"['Padres' '- - -' 'Pirates' 'Mets' 'Mariners' 'Diamondbacks' 'Nationals'
 'Indians']",8,424144,pereo002,perezol01,1514,oliverperez
Omar Beltre,2010,2010,2,2,['Rangers'],1,449110,belto001,beltrom01,10259,omarbeltre
Omar Daal,2000,2003,122,100,['- - -' 'Phillies' 'Dodgers' 'Orioles'],4,112984,daalo001,daalom01,646,omardaal
Omar Olivares,2000,2001,66,28,['Athletics' 'Pirates'],2,119982,olivo001,olivaom01,1009771,omarolivares
Onelki Garcia,2013,2017,5,1,['Dodgers' 'Royals'],2,607162,garco001,garcion01,13674,onelkigarcia
Orel Hershiser,2000,2000,10,6,['Dodgers'],1,115861,herso001,hershor01,1005741,orelhershiser
Orlando Hernandez,2000,2007,165,157,['Yankees' 'White Sox' '- - -' 'Mets'],4,133340,herno001,hernaor01,823,orlandohernandez
Oscar Villarreal,2003,2008,258,5,['Diamondbacks' 'Braves' 'Astros'],3,425629,villo001,villaos01,1654,oscarvillarreal
Osvaldo Fernandez,2000,2001,35,28,['Reds'],1,114080,ferno001,fernaos01,1004000,osvaldofernandez
P.J. Conlon,2018,2018,3,2,['Mets'],1,664869,conlp001,conlopj01,18213,pjconlon
P.J. Walters,2009,2013,40,24,['Cardinals' '- - -' 'Twins'],3,502208,waltp001,waltepj01,9557,pjwalters
Pablo Lopez,2018,2019,31,31,['Marlins'],1,641154,lopep002,lopezpa01,17085,pablolopez
Paolo Espino,2017,2017,12,2,['- - -'],1,502179,espip001,espinpa01,8246,paoloespino
Parker Bridwell,2016,2018,28,21,['Orioles' 'Angels'],2,592170,bridp001,bridwpa01,11502,parkerbridwell
Pasqual Coco,2000,2002,10,2,['Blue Jays'],1,277412,cocop001,cocopa01,1294,pasqualcoco
Pat Dean,2016,2016,19,9,['Twins'],1,534737,deanp001,deanpa02,11350,patdean
Pat Hentgen,2000,2004,92,84,['Cardinals' 'Orioles' 'Blue Jays'],3,115797,hentp001,hentgpa01,145,pathentgen
Pat Mahomes,2000,2003,134,12,['Mets' 'Rangers' 'Cubs' 'Pirates'],4,118163,mahop001,mahompa01,291,patmahomes
Pat Misch,2006,2011,78,24,['Giants' '- - -' 'Mets'],3,435619,miscp001,mischpa01,5909,patmisch
Pat Rapp,2000,2001,62,58,['Orioles' 'Angels'],2,120933,rappp001,rapppa01,1010700,patrapp
Patrick Corbin,2012,2019,205,187,['Diamondbacks' 'Nationals'],2,571578,corbp001,corbipa01,9323,patrickcorbin
Patrick Sandoval,2019,2019,10,9,['Angels'],1,663776,sandp002,sandopa02,19447,patricksandoval
Paul Abbott,2000,2004,100,86,['Mariners' 'Royals' '- - -'],3,110015,abbop001,abbotpa01,1061,paulabbott
Paul Blackburn,2017,2019,20,17,['Athletics'],1,621112,blacp001,blackpa01,14739,paulblackburn
Paul Byrd,2000,2009,218,212,['Phillies' '- - -' 'Royals' 'Braves' 'Angels' 'Indians' 'Red Sox'],7,111838,byrdp001,byrdpa01,594,paulbyrd
Paul Clemens,2013,2016,66,19,['Astros' '- - -'],2,518560,clemp002,clemepa02,8037,paulclemens
Paul Maholm,2005,2014,273,250,['Pirates' '- - -' 'Braves' 'Dodgers'],4,430904,mahop002,maholpa01,8678,paulmaholm
Paul Rigdon,2000,2001,32,31,['- - -' 'Brewers'],2,282331,rigdp001,rigdopa01,1010955,paulrigdon
Paul Wilson,2000,2005,144,127,['Devil Rays' 'Reds'],2,124417,wilsp001,wilsopa02,1234,paulwilson
Paxton Crawford,2000,2001,15,11,['Red Sox'],1,275929,crawp001,crawfpa02,1002747,paxtoncrawford
Pedro Astacio,2000,2006,142,136,['Rockies' '- - -' 'Mets' 'Red Sox' 'Nationals'],5,110359,astap001,astacpe01,862,pedroastacio
Pedro Avila,2019,2019,1,1,['Padres'],1,658648,avilp001,avilape01,18864,pedroavila
Pedro Hernandez,2012,2014,16,14,['White Sox' 'Twins' 'Rockies'],3,517060,hernp001,hernape02,4578,pedrohernandez
Pedro Martinez,2000,2009,227,227,['Red Sox' 'Mets' 'Phillies'],3,118377,martp001,martipe02,200,pedromartinez
Pedro Payano,2019,2019,6,4,['Rangers'],1,622797,payap001,payanpe01,18313,pedropayano
Pedro Villarreal,2012,2015,44,1,['Reds'],1,543881,villp001,villape01,9904,pedrovillarreal
Pete Harnisch,2000,2001,29,29,['Reds'],1,115487,harnp001,harnipe01,1005374,peteharnisch
Pete Munro,2000,2004,89,38,['Blue Jays' 'Astros'],2,133729,munrp001,munrope01,1546,petemunro
Pete Schourek,2000,2001,54,21,['Red Sox'],1,121860,schop001,schoupe01,1011608,peteschourek
Pete Walker,2000,2006,130,31,['Rockies' 'Mets' '- - -' 'Blue Jays'],4,123839,walkp001,walkepe01,1325,petewalker
Peter Lambert,2019,2019,19,19,['Rockies'],1,663567,lambp001,lambepe01,17969,peterlambert
Phil Coke,2008,2016,407,15,['Yankees' 'Tigers' '- - -'],3,457435,cokep001,cokeph01,5535,philcoke
Phil Dumatrait,2007,2011,87,17,['Reds' 'Pirates' 'Twins'],3,430597,dumap001,dumatph01,8598,phildumatrait
Phil Hughes,2007,2018,290,211,['Yankees' 'Twins' '- - -'],3,461833,hughp001,hugheph01,7450,philhughes
Phil Irwin,2013,2014,2,2,['Pirates' 'Rangers'],2,572947,irwip001,irwinph01,9489,philirwin
Phil Klein,2014,2016,40,4,['Rangers' '- - -'],2,607309,kleip001,kleinph01,12675,philklein
Phil Norton,2000,2004,92,2,['Cubs' '- - -' 'Reds'],3,150041,nortp001,nortoph01,1714,philnorton
Philip Humber,2006,2013,97,51,['Mets' 'Twins' 'Royals' 'White Sox' 'Astros'],5,458950,humbp001,humbeph01,8586,philiphumber
Phillippe Aumont,2012,2015,46,1,['Phillies'],1,518418,aumop001,aumonph01,5362,phillippeaumont
R.A. Dickey,2001,2017,400,300,['Rangers' 'Mariners' 'Twins' 'Mets' 'Blue Jays' 'Braves'],6,285079,dickr001,dicker.01,1245,radickey
Radhames Liz,2007,2015,42,21,['Orioles' 'Pirates'],2,467785,liz-r001,lizra01,5843,radhamesliz
Rafael Montero,2014,2019,80,30,['Mets' 'Rangers'],2,606160,montr004,montera01,12760,rafaelmontero
Rafael Soriano,2002,2015,591,8,['Mariners' 'Braves' 'Rays' 'Yankees' 'Nationals' 'Cubs'],6,400089,sorir001,soriara01,1100,rafaelsoriano
Raisel Iglesias,2015,2019,252,21,['Reds'],1,628452,igler001,iglesra01,17130,raiseliglesias
Ramiro Mendoza,2000,2005,197,16,['Yankees' 'Red Sox'],2,118947,mendr001,mendora01,836,ramiromendoza
Ramon Martinez,2000,2001,31,31,['Red Sox' 'Pirates'],2,118378,martr002,martira02,1008193,ramonmartinez
Ramon Ortiz,2000,2013,294,209,['Angels' 'Reds' 'Nationals' '- - -' 'Dodgers' 'Cubs' 'Blue Jays'],7,150009,ortir002,ortizra02,27,ramonortiz
Ramon Ramirez,2008,2009,16,4,['Reds'],1,459371,ramir004,ramirra03,2899,ramonramirez
Randall Delgado,2011,2018,271,53,['Braves' 'Diamondbacks'],2,517414,delgr001,delgara01,5985,randalldelgado
Randy Dobnak,2019,2019,9,5,['Twins'],1,677976,dobnr001,dobnara01,23798,randydobnak
Randy Flores,2002,2010,350,3,['- - -' 'Cardinals' 'Rockies'],3,420864,florr001,florera01,1446,randyflores
Randy Johnson,2000,2009,287,281,['Diamondbacks' 'Yankees' 'Giants'],3,116615,johnr005,johnsra05,60,randyjohnson
Randy Keisler,2000,2007,55,20,['Yankees' 'Padres' 'Reds' 'Athletics' 'Cardinals'],5,342892,keisr001,keislra01,830,randykeisler
Randy Wells,2008,2012,98,86,['- - -' 'Cubs'],2,448694,wellr001,wellsra01,4535,randywells
Randy Wolf,2000,2015,368,358,['Phillies' 'Dodgers' '- - -' 'Brewers' 'Marlins' 'Tigers'],6,150116,wolfr001,wolfra02,976,randywolf
Ranger Suarez,2018,2019,41,3,['Phillies'],1,624133,suarr001,suarera01,17277,rangersuarez
Raul Alcantara,2016,2017,13,9,['Athletics'],1,593417,alcar001,alcanra01,12790,raulalcantara
Raul Valdes,2010,2014,103,3,['Mets' '- - -' 'Phillies' 'Astros'],4,447744,valdr002,valdera02,1953,raulvaldes
Red Patterson,2014,2014,1,1,['Dodgers'],1,572017,pattr002,pattere02,10710,redpatterson
Reggie McClain,2019,2019,14,2,['Mariners'],1,596035,mcclr001,mcclare01,19311,reggiemcclain
Reid Cornelius,2000,2000,22,21,['Marlins'],1,112692,cornr001,cornere01,1002634,reidcornelius
Reynaldo Lopez,2016,2019,84,79,['Nationals' 'White Sox'],2,625643,loper003,lopezre01,16400,reynaldolopez
Ricardo Rodriguez,2002,2005,39,36,['Indians' 'Rangers'],2,400156,rodrr005,rodriri03,1585,ricardorodriguez
Rich Harden,2003,2011,170,160,['Athletics' '- - -' 'Cubs' 'Rangers'],4,425848,hardr001,harderi01,1772,richharden
Rich Hill,2005,2019,284,156,['Cubs' 'Orioles' 'Red Sox' 'Indians' '- - -' 'Dodgers'],6,448179,hillr001,hillri01,4806,richhill
Richard Bleier,2016,2019,164,1,['Yankees' 'Orioles'],2,542947,bleir001,bleieri01,7803,richardbleier
Rick Ankiel,2000,2004,42,36,['Cardinals'],1,150449,ankir001,ankieri01,1142,rickankiel
Rick Bauer,2001,2008,187,10,['Orioles' 'Rangers' 'Indians'],3,407400,bauer001,bauerri01,125,rickbauer
Rick Helling,2000,2006,169,132,['Rangers' 'Diamondbacks' '- - -' 'Brewers'],4,115727,hellr001,helliri01,58,rickhelling
Rick Porcello,2009,2019,343,339,['Tigers' 'Red Sox'],2,519144,porcr001,porceri01,2717,rickporcello
Rick Reed,2000,2003,122,115,['Mets' '- - -' 'Twins'],3,120999,reedr002,reedri01,750,rickreed
Rick VandenHurk,2007,2012,50,35,['Marlins' '- - -' 'Orioles' 'Pirates'],4,462995,vandr001,vanderi01,5099,rickvandenhurk
Ricky Nolasco,2006,2017,330,312,['Marlins' '- - -' 'Twins' 'Angels'],4,445060,nolar001,nolasri01,3830,rickynolasco
Ricky Romero,2009,2013,129,127,['Blue Jays'],1,460069,romer002,romerri01,3403,rickyromero
Rico Garcia,2019,2019,2,1,['Rockies'],1,670329,garcr006,garciri01,20023,ricogarcia
Rigo Beltran,2000,2004,3,1,['Rockies' 'Expos'],2,110844,beltr001,beltrri01,1916,rigobeltran
Rob Bell,2000,2007,151,108,['Reds' '- - -' 'Rangers' 'Devil Rays' 'Orioles'],5,150174,bellr003,bellro01,1492,robbell
Rob Whalen,2016,2018,8,6,['Braves' 'Mariners'],2,547007,whalr001,whalero01,14165,robwhalen
Rob Zastryzny,2016,2018,18,1,['Cubs'],1,642239,zastr001,zastrro01,15094,robzastryzny
Robbie Erlin,2013,2019,106,38,['Padres'],1,572362,erlir001,erlinro01,10354,robbieerlin
Robbie Ray,2014,2019,149,146,['Tigers' 'Diamondbacks'],2,592662,ray-r002,rayro02,11486,robbieray
Robbie Ross Jr.,2012,2017,266,12,['Rangers' 'Red Sox'],2,543726,rossr002,rossro01,6819,robbierossjr
Robert Dugger,2019,2019,7,7,['Marlins'],1,667498,duggr001,duggero01,19191,robertdugger
Robert Ellis,2001,2003,26,21,['Diamondbacks' 'Dodgers' 'Rangers'],3,113819,ellir001,ellisro02,649,robertellis
Robert Gsellman,2016,2019,153,29,['Mets'],1,607229,gselr001,gsellro01,13696,robertgsellman
Robert Person,2000,2003,84,77,['Phillies' 'Red Sox'],2,120447,persr001,persoro01,966,robertperson
Robert Ramsay,2000,2000,37,1,['Mariners'],1,150171,ramsr001,ramsaro01,1010682,robertramsay
Robert Ray,2009,2010,7,4,['Blue Jays'],1,459988,ray-r001,rayro01,3359,robertray
Robert Stephenson,2016,2019,94,22,['Reds'],1,596112,stepr002,stephro01,13594,robertstephenson
Roberto Hernandez,2006,2016,270,219,['Indians' 'Rays' '- - -' 'Astros' 'Braves'],5,433584,carmf001,carmofa01,3273,robertohernandez
Robinson Tejeda,2005,2011,186,53,['Phillies' 'Rangers' '- - -' 'Royals'],4,434565,tejer001,tejedro01,2575,robinsontejeda
Rocky Biddle,2000,2004,198,41,['White Sox' 'Expos'],2,335092,biddr001,biddlro01,223,rockybiddle
Rocky Coppinger,2001,2001,8,3,['Brewers'],1,112662,coppr001,coppiro01,1002604,rockycoppinger
Rodrigo Lopez,2000,2012,257,215,['Padres' 'Orioles' 'Rockies' 'Phillies' 'Diamondbacks' 'Cubs'],6,150438,loper001,lopezro02,150,rodrigolopez
Rodrigo Rosario,2003,2003,2,2,['Astros'],1,407837,rosar001,rosarro01,1747,rodrigorosario
Roenis Elias,2014,2019,126,54,['Mariners' 'Red Sox' '- - -'],3,606273,eliar001,eliasro01,12673,roeniselias
Rogelio Armenteros,2019,2019,5,2,['Astros'],1,660494,armer001,armenro01,17679,rogelioarmenteros
Roger Clemens,2000,2007,229,228,['Yankees' 'Astros'],2,112388,clemr001,clemero02,815,rogerclemens
Roger Deago,2003,2003,2,2,['Padres'],1,429300,deagr001,deagoro01,1705,rogerdeago
Rolando Arrojo,2000,2002,102,49,['- - -' 'Red Sox'],2,134361,arror001,arrojro01,174,rolandoarrojo
Roman Colon,2004,2012,124,8,['Braves' '- - -' 'Tigers' 'Royals'],4,430638,color001,colonro01,2242,romancolon
Ron Mahay,2000,2010,451,2,['- - -' 'Cubs' 'Rangers' 'Royals' 'Twins'],5,118158,mahar001,mahayro01,290,ronmahay
Ron Villone,2000,2009,531,71,"['Reds' '- - -' 'Pirates' 'Astros' 'Mariners' 'Yankees' 'Cardinals'
 'Nationals']",8,123725,villr001,villoro01,1010,ronvillone
Ronald Bolanos,2019,2019,5,3,['Padres'],1,671790,bolar001,bolanro01,20041,ronaldbolanos
Rookie Davis,2017,2019,12,7,['Reds' 'Pirates'],2,606959,davir004,davisro03,14962,rookiedavis
Ross Detwiler,2007,2019,208,95,['Nationals' '- - -' 'Mariners' 'White Sox'],4,446321,detwr001,detwiro01,2859,rossdetwiler
Ross Ohlendorf,2007,2016,209,80,['Yankees' '- - -' 'Pirates' 'Padres' 'Nationals' 'Rangers' 'Reds'],7,456027,ohler001,ohlenro01,8268,rossohlendorf
Ross Stripling,2016,2019,136,52,['Dodgers'],1,548389,strir001,stripro01,13273,rossstripling
Ross Wolf,2007,2013,47,3,['Marlins' 'Athletics' 'Rangers'],3,448693,wolfr002,wolfro01,4534,rosswolf
Roy Halladay,2000,2013,378,370,['Blue Jays' 'Phillies'],2,136880,hallr001,hallaro01,1303,royhalladay
Roy Oswalt,2001,2013,365,341,['Astros' '- - -' 'Phillies' 'Rangers' 'Rockies'],5,400061,oswar001,oswalro01,571,royoswalt
Roy Smith,2001,2002,13,1,['Indians'],1,400123,smitr004,smithro03,407,roysmith
Rubby de la Rosa,2011,2017,98,70,['Dodgers' 'Red Sox' 'Diamondbacks'],3,523989,delar003,delarru01,3862,rubbydelarosa
Ruben Quevedo,2000,2003,66,58,['Cubs' 'Brewers'],2,275935,quevr001,queveru01,705,rubenquevedo
Rudy Owens,2014,2014,1,1,['Astros'],1,502168,owenr001,owensru01,5226,rudyowens
Runelvys Hernandez,2002,2008,82,82,['Royals' 'Astros'],2,424465,hernr003,hernaru03,1528,runelvyshernandez
Russ Ortiz,2000,2010,256,220,['Giants' 'Braves' 'Diamondbacks' '- - -' 'Astros' 'Dodgers'],6,133460,ortir001,ortizru01,1124,russortiz
Ryan Borucki,2018,2019,19,19,['Blue Jays'],1,621366,borur001,borucry01,16350,ryanborucki
Ryan Burr,2018,2019,24,1,['White Sox'],1,621114,burrr002,burrry01,17536,ryanburr
Ryan Carpenter,2018,2019,15,14,['Tigers'],1,543001,carpr001,carpery01,12699,ryancarpenter
